UID,TERM,PELL,GRADUATED
754109,201344,2548.0,No
754131,201344,1248.0,No
754163,201344,2098.0,No
753715,201344,1698.0,Yes
753719,201344,2823.0,No
753721,201344,1248.0,No
753836,201674,383.0,Yes
753357,201348,2823.0,No
753462,201344,2548.0,Yes
753966,201348,2822.0,Yes
754729,201344,2823.0,Yes
754731,201348,2822.0,No
754754,201344,1148.0,No
754914,201564,2888.0,Yes
754935,201454,2865.0,No
754247,201348,2822.0,Yes
754622,201344,998.0,Yes
754781,201564,1863.0,Yes
754787,201564,2863.0,Yes
744739,201564,1663.0,Yes
754259,201344,2823.0,Yes
754592,201454,2865.0,No
754642,201344,2248.0,Yes
755467,201454,2390.0,No
755334,201454,1140.0,Yes
755140,201344,2823.0,No
755142,201344,2823.0,Yes
755608,201344,2823.0,Yes
755613,201344,1548.0,Yes
755188,201344,2823.0,No
755189,201344,2823.0,Yes
749868,201344,1798.0,No
755680,201454,2865.0,Yes
755346,201454,2865.0,Yes
755670,201344,1397.0,Yes
755735,201344,0.0,No
755760,201344,2823.0,Yes
755832,201348,2547.0,No
755835,201344,748.0,No
756306,201344,2823.0,Yes
756436,201348,2297.0,No
755831,201674,1333.0,Yes
756399,201344,1148.0,Yes
756460,201344,2823.0,Yes
757175,201454,2121.13,No
757189,201344,1598.0,No
756780,201344,1848.0,Yes
757167,201344,2823.0,No
757183,201454,2865.0,No
757002,201454,2090.0,Yes
757085,201344,2498.0,Yes
757609,201344,1898.0,No
757860,201344,2823.0,No
757907,201454,2190.0,Yes
757847,201454,1740.0,Yes
758031,201344,2748.0,Yes
757824,201674,2908.0,No
757623,201454,2040.0,No
757917,201344,2798.0,No
758519,201344,1948.0,No
754614,201454,2540.0,Yes
759086,201454,2865.0,Yes
759092,201454,2312.65,No
759826,201454,2790.0,Yes
759226,201454,2865.0,Yes
759882,201344,448.0,Yes
761104,201344,748.0,No
761302,201454,1740.0,No
760656,201454,440.0,Yes
761573,201344,2398.0,No
761534,201454,2865.0,Yes
762015,201904,3098.0,Yes
761947,201348,2823.0,No
762958,201454,2865.0,Yes
762258,201454,2865.0,Yes
752887,201564,563.0,Yes
762308,201454,1140.0,Yes
762606,201454,940.0,Yes
747739,201674,1583.0,Yes
763778,201454,1390.0,No
763789,201454,2865.0,Yes
763152,201564,2888.0,No
763472,201564,2888.0,No
749631,201674,2033.0,Yes
764099,201454,1140.0,Yes
764176,201454,2140.0,Yes
764175,201344,2698.0,Yes
763841,201678,2283.0,Yes
764610,201344,2823.0,Yes
764013,201454,2865.0,No
763855,201344,1148.0,No
764138,201454,2865.0,No
763810,201454,1540.0,Yes
763829,201454,2865.0,Yes
763876,201344,2698.0,Yes
764179,201454,2190.0,Yes
764943,201454,2140.0,Yes
765089,201674,2908.0,No
764622,201348,2823.0,No
764975,201344,2823.0,Yes
764881,201454,2865.0,Yes
765044,201564,2888.0,No
765060,201564,2888.0,No
765063,201454,1540.0,Yes
765209,201344,798.0,Yes
764771,201454,2865.0,Yes
764935,201348,2798.0,Yes
764744,201458,2865.0,No
764746,201674,2908.0,Yes
766005,201454,2865.0,Yes
766046,201454,301.0,Yes
765866,201454,2840.0,Yes
766196,201454,2865.0,Yes
765641,201454,2865.0,No
766176,201564,2888.0,Yes
765506,201348,2823.0,Yes
766309,201454,1840.0,No
765531,201454,2840.0,No
765548,201674,2908.0,Yes
765555,201784,2960.0,No
765573,201674,2908.0,No
765825,201564,1563.0,Yes
766569,201564,2363.0,Yes
766458,201454,2865.0,Yes
766469,201454,490.0,Yes
766331,201454,1640.0,No
766538,202234,3448.0,No
766706,201454,1890.0,Yes
766721,201454,2865.0,No
766801,201454,2540.0,Yes
767055,201454,2865.0,Yes
767054,201454,390.0,Yes
767056,201454,2865.0,Yes
766653,201454,440.0,Yes
766680,201454,2865.0,No
767228,201784,835.0,Yes
767662,201348,2198.0,No
767773,201454,2090.0,Yes
767322,201454,1040.0,Yes
767639,201454,2865.0,No
767687,201454,790.0,Yes
767577,201454,440.0,No
768213,201564,2888.0,No
768540,201454,1740.0,Yes
768323,201454,2490.0,No
768586,201454,2340.0,Yes
768468,201348,1648.0,Yes
768635,201454,2865.0,Yes
768422,201674,2908.0,No
768510,201564,2888.0,Yes
768594,201454,1990.0,Yes
769468,201458,2865.0,Yes
768930,201454,1890.0,Yes
769234,201454,2090.0,Yes
769627,201454,2865.0,Yes
768926,201784,2085.0,Yes
769355,201454,2290.0,Yes
768817,201454,2865.0,No
769117,201564,1563.0,Yes
769488,201564,863.0,No
769123,201458,1890.0,Yes
769018,201454,1040.0,Yes
754309,201454,2865.0,No
770313,201564,1963.0,No
769766,201454,2540.0,Yes
769949,201454,1590.0,Yes
770358,201348,2822.0,Yes
770247,201454,2865.0,No
770248,201458,2865.0,No
770379,201454,1240.0,Yes
769919,201454,2865.0,No
770609,201348,948.0,Yes
770861,201454,1240.0,Yes
770868,201348,2822.0,Yes
771403,201454,2240.0,No
770751,201564,2888.0,Yes
770799,201898,3022.0,No
771111,201454,1140.0,No
770721,201454,2865.0,No
771648,201454,2865.0,Yes
771939,201454,301.0,Yes
772216,201784,335.0,Yes
772223,201454,490.0,Yes
771862,201454,2390.0,No
771697,201454,332.89,No
771698,201348,1148.0,Yes
771706,201454,1640.0,Yes
772034,201674,2501.0,Yes
772156,201454,2040.0,Yes
772198,201454,2240.0,No
772211,201784,2960.0,Yes
772879,201564,1713.0,Yes
772994,201454,2865.0,Yes
772997,201454,740.0,Yes
772348,201454,1740.0,No
772551,201564,2513.0,Yes
772597,201674,2908.0,No
772314,201564,363.0,No
773117,201454,2865.0,Yes
773510,201454,2865.0,Yes
773057,201454,2865.0,Yes
774571,201454,440.0,Yes
774588,201454,2140.0,Yes
773988,201454,715.0,Yes
774108,201564,2888.0,Yes
774110,201458,1640.0,Yes
774129,201454,2865.0,Yes
774199,201454,2790.0,Yes
774297,201904,3098.0,Yes
774390,201454,1590.0,Yes
774393,201454,1040.0,No
774409,201454,2865.0,No
774106,201458,2040.0,Yes
774147,201454,2865.0,Yes
774437,201454,2865.0,Yes
774371,201454,1190.0,No
774446,201454,2865.0,Yes
774464,201454,640.0,Yes
774223,201454,2290.0,Yes
774505,201454,2865.0,Yes
774729,201564,2888.0,Yes
775031,201454,2865.0,Yes
775191,201454,2865.0,No
774836,201454,1890.0,Yes
775462,201454,2590.0,Yes
775436,201348,1448.0,Yes
775439,201454,2865.0,Yes
775442,201454,990.0,Yes
774940,201454,2865.0,No
775494,201454,2865.0,Yes
775651,201454,2590.0,Yes
776447,201564,763.0,Yes
775666,202344,3698.0,No
775910,201894,1573.0,Yes
775980,201454,790.0,No
775817,201784,1585.0,No
775770,201564,1563.0,Yes
776130,201564,2163.0,Yes
776177,201454,2865.0,Yes
775911,201454,1190.0,Yes
776391,201454,1023.74,No
776108,201454,2590.0,Yes
776339,201458,2865.0,Yes
776438,201454,390.0,No
776795,201454,2840.0,No
777287,201458,1910.0,Yes
777290,201454,1240.0,Yes
777251,201454,1440.0,Yes
777328,201674,1633.0,Yes
777368,201674,1383.0,No
776497,201454,2865.0,No
776776,201454,2865.0,No
776848,201454,2440.0,Yes
777270,201454,2865.0,No
776481,201564,2813.0,Yes
776482,201454,2865.0,No
776485,201454,2840.0,No
776492,201568,2512.0,No
777310,201898,1623.0,No
776573,201458,2740.0,No
777148,201454,2790.0,Yes
776672,201454,1940.0,Yes
776875,201454,390.0,Yes
776986,201454,2865.0,Yes
776992,201454,2865.0,No
776472,201454,2865.0,Yes
777054,201454,2090.0,Yes
777098,201454,0.0,No
776709,201454,2865.0,No
776963,201348,2823.0,No
776964,201454,1490.0,No
777161,201564,2888.0,Yes
776574,201454,990.0,No
777106,201454,2840.0,No
777243,201454,690.0,Yes
777793,201454,2865.0,Yes
777841,201454,2865.0,Yes
778013,201454,1840.0,Yes
778085,201454,1244.7,No
778096,201458,2190.0,Yes
778008,201454,2865.0,Yes
778119,201454,2840.0,No
778132,201454,2240.0,Yes
778133,201454,840.0,Yes
777828,201674,2908.0,Yes
778031,201454,2865.0,No
777710,201454,2865.0,No
777932,201454,2865.0,No
778044,201454,1440.0,No
777867,201454,301.0,Yes
778913,201454,2440.0,Yes
778445,201454,2840.0,Yes
778470,201674,2683.0,Yes
778675,201454,1140.0,No
778877,201454,1690.0,No
778337,201454,2865.0,Yes
778914,201454,2865.0,Yes
778180,201564,863.0,Yes
778187,201564,2888.0,No
778252,201458,1890.0,Yes
776721,201564,2163.0,Yes
778778,201454,2840.0,Yes
778706,201674,2908.0,Yes
778917,201454,2865.0,Yes
778918,201454,2840.0,Yes
778919,201454,2865.0,No
778727,201564,2863.0,Yes
778760,201454,2865.0,Yes
778200,201454,1490.0,No
778197,201454,740.0,No
778589,201454,2865.0,Yes
779408,201674,1633.0,No
779427,201894,1873.0,Yes
779844,201564,2888.0,No
779265,201454,1540.0,No
779126,201564,913.0,Yes
779766,201674,1733.0,Yes
779187,201454,2865.0,Yes
779188,201454,2865.0,No
779190,201454,340.0,No
779192,201454,2090.0,Yes
779450,201454,2865.0,Yes
779451,201454,2865.0,Yes
779773,201454,2865.0,Yes
779097,201454,1390.0,No
779118,201564,1313.0,No
779144,201458,2865.0,No
780269,201564,2863.0,No
780426,201674,2908.0,Yes
780242,201898,3048.0,Yes
780073,201564,2888.0,Yes
780760,201564,2763.0,Yes
780894,201674,2908.0,No
781345,201564,2888.0,Yes
782181,201454,640.0,No
782182,201454,2865.0,Yes
781713,201674,2483.0,Yes
782264,201564,2888.0,Yes
782953,201674,2908.0,Yes
782381,201564,763.0,Yes
782639,201564,2888.0,Yes
782449,201564,563.0,Yes
782447,201454,2490.0,No
783408,201454,2865.0,Yes
783242,201674,2908.0,Yes
784450,201454,1640.0,Yes
784473,201454,2690.0,Yes
783957,201454,2865.0,Yes
784407,201454,2540.0,Yes
784580,201564,2888.0,Yes
784112,201454,2865.0,Yes
784113,201564,1913.0,Yes
784263,201568,2262.0,No
783760,201564,2613.0,Yes
784291,201454,2090.0,No
784622,201454,2140.0,Yes
785091,201454,2690.0,Yes
785031,201564,2363.0,No
784988,201454,2865.0,Yes
785087,201454,2865.0,Yes
779398,201454,2790.0,No
785669,201454,740.0,Yes
785622,201674,1883.0,No
786268,201674,2783.0,Yes
785662,201454,2865.0,Yes
786296,201894,1623.0,Yes
785498,201458,1940.0,Yes
787942,201564,2263.0,No
788958,201454,2865.0,No
787947,201454,840.0,Yes
789269,201454,1290.0,No
789880,201674,2908.0,Yes
789122,201568,2888.0,Yes
789425,201454,1990.0,No
789146,201454,2865.0,Yes
789446,202124,373.0,Yes
784761,201564,763.0,Yes
789225,201454,2865.0,No
789286,201674,2908.0,No
790026,201454,2865.0,No
790068,201454,2865.0,No
790682,201454,2240.0,Yes
790056,201674,2908.0,No
790580,201564,2888.0,Yes
790668,201564,2663.0,Yes
789990,201674,2908.0,Yes
790013,201454,2590.0,Yes
790211,201454,2865.0,Yes
790578,201454,2865.0,Yes
790038,201454,1540.0,Yes
790742,201564,513.0,Yes
791417,201454,2865.0,Yes
791498,201564,2888.0,Yes
790862,201454,2740.0,Yes
793286,201564,2888.0,Yes
794255,201454,2865.0,Yes
794316,202014,1598.0,No
793819,201564,2888.0,Yes
793566,201674,2833.0,No
793923,201564,2888.0,Yes
793579,201454,2290.0,Yes
794517,201894,2673.0,Yes
778149,201564,2113.0,Yes
766787,201454,2865.0,Yes
774546,201894,1273.0,Yes
722364,201234,2775.0,No
729051,201234,2775.0,No
730893,201234,2600.0,Yes
794379,201564,513.0,No
794380,201454,1640.0,Yes
794506,201568,2888.0,Yes
794557,201458,1590.0,Yes
795116,201894,1773.0,Yes
795342,201564,2888.0,Yes
795422,201564,513.0,No
794884,201784,2960.0,Yes
794789,201674,2908.0,No
794794,201564,1063.0,Yes
794376,201564,2888.0,No
795043,201564,2888.0,Yes
794944,201564,963.0,Yes
795364,201454,940.0,Yes
796458,201564,913.0,Yes
796393,202014,3173.0,No
796976,201564,1113.0,Yes
797948,201564,2888.0,Yes
797730,201674,2908.0,No
795099,201564,2413.0,Yes
797857,201564,513.0,Yes
797830,201564,2213.0,No
799226,201564,2888.0,No
798930,201564,2863.0,Yes
799743,201564,2863.0,No
799953,201784,2335.0,No
800015,201564,2888.0,Yes
800036,201674,2908.0,Yes
800216,201564,1263.0,Yes
799795,201564,2863.0,No
799806,201564,2888.0,Yes
799906,201564,1063.0,No
799689,201564,2888.0,No
800867,201564,2763.0,Yes
794857,201564,2888.0,No
800908,201784,2035.0,Yes
800936,201564,2888.0,No
800963,201784,1835.0,Yes
800865,201678,2908.0,Yes
800471,201674,2908.0,Yes
800514,201904,1273.0,Yes
800724,201568,2888.0,No
748178,201674,1983.0,Yes
800281,201564,2888.0,Yes
800610,201564,2663.0,Yes
800818,201564,1013.0,Yes
795308,201564,413.0,Yes
800703,201564,1813.0,Yes
800839,201564,2888.0,Yes
800840,201564,2888.0,Yes
800735,201784,2035.0,Yes
801168,201564,1813.0,Yes
801180,201564,2888.0,Yes
801415,201564,2888.0,No
801419,201784,2960.0,Yes
801570,201678,2908.0,No
801094,201564,2888.0,Yes
802534,201564,2163.0,No
801928,201564,2888.0,Yes
803200,201564,1213.0,Yes
803213,201674,2433.0,Yes
802795,201458,2865.0,Yes
802863,201564,2863.0,Yes
802807,201568,1444.0,Yes
802616,201564,2888.0,Yes
802723,201564,1513.0,Yes
800996,201564,1463.0,Yes
803108,201564,2888.0,Yes
803141,201564,1463.0,No
800877,201674,2908.0,No
803189,201564,2888.0,Yes
795292,201564,1413.0,No
803711,201674,1183.0,Yes
804041,201564,2888.0,Yes
804087,201784,2960.0,Yes
804096,201674,2908.0,Yes
778643,201674,1733.0,No
803851,201568,2463.0,Yes
799915,201458,2865.0,No
803419,201564,1263.0,No
803638,201898,3048.0,Yes
803647,201564,463.0,Yes
804266,201564,513.0,Yes
804339,201458,2865.0,Yes
804364,201564,2888.0,No
804163,201564,2888.0,No
804553,201904,3098.0,No
804102,201784,2960.0,Yes
804627,201674,2908.0,No
804323,201564,2888.0,No
804901,201564,2213.0,Yes
805149,201674,2433.0,No
804017,201564,2888.0,Yes
806545,201564,1413.0,No
810859,201564,2513.0,No
813164,201674,1233.0,No
816388,201674,2908.0,Yes
818217,201674,433.0,Yes
819113,201564,2888.0,Yes
820056,201898,2373.0,Yes
824789,201564,763.0,Yes
828151,201568,1063.0,Yes
829217,201564,1313.0,Yes
733915,201674,2908.0,Yes
835584,201674,2433.0,No
836348,201564,513.0,No
835696,201674,2908.0,No
836778,201674,305.9,No
837978,201674,2908.0,Yes
838559,201674,1633.0,Yes
839727,201894,2973.0,Yes
840808,201564,2413.0,Yes
842699,201564,1213.0,No
844229,201674,1314.42,No
844902,201674,1283.0,Yes
845016,201564,1213.0,No
845745,201674,2908.0,No
846877,201568,1963.0,No
849201,201674,2908.0,No
851217,201898,623.0,Yes
852085,201564,2763.0,No
855894,201564,2013.0,Yes
857582,201674,533.0,No
859837,201674,2883.0,Yes
863812,201564,2163.0,No
864902,201564,2888.0,Yes
865548,201564,2313.0,Yes
866426,201784,1185.0,Yes
868371,201674,1883.0,Yes
868372,201564,2663.0,Yes
872554,201564,2888.0,Yes
873383,201674,1283.0,No
876451,201784,2960.0,No
876810,201784,335.0,Yes
883978,201674,2083.0,Yes
885041,201674,2908.0,Yes
887024,201564,2888.0,Yes
887153,201564,2888.0,No
886783,201564,313.0,Yes
888417,201564,2563.0,Yes
889296,201564,2888.0,Yes
891435,201568,1013.0,No
899291,201564,1113.0,Yes
899301,201564,2063.0,Yes
899463,201564,1413.0,Yes
899429,201564,2888.0,Yes
899497,201564,2314.03,No
899513,201564,2513.0,No
899522,201564,2888.0,No
775228,202344,2323.0,No
899538,201564,2888.0,No
899540,201564,1163.0,No
801178,201564,2888.0,Yes
899602,201568,2663.0,Yes
774288,201564,2888.0,Yes
899626,201784,2960.0,Yes
899628,201564,1413.0,Yes
899634,201564,1613.0,Yes
899654,201564,2413.0,Yes
899453,201564,2563.0,Yes
900098,201674,2908.0,Yes
899917,201784,2185.0,Yes
899835,201784,2960.0,No
900323,201674,1483.0,Yes
899871,201564,2888.0,Yes
899918,201564,2888.0,Yes
899886,201564,2888.0,Yes
900813,201904,2773.0,Yes
900833,201564,2763.0,Yes
900934,201564,2888.0,No
900938,201564,2313.0,Yes
900951,201564,2888.0,Yes
901136,201564,1163.0,Yes
902020,201564,1563.0,Yes
901426,201564,463.0,Yes
901428,201458,1640.0,Yes
901743,201674,1583.0,Yes
901559,201674,2908.0,No
902139,201564,2888.0,Yes
902141,201564,2888.0,Yes
902713,201564,2888.0,No
902167,201674,2908.0,Yes
903177,201784,2735.0,Yes
903496,201568,363.0,Yes
903288,201674,2908.0,No
903294,201564,2888.0,No
775311,201674,1883.0,Yes
903823,201564,2863.0,No
903842,201564,2888.0,No
804245,201564,2663.0,No
903910,201564,1263.0,Yes
795245,201564,2463.0,No
903916,201568,1256.0,Yes
903932,201564,2113.0,No
903946,201564,2888.0,No
903818,201458,2840.0,No
904769,201674,2908.0,No
747594,201674,1883.0,Yes
905596,201564,2888.0,Yes
905597,201564,2888.0,Yes
905158,201568,2888.0,Yes
795185,201564,2888.0,No
905663,201568,1013.0,Yes
905211,201894,3048.0,Yes
905206,201564,2888.0,Yes
905207,201568,0.0,Yes
905208,201458,731.59,No
905210,201564,1263.0,Yes
905438,201564,2888.0,Yes
905812,201674,883.0,Yes
905599,201564,2463.0,Yes
905216,201564,2888.0,No
905769,201568,2888.0,Yes
905845,201564,663.0,Yes
905876,201564,2888.0,Yes
905896,201898,3048.0,Yes
905936,201564,2888.0,Yes
910970,201564,2888.0,Yes
910972,201564,2413.0,Yes
910992,201564,2363.0,Yes
910999,201564,2888.0,No
910958,201564,2888.0,Yes
910672,202234,1173.0,No
913837,201564,2888.0,No
914709,201784,1285.0,No
916942,201564,663.0,Yes
917004,201674,2907.0,Yes
917045,201564,2513.0,No
917023,201564,2888.0,Yes
917024,201568,2888.0,Yes
917076,201564,2863.0,No
794417,201564,2888.0,No
931491,201564,313.0,Yes
932759,201894,2873.0,No
932166,201564,363.0,Yes
932172,201784,390.6,Yes
932383,201784,2960.0,Yes
932415,201564,1063.0,Yes
932419,201564,413.0,Yes
932091,201564,2888.0,Yes
932336,201568,2888.0,Yes
932339,201564,2888.0,Yes
932155,201568,2888.0,Yes
932156,201564,2888.0,No
932120,201784,2960.0,No
932137,201894,3048.0,Yes
933308,201564,1013.0,No
932952,201564,2888.0,No
932797,201894,2823.0,Yes
933158,201564,413.0,No
932996,201674,2883.0,Yes
933031,201564,2888.0,Yes
932780,202014,690.0,No
932585,201564,463.0,Yes
935927,201564,2888.0,No
936628,201564,2888.0,Yes
936629,201568,2888.0,Yes
936593,201564,2888.0,Yes
936663,201564,2888.0,Yes
936845,201674,2908.0,No
936640,201564,2888.0,Yes
936710,201564,2888.0,Yes
751223,201564,2888.0,No
772326,201564,1863.0,Yes
937435,201564,2888.0,Yes
937529,201564,2888.0,No
937273,201564,2888.0,No
937590,201568,1463.0,Yes
937394,201674,1783.0,Yes
938262,201784,2960.0,No
938476,201674,1033.0,Yes
938021,201674,2908.0,No
938118,201784,1035.0,No
938868,201564,2888.0,Yes
938659,201674,783.0,Yes
939123,201678,2908.0,Yes
938685,201674,433.0,Yes
790554,201674,2783.0,Yes
939252,201564,2887.0,Yes
939612,201674,1833.0,No
939342,201904,3098.0,Yes
939507,201564,2163.0,No
939645,201674,2833.0,No
937654,201564,313.0,Yes
939510,201674,2908.0,Yes
940834,201784,335.0,Yes
940416,201678,2908.0,Yes
940884,201674,1083.0,No
941020,201674,2233.0,No
941407,201564,2813.0,Yes
936998,201674,1533.0,No
941889,201674,2908.0,Yes
942178,201674,1333.0,No
942188,201674,1383.0,No
942444,201784,2960.0,Yes
941759,201564,2888.0,No
942200,201674,2233.0,No
942547,201564,313.0,Yes
942583,201564,2888.0,Yes
779223,201564,2163.0,Yes
942571,201678,833.0,Yes
942662,201904,523.0,Yes
942826,201784,2960.0,Yes
942877,201788,2960.0,Yes
943431,202238,1373.0,No
944708,201674,2908.0,Yes
944342,201564,2888.0,No
944270,201568,2888.0,No
945387,201674,1483.0,Yes
945304,201674,2908.0,Yes
945927,201564,2888.0,Yes
945963,201894,2773.0,Yes
945929,201564,1263.0,Yes
937093,201674,2908.0,Yes
945629,201674,2908.0,Yes
945483,201784,2960.0,Yes
946555,201904,873.0,No
946354,201904,3023.0,Yes
952379,201904,3098.0,Yes
952824,201894,723.0,No
954235,201564,2413.0,Yes
954333,201674,2833.0,No
954358,201674,2383.0,No
954366,201674,2908.0,No
951285,201564,1163.0,No
954228,201674,2233.0,Yes
954866,201674,583.0,Yes
956748,201674,2908.0,Yes
956761,201674,1233.0,No
957815,201674,2133.0,Yes
957829,201784,885.0,Yes
960745,201784,685.0,No
962234,202124,2323.0,Yes
965518,201784,2960.0,Yes
965805,201894,1523.0,No
967994,201784,2960.0,Yes
968336,201784,1085.0,Yes
968464,201674,1183.0,Yes
970017,201678,2533.0,No
971131,201674,2908.0,Yes
971885,201784,2960.0,Yes
971988,201784,2960.0,Yes
971458,201674,683.0,No
971546,201784,2935.0,Yes
971577,201674,2908.0,Yes
973711,201674,2908.0,Yes
975449,201674,2133.0,Yes
976478,201674,2908.0,Yes
977881,201784,2960.0,No
978512,201784,2485.0,Yes
978607,201784,2960.0,Yes
981343,201674,1433.0,Yes
981692,201674,2908.0,Yes
983941,201674,2483.0,Yes
985347,201674,2908.0,No
986573,201894,3048.0,No
986726,201674,1583.0,Yes
991754,201784,885.0,Yes
993702,201674,1883.0,Yes
995082,201784,2235.0,Yes
997057,201784,335.0,No
997898,201788,2960.0,No
998723,201784,1635.0,Yes
998313,201674,2908.0,Yes
749621,201678,1682.0,Yes
1001438,201674,2908.0,Yes
1003354,201784,1535.0,Yes
1006129,201674,2908.0,No
1006642,201894,3048.0,Yes
1006902,201784,2960.0,Yes
1006911,201674,2133.0,Yes
1006394,201784,1235.0,Yes
1007655,201674,1583.0,Yes
1009010,201564,2888.0,No
744710,201238,2000.0,Yes
766517,201674,1483.0,Yes
1009364,201784,2960.0,No
1009444,201564,2813.0,No
1009445,201564,2713.0,Yes
942428,201674,583.0,Yes
1009812,201894,2273.0,Yes
1018045,201674,2908.0,Yes
1018264,201564,1412.0,Yes
1018164,201568,1613.0,Yes
1018165,201894,0.0,No
1018219,201784,2960.0,No
1018302,201674,2883.0,Yes
1019032,201674,2908.0,Yes
1018843,201564,2888.0,Yes
1018206,201674,2883.0,Yes
1019443,201674,1983.0,Yes
1019485,201674,2908.0,No
1019701,201904,3098.0,Yes
1019917,201674,2233.0,Yes
1019952,201674,0.0,Yes
1019972,201674,2583.0,Yes
1019973,201784,2960.0,Yes
1019270,201674,2908.0,Yes
1019386,201674,2908.0,No
1020612,201674,933.0,No
1020290,201674,2908.0,Yes
1020694,201568,1925.0,No
1020243,201674,1133.0,Yes
1020914,201784,2960.0,Yes
1020250,201674,2533.0,No
1019822,201674,2908.0,Yes
1021604,201894,3023.0,Yes
1021646,201674,2908.0,No
1021658,201674,2908.0,Yes
1021720,201674,2733.0,Yes
1021691,201674,2333.0,Yes
1021348,201678,2083.0,Yes
1022206,201674,2908.0,Yes
1022435,201568,2888.0,Yes
1022499,201784,2435.0,No
1021986,201784,2960.0,No
1021999,201904,3098.0,Yes
1022062,201674,2908.0,No
1022429,201784,303.0,Yes
1022434,201568,2863.0,No
1022141,201904,3023.0,Yes
954472,201674,2283.0,No
1023305,201674,2908.0,Yes
1023022,201784,1085.0,Yes
1022617,201674,2883.0,Yes
1022760,201674,2908.0,No
1022651,201894,673.0,Yes
1022654,201784,1385.0,Yes
1023244,201674,2908.0,Yes
1023425,201784,785.0,No
1023652,201674,2908.0,Yes
1023374,201784,2835.0,Yes
1033627,201674,2908.0,No
1024728,201674,2908.0,No
1024309,201894,326.0,Yes
1024626,201674,2908.0,Yes
1024638,201904,2873.0,No
1024379,201674,2908.0,No
1024697,201674,2908.0,No
1024703,201674,2908.0,No
1024855,201674,2908.0,No
1024922,201674,1633.0,Yes
1024760,201674,833.0,Yes
1024773,201674,2908.0,No
1027287,201674,533.0,Yes
1027267,201784,2635.0,Yes
1027919,201674,2908.0,No
1030488,201674,1133.0,Yes
1031927,201674,2083.0,Yes
1033484,201894,3048.0,Yes
1033360,201674,2908.0,Yes
1037289,201674,2908.0,No
1041530,201784,435.0,Yes
1041178,201784,2235.0,Yes
1041220,201904,373.0,Yes
1041229,201784,1885.0,Yes
1041623,201784,2960.0,No
1043680,201674,2908.0,No
1043939,201674,1333.0,No
1045943,201674,1083.0,No
1047324,201674,2083.0,Yes
1047552,201674,2283.0,No
1048506,201904,2873.0,No
1050151,201674,2908.0,Yes
1050103,202014,3173.0,No
1050848,201784,2960.0,Yes
1050874,201784,2960.0,Yes
1050732,201674,2683.0,Yes
1051022,201674,2908.0,Yes
1051136,201674,683.0,Yes
1050612,201674,2908.0,Yes
1051180,201674,2908.0,Yes
1051214,201674,2633.0,Yes
1052035,201674,2908.0,Yes
1051415,201674,2833.0,Yes
1051461,201674,1283.0,Yes
1051701,201784,2960.0,Yes
1051854,201674,1783.0,Yes
1051410,201674,2908.0,No
1052011,201674,2583.0,No
1051920,201674,1633.0,Yes
1051335,201674,2908.0,Yes
1051598,201674,2908.0,No
1052105,201674,2908.0,Yes
1052313,201674,2908.0,Yes
1052490,201674,433.0,No
1052769,201674,883.0,Yes
1052771,201674,1633.0,No
1052792,201678,2908.0,No
1052841,201678,2883.0,No
1052804,201678,2908.0,Yes
1052818,201784,1485.0,Yes
1052458,201674,2908.0,Yes
1052554,201674,333.0,Yes
1052754,201674,1883.0,Yes
715818,201674,1783.0,Yes
1053336,201674,2683.0,Yes
1053369,201904,623.0,Yes
1053039,201894,3048.0,Yes
1053235,201894,2473.0,No
1053237,201674,2908.0,Yes
1053375,201784,685.0,Yes
753180,201674,2908.0,No
1052970,201674,2183.0,Yes
1053219,201894,3048.0,Yes
768337,201674,2908.0,Yes
1052846,201674,2908.0,Yes
1053991,201784,2960.0,No
1054012,201784,2960.0,Yes
1054033,201674,2908.0,Yes
1053713,201674,1283.0,Yes
1054319,201674,2908.0,Yes
1054341,201674,1533.0,Yes
1053669,201674,2133.0,Yes
1054695,201784,2960.0,Yes
1054697,201898,3048.0,No
1055120,201674,2908.0,No
1055176,201894,2023.0,Yes
1055069,201784,2960.0,Yes
1055188,201784,2485.0,Yes
1055088,201678,1233.0,Yes
1054493,201674,983.0,Yes
1054863,201674,383.0,No
1060364,201674,2908.0,Yes
1060367,201674,2908.0,Yes
1060414,201674,2908.0,Yes
1060307,201784,2960.0,Yes
1060312,201784,1435.0,No
1060406,201674,2908.0,Yes
1060937,201674,727.0,Yes
1060978,201674,2908.0,No
1060993,201674,2908.0,Yes
1060472,201674,2908.0,No
1060806,201674,2908.0,Yes
1060947,201674,2908.0,No
1061090,201894,2423.0,Yes
1060747,201674,2908.0,Yes
1061159,201678,2908.0,Yes
1060527,201784,1085.0,Yes
1060819,201674,2908.0,No
1060824,201674,727.0,Yes
1060887,201674,2783.0,Yes
1060889,201784,1035.0,Yes
1061259,201674,2383.0,Yes
1061303,201674,2333.0,Yes
1061513,201674,2433.0,Yes
1061517,201674,2908.0,No
1061523,201678,1933.0,Yes
1061690,201674,2908.0,Yes
1061357,201674,2233.0,Yes
1061430,201674,0.0,Yes
1061470,201674,2908.0,No
1061538,201674,2883.0,No
1061550,201674,2908.0,No
1061556,201674,2908.0,Yes
1061563,201674,2908.0,No
1061382,201674,2908.0,Yes
1061705,201674,1983.0,No
1061483,201784,1735.0,Yes
1061849,201674,2908.0,Yes
1061861,201894,3048.0,Yes
1062171,201678,2908.0,Yes
1062819,201784,2535.0,Yes
