UID,TERM,PELL,GRADUATED
677439,201018,2775.0,No
677452,201018,2450.0,Yes
677497,201018,2775.0,Yes
677543,201564,2888.0,Yes
677612,201018,1900.0,Yes
677690,201018,277.0,No
677556,201344,2823.0,Yes
677541,201018,2600.0,Yes
677881,201344,2823.0,No
677930,201018,1550.0,No
677955,201124,2775.0,Yes
678038,201018,2750.0,Yes
677549,201124,500.0,Yes
678243,201124,2775.0,Yes
678248,201018,1350.0,No
678340,201124,1400.0,Yes
678443,201018,2775.0,Yes
678469,201124,1300.0,No
678563,201018,2775.0,No
678630,201018,2775.0,Yes
678633,201454,2290.0,No
678649,201018,2775.0,Yes
678693,201018,2775.0,Yes
678315,201018,1000.0,No
678840,201018,2775.0,Yes
678858,201018,2775.0,No
653381,201124,2775.0,Yes
677565,201018,1250.0,No
679033,201018,2775.0,No
679073,201018,588.0,Yes
679097,201018,2775.0,Yes
679330,201018,2775.0,Yes
677841,201018,2750.0,No
679640,201018,2775.0,Yes
679418,201018,900.0,Yes
679426,201018,1000.0,No
679884,201124,1250.0,Yes
680017,201344,2648.0,Yes
679661,201018,1600.0,Yes
679944,201018,2450.0,Yes
679954,201018,2775.0,Yes
680118,201018,1100.0,No
680245,201124,1000.0,No
680294,201018,1000.0,Yes
680505,201018,2775.0,Yes
680121,201018,2050.0,No
680790,201128,1600.0,Yes
680995,201124,1450.0,No
680720,201018,2775.0,No
681037,201124,1750.0,No
681148,201234,850.0,No
680944,201018,2775.0,No
681193,201018,1600.0,Yes
681209,201124,2500.0,No
681211,201018,2775.0,Yes
680286,201018,650.0,No
680431,201018,2300.0,Yes
681379,201128,1500.0,No
681456,201018,277.0,Yes
681468,201348,1948.0,Yes
681382,201018,2775.0,Yes
681690,201018,2775.0,Yes
681709,201018,2775.0,No
681718,201018,2775.0,Yes
681763,201344,2823.0,Yes
681970,201238,1250.0,Yes
682160,201124,2775.0,No
682218,201124,2082.0,Yes
681458,201348,2823.0,Yes
682333,201124,2300.0,No
681643,201018,2300.0,No
682641,201018,2775.0,No
682738,201124,2775.0,No
682533,201018,2775.0,Yes
682781,201124,2775.0,Yes
682848,201124,500.0,No
682531,201018,2775.0,No
682640,201018,2775.0,Yes
683029,201124,2775.0,No
682766,201018,2775.0,Yes
683309,201234,1400.0,Yes
683471,201018,2775.0,No
683509,201124,2082.0,Yes
683737,201128,950.0,No
683759,201124,750.0,No
683775,201124,2775.0,No
683846,201124,2775.0,Yes
684072,201128,1550.0,Yes
684293,201568,2888.0,Yes
684372,201018,700.0,Yes
684376,201124,2200.0,No
684573,201018,2775.0,Yes
684622,201018,2775.0,Yes
684757,201234,0.0,Yes
684758,201018,2775.0,No
684770,201018,2400.0,Yes
685173,201124,2775.0,Yes
685244,201124,2775.0,No
685247,201018,2775.0,No
685420,201454,1540.0,Yes
685570,201018,1688.0,Yes
685714,201018,2775.0,Yes
685872,201018,2500.0,Yes
686151,201124,1550.0,Yes
686227,201124,2775.0,No
686452,201344,2823.0,Yes
686752,201124,1100.0,Yes
686826,201454,2865.0,Yes
686864,201018,1550.0,No
687186,201128,2775.0,Yes
687551,201124,2400.0,Yes
687556,201124,2775.0,Yes
687781,201124,1650.0,Yes
688007,201344,2823.0,Yes
688506,202344,1723.0,No
688779,201124,2775.0,No
689150,201124,950.0,No
689808,201018,1100.0,Yes
690030,201124,2100.0,No
690542,201124,650.0,No
690587,201124,2200.0,No
691298,201018,2775.0,No
691302,201124,900.0,Yes
691658,201124,550.0,No
691662,201018,2700.0,Yes
691763,201018,1650.0,Yes
691768,201124,2050.0,Yes
691806,201124,2775.0,Yes
691849,201124,2775.0,Yes
691880,201124,2775.0,No
691885,201124,2775.0,Yes
691924,201018,2775.0,Yes
691939,201344,2823.0,Yes
692072,201018,588.0,Yes
692080,201018,2775.0,Yes
692158,201344,2823.0,No
692208,201344,2798.0,Yes
692280,201018,2775.0,No
692360,201788,535.0,Yes
692363,201124,1700.0,No
692374,201128,2775.0,No
692397,201018,2775.0,Yes
692423,201018,2775.0,Yes
692491,201234,2550.0,Yes
692494,201018,2600.0,Yes
692670,201124,2750.0,Yes
692672,201018,2775.0,Yes
692840,201124,1300.0,Yes
692874,201234,1600.0,No
692910,201018,2600.0,No
692968,201018,800.0,Yes
693074,201124,2750.0,Yes
693078,201124,2775.0,Yes
693135,201124,850.0,Yes
692418,201124,1850.0,Yes
693153,201018,1700.0,Yes
693176,201018,2775.0,Yes
693187,201124,2775.0,No
693305,201018,2300.0,No
693308,201018,2775.0,Yes
693370,201348,2823.0,Yes
693915,201128,1150.0,No
693952,201124,2775.0,Yes
693971,201128,1300.0,Yes
694019,201018,2775.0,Yes
694093,201018,400.0,Yes
694235,201018,2775.0,Yes
694268,201128,500.0,Yes
694285,201124,750.0,No
694289,201124,2450.0,Yes
694290,201458,1433.0,No
694486,201234,1200.0,Yes
694585,201124,1600.0,Yes
694606,201234,2775.0,Yes
694636,201124,2775.0,No
694678,201124,2775.0,Yes
694719,201018,2775.0,Yes
694815,201124,2450.0,Yes
695049,201018,2775.0,No
695135,201234,650.0,Yes
695227,201234,1950.0,Yes
695445,201018,1450.0,Yes
695458,201234,2775.0,Yes
695726,201234,2775.0,Yes
695769,201234,2200.0,Yes
695786,201784,585.0,Yes
695799,201128,2600.0,Yes
695845,201234,2150.0,Yes
695854,201234,2750.0,Yes
695920,201128,2775.0,Yes
696060,201234,2200.0,Yes
696124,201124,2082.0,Yes
696191,201124,0.0,Yes
696247,201124,2775.0,No
696269,201124,278.0,Yes
696297,201124,1150.0,Yes
696307,201124,1800.0,No
696322,201344,2748.0,Yes
696338,201124,2775.0,No
696405,201128,2400.0,Yes
696458,201124,750.0,Yes
696705,201124,2775.0,No
696712,201124,2775.0,Yes
696746,201124,2775.0,No
696752,201018,2150.0,No
696753,201124,950.0,Yes
696754,201124,1950.0,No
697045,201234,2550.0,No
697146,201124,278.0,No
697271,201124,1750.0,Yes
697305,201124,1500.0,Yes
697411,201124,2775.0,Yes
697527,201018,2050.0,Yes
697586,201128,2050.0,Yes
697763,201124,2775.0,Yes
697790,201124,2100.0,No
697795,201124,2775.0,Yes
697812,201128,2775.0,Yes
697838,201124,900.0,Yes
697856,201124,2250.0,No
697874,201454,2865.0,No
697897,201234,2150.0,Yes
697911,201128,2550.0,Yes
698104,201018,2050.0,Yes
698269,201124,278.0,Yes
698279,201124,2775.0,Yes
698281,201234,2775.0,Yes
698283,201128,2775.0,No
698433,201234,2775.0,No
698455,201124,2775.0,No
698571,201124,1200.0,Yes
698573,201124,2700.0,No
698579,201124,1700.0,No
698626,201124,2775.0,Yes
698663,201018,2775.0,Yes
698714,201234,2775.0,Yes
698937,201344,2798.0,Yes
699013,201124,1650.0,Yes
699101,201124,2775.0,Yes
699190,201344,2498.0,Yes
699193,201124,1150.0,No
699267,201124,2775.0,Yes
699269,201124,900.0,Yes
699273,201124,600.0,No
699308,201234,2775.0,No
699316,201124,2775.0,No
699427,201124,1750.0,Yes
699521,201124,2775.0,No
699538,201124,2775.0,No
699570,201124,2775.0,No
699625,201124,2775.0,No
699627,201128,2775.0,Yes
699630,201124,2700.0,Yes
699737,201124,2050.0,Yes
699789,201124,2775.0,No
699895,201238,2775.0,Yes
699918,201568,2663.0,Yes
699982,201124,2775.0,No
700009,201124,1600.0,No
700118,201124,1800.0,Yes
700134,201124,2700.0,Yes
700277,201124,1850.0,No
700438,201234,600.0,No
700492,201128,2300.0,Yes
700496,201124,2300.0,Yes
700500,201018,1000.0,Yes
700566,201124,2775.0,No
700802,201124,2200.0,Yes
700809,201124,2775.0,No
700829,201124,1150.0,Yes
700937,201234,1000.0,No
700948,201124,350.0,Yes
700980,201454,1340.0,No
700989,201124,1700.0,Yes
701116,201564,1463.0,Yes
701157,201018,2700.0,Yes
701173,201234,2775.0,No
701182,201124,2000.0,No
701269,201124,700.0,Yes
701274,201124,2775.0,No
701341,201128,1388.0,Yes
701423,201124,850.0,Yes
701430,201124,2775.0,No
701477,201124,2775.0,Yes
701522,201454,2865.0,Yes
701523,201128,2775.0,Yes
701577,201124,300.0,No
701581,201124,1850.0,No
701825,201124,278.0,Yes
701870,201234,2775.0,Yes
701987,201124,600.0,Yes
702004,201124,2775.0,Yes
702020,201124,2150.0,Yes
702076,201124,850.0,No
702100,201124,2775.0,Yes
702215,201124,2775.0,Yes
702219,201124,2775.0,Yes
702229,201124,2775.0,No
702234,201128,700.0,Yes
702348,201124,2775.0,Yes
702519,201124,600.0,Yes
702522,201124,2775.0,No
702523,201124,1150.0,No
702559,201124,900.0,No
702630,201124,1550.0,Yes
702637,201124,750.0,No
702651,201124,1650.0,Yes
702653,201124,2775.0,No
702657,201124,0.0,No
702658,201124,2050.0,Yes
702666,201234,2775.0,Yes
702313,201124,1550.0,No
702669,201124,2775.0,Yes
702736,201128,1200.0,Yes
702853,201124,2775.0,Yes
702892,201124,2775.0,Yes
702912,201128,2700.0,No
703006,201124,2750.0,Yes
703008,201124,2200.0,No
703026,201344,448.0,Yes
703084,201124,2775.0,No
703148,201128,277.0,No
703166,201128,1600.0,No
703120,201124,2775.0,No
703178,201124,278.0,Yes
703193,201124,2775.0,No
703196,201124,2775.0,Yes
703274,201124,2775.0,Yes
703292,201124,2775.0,Yes
703358,201124,2775.0,No
703391,201344,2823.0,Yes
703451,201124,2500.0,Yes
703536,201124,2100.0,Yes
703548,201124,2150.0,No
703561,201124,2775.0,No
703631,201234,2775.0,Yes
703649,201124,2775.0,No
703675,201124,2775.0,Yes
703679,201124,2775.0,No
703681,201124,2500.0,Yes
703683,201124,2775.0,No
703687,201124,2775.0,Yes
703690,201124,2350.0,Yes
703767,201124,2775.0,Yes
703812,201124,2775.0,Yes
703967,201128,1500.0,Yes
703997,201124,2775.0,No
704057,201234,2775.0,Yes
704058,201124,2350.0,Yes
704140,201124,850.0,Yes
704192,201124,2775.0,No
704204,201128,2775.0,Yes
704272,201124,550.0,No
704344,201234,2200.0,No
704404,201454,1240.0,Yes
704479,201234,2050.0,Yes
704525,201454,990.0,Yes
704653,201344,2823.0,No
704657,201674,2908.0,Yes
705105,201234,2350.0,Yes
705261,201234,2775.0,Yes
705293,201344,1848.0,No
706112,201234,950.0,Yes
706121,201238,2775.0,No
706182,201234,2200.0,No
706326,201234,1000.0,Yes
706562,201344,2823.0,No
706777,201124,2775.0,No
706886,201454,1340.0,Yes
706970,201124,2750.0,Yes
707050,201348,2697.0,Yes
707079,201124,2775.0,No
707084,201128,2500.0,No
707095,201128,2775.0,Yes
707414,201234,2775.0,No
707620,201234,2775.0,Yes
707622,201124,2775.0,No
707711,201124,1250.0,Yes
707764,201234,2775.0,No
707898,201344,1448.0,No
707943,201124,2775.0,No
708123,201124,2775.0,Yes
708242,201454,2790.0,Yes
708363,201124,2775.0,No
708414,201124,600.0,Yes
708441,201124,1350.0,No
708451,201234,2775.0,No
708533,201344,2823.0,Yes
708559,201124,2775.0,No
708565,201238,1550.0,No
708591,201674,2908.0,Yes
708618,201124,2775.0,No
708625,201124,700.0,Yes
709542,201234,2775.0,No
709553,201234,2775.0,No
709911,201344,1948.0,Yes
710033,201234,550.0,No
710073,201234,1950.0,Yes
710730,201234,550.0,Yes
710927,201234,600.0,Yes
711126,201124,2775.0,No
711187,201124,1350.0,Yes
711195,201344,2823.0,Yes
711214,201234,2450.0,Yes
711362,201234,750.0,Yes
711413,201234,2100.0,No
711486,201124,1800.0,Yes
711516,201238,2775.0,Yes
711871,201674,1633.0,No
711877,201124,1000.0,Yes
712063,201234,2775.0,No
712113,201234,1150.0,Yes
712120,201234,850.0,Yes
712197,201344,2823.0,Yes
712339,201454,2865.0,No
712381,201124,2775.0,No
712448,201124,2750.0,No
712557,201124,2775.0,No
712937,201568,2888.0,Yes
712948,201344,2823.0,No
713230,201124,2200.0,No
713749,201124,2775.0,Yes
707635,201564,2888.0,No
713859,201564,2888.0,Yes
714126,201124,2775.0,Yes
714173,201238,1388.0,Yes
714189,201454,1190.0,Yes
714194,201564,1063.0,No
714211,201124,1450.0,Yes
714223,201238,1750.0,Yes
714293,201564,2888.0,No
714377,201238,1750.0,Yes
714405,201234,2775.0,Yes
714437,201234,2200.0,Yes
714450,201348,548.0,Yes
714456,201234,2350.0,Yes
714465,201128,2775.0,No
714836,201674,1133.0,Yes
714850,201234,1550.0,Yes
715163,201128,2775.0,No
715212,201124,2775.0,Yes
715224,201344,548.0,Yes
715300,201344,2823.0,Yes
715361,201124,2775.0,Yes
715371,201234,2750.0,Yes
715379,201238,2775.0,Yes
715436,201454,440.0,Yes
715749,201454,1040.0,Yes
715796,201674,2433.0,Yes
715984,201344,2823.0,No
715986,201348,2823.0,Yes
715992,201454,2865.0,No
716092,201894,3048.0,Yes
716101,201344,2823.0,No
716152,202124,0.0,No
716191,201124,2775.0,No
716220,201238,2750.0,Yes
716229,201234,950.0,Yes
716290,201234,2775.0,No
716425,201568,0.0,Yes
716539,201234,2775.0,Yes
716573,201234,900.0,No
716630,201234,1800.0,No
716658,201894,3048.0,Yes
716686,201124,1450.0,Yes
716729,201124,2775.0,Yes
716914,201128,2775.0,No
717041,201128,2167.0,Yes
717054,201234,1100.0,Yes
717070,201238,2350.0,Yes
717231,201344,1248.0,No
717503,201344,2648.0,Yes
719124,201234,2775.0,Yes
717840,201234,450.0,No
717960,201234,2700.0,No
718054,201128,450.0,Yes
718118,201238,1388.0,Yes
718204,201128,2775.0,No
718353,201234,2775.0,Yes
718359,201234,2750.0,Yes
718400,201128,2775.0,No
718485,201234,2775.0,Yes
718503,201238,1450.0,Yes
718678,201128,2350.0,Yes
718786,201128,2775.0,No
718854,201344,2823.0,Yes
723220,201234,2750.0,Yes
719032,201568,2813.0,No
719044,201234,2750.0,Yes
719065,201128,1350.0,Yes
719106,201234,800.0,Yes
719136,201344,2823.0,No
719339,201344,2823.0,Yes
719347,201344,1148.0,Yes
719425,201234,2775.0,No
719793,201234,2775.0,Yes
719820,201234,2775.0,Yes
719840,201234,2775.0,No
719841,201234,2775.0,No
719854,201238,1900.0,Yes
719865,201128,1388.0,Yes
720209,201128,1500.0,Yes
720211,201128,2775.0,Yes
720212,201234,2775.0,No
720227,201234,2775.0,Yes
720234,201234,2775.0,Yes
720305,201234,2750.0,No
720396,201128,2775.0,Yes
720397,201234,1388.0,No
720435,201344,2648.0,Yes
720568,201344,1648.0,Yes
720591,201128,2775.0,Yes
720592,201234,1700.0,No
720652,201234,1950.0,No
720658,201234,2775.0,Yes
720738,201234,2775.0,No
720782,201234,850.0,Yes
720884,201234,2250.0,No
720920,201234,2775.0,Yes
720991,201234,2775.0,Yes
721062,201234,2775.0,Yes
721104,201128,2750.0,Yes
721124,201234,700.0,Yes
721227,201344,2823.0,Yes
721360,201344,2798.0,Yes
721391,201234,750.0,Yes
721525,201344,1448.0,Yes
721526,201238,2775.0,Yes
721626,201234,750.0,Yes
721821,201344,2823.0,No
721823,201344,1498.0,Yes
721927,201344,2298.0,Yes
722015,201348,2822.0,Yes
722075,201238,2775.0,Yes
722086,202014,3173.0,No
722184,201234,2775.0,Yes
722265,201234,1600.0,No
722293,201348,347.0,Yes
722322,201238,1250.0,No
722361,201234,450.0,Yes
722366,201344,548.0,Yes
722502,201344,2823.0,Yes
722569,201234,1100.0,Yes
722624,201234,2775.0,Yes
722636,201234,1200.0,Yes
722637,201128,1850.0,Yes
722638,201234,2775.0,No
722680,201234,2775.0,Yes
722684,201454,2865.0,Yes
722796,201674,2908.0,No
722832,201344,1898.0,Yes
722834,201344,1898.0,Yes
722894,201234,1950.0,Yes
722899,201234,2775.0,Yes
722904,201234,2750.0,Yes
722957,201234,2250.0,Yes
722979,201234,700.0,Yes
722982,201238,2750.0,No
722998,201234,2775.0,No
723101,201234,2775.0,Yes
723141,201344,2698.0,Yes
723194,201234,2775.0,No
723227,201234,2775.0,No
723241,201234,2775.0,Yes
723300,201348,302.0,Yes
723445,201234,2400.0,No
723460,201234,2100.0,No
723508,201234,2775.0,Yes
723522,201344,1498.0,Yes
723729,201238,2775.0,No
723739,201674,1583.0,Yes
723813,201234,1600.0,No
724005,201234,1350.0,Yes
724139,201234,950.0,Yes
724242,201344,1048.0,Yes
724249,201234,2775.0,No
724270,201344,2698.0,No
724279,201344,1848.0,No
724323,201234,2775.0,No
724413,201234,2775.0,Yes
724628,201234,2775.0,Yes
724677,201234,1571.59,No
724700,201234,2200.0,No
724727,201234,2775.0,No
724764,202124,3247.0,Yes
724808,201234,2750.0,No
724873,201344,2823.0,No
724888,201234,2775.0,No
724891,201238,1150.0,No
725175,201568,2888.0,Yes
725178,201234,2775.0,Yes
725202,201234,1800.0,Yes
725382,201234,2775.0,Yes
725405,201234,2775.0,Yes
725511,201344,1898.0,No
725554,201344,2598.0,No
725723,201344,2823.0,Yes
725833,201674,1933.0,Yes
724175,201234,1800.0,Yes
725829,201234,2775.0,No
725959,201344,2298.0,Yes
726026,201128,1976.0,Yes
726037,201234,2750.0,No
725831,201234,2600.0,Yes
726251,201128,2775.0,No
726287,201234,2775.0,Yes
726335,201238,1850.0,Yes
726347,201234,2775.0,No
726353,201234,350.0,No
726475,201234,2350.0,Yes
726488,201238,1050.0,No
726504,201234,2550.0,Yes
726756,201234,2650.0,Yes
726817,201128,2250.0,No
726819,201234,2775.0,Yes
726923,201238,750.0,No
726930,201238,1350.0,Yes
726932,201454,2865.0,Yes
727196,201234,2000.0,No
727208,201234,1850.0,Yes
727396,201348,2198.0,Yes
727412,201234,1700.0,Yes
727424,201238,1388.0,Yes
727440,201234,2750.0,Yes
727451,201234,2775.0,Yes
727470,201344,636.0,Yes
727543,201454,2865.0,No
727569,201234,2775.0,No
727654,201674,2908.0,Yes
729144,201238,2775.0,Yes
728069,201234,2600.0,Yes
728157,201234,2150.0,Yes
728347,201234,2775.0,Yes
728019,201238,1388.0,Yes
728020,201238,2775.0,No
728023,201234,1900.0,Yes
727707,201234,2150.0,No
728245,201234,2750.0,No
727767,201238,2775.0,Yes
727824,201348,497.0,No
728708,201234,1150.0,No
728709,201234,2775.0,No
728559,201234,2050.0,Yes
728939,201234,2050.0,Yes
728941,201234,2250.0,Yes
728435,201454,490.0,Yes
728562,201234,350.0,Yes
728971,201238,2775.0,Yes
728972,201234,1950.0,Yes
728973,201234,600.0,No
728983,201234,2775.0,No
728994,201234,1450.0,Yes
729027,201234,850.0,Yes
729054,201234,950.0,Yes
729114,201454,2790.0,No
729130,201234,850.0,Yes
729199,201234,2775.0,Yes
728397,201234,2650.0,No
728400,201128,2775.0,No
728404,201234,1850.0,Yes
728439,201234,1950.0,No
728480,201344,1748.0,Yes
728509,201454,2865.0,Yes
728419,201234,2775.0,No
728430,201234,2050.0,Yes
728594,201238,2775.0,Yes
728601,201234,550.0,Yes
729352,201234,1450.0,No
729367,201234,2775.0,No
729377,201238,2775.0,Yes
729378,201238,2775.0,Yes
729317,201234,2050.0,No
729808,201238,2775.0,No
729864,201454,440.0,No
729892,201234,2775.0,Yes
729711,201238,0.0,No
729730,201234,2775.0,No
729941,201234,2200.0,No
729962,201234,1350.0,No
729963,201234,700.0,No
729438,201238,2775.0,Yes
729973,201234,2775.0,No
729774,201234,2775.0,No
729841,201344,1898.0,Yes
729907,201344,2823.0,No
729921,201564,2888.0,Yes
730569,201234,2400.0,No
730964,201454,2865.0,Yes
730407,201344,2823.0,Yes
730485,201238,2775.0,Yes
730761,201234,2775.0,Yes
730796,201234,1000.0,Yes
730801,201784,2385.0,Yes
731716,201344,2823.0,No
731737,201344,1748.0,Yes
731413,201234,2775.0,No
731003,201894,3048.0,Yes
731066,201454,2540.0,Yes
731201,201344,2823.0,Yes
731237,201344,2448.0,Yes
731274,201564,1763.0,Yes
731418,201234,2750.0,Yes
731420,201234,2775.0,No
731421,201234,950.0,No
731556,201234,2775.0,Yes
731604,201344,2598.0,Yes
731944,201344,2823.0,Yes
731829,201234,2775.0,Yes
732108,201234,2650.0,Yes
732164,201348,2647.0,Yes
732165,201234,2775.0,Yes
732259,201234,2775.0,Yes
732018,201344,2823.0,Yes
732261,201238,2050.0,Yes
732374,201564,2888.0,Yes
732268,201234,2775.0,Yes
732438,201234,2775.0,No
732036,201234,2775.0,Yes
732041,201234,2775.0,Yes
732509,201234,2775.0,Yes
732684,201344,1648.0,Yes
732875,201568,2888.0,Yes
733010,201344,748.0,Yes
733019,201454,2865.0,Yes
733020,201234,2775.0,Yes
732907,201234,2200.0,No
732758,201234,2775.0,No
732998,201674,2908.0,No
733917,201234,2775.0,Yes
733922,201568,2888.0,Yes
733946,201344,2823.0,Yes
734025,201454,2640.0,Yes
734071,201454,2865.0,Yes
734210,201564,2888.0,Yes
733973,201454,2865.0,Yes
733991,201564,2888.0,Yes
734099,201344,1389.0,No
733826,201348,2822.0,Yes
734417,201454,2865.0,Yes
734955,201234,2100.0,Yes
735659,201344,1598.0,No
735152,201234,2775.0,No
736495,201788,2960.0,Yes
736512,201234,1700.0,No
736484,201234,1100.0,No
736170,201344,2823.0,Yes
737164,201234,2750.0,Yes
736773,201234,1900.0,No
736699,201454,2140.0,Yes
736743,201234,1950.0,No
736978,201344,1748.0,No
737856,201894,1723.0,Yes
737567,201344,2823.0,Yes
737709,201234,1350.0,Yes
738055,201234,2775.0,Yes
738185,201234,2700.0,Yes
737459,201344,303.0,Yes
737205,201234,2450.0,Yes
737806,201564,2888.0,Yes
737643,201564,2888.0,Yes
737555,201894,2273.0,Yes
737557,202014,2748.0,No
737798,201344,1798.0,Yes
737799,201234,2775.0,Yes
737800,201234,550.0,No
737452,201344,2598.0,No
737900,201234,2775.0,Yes
737949,201234,1700.0,No
738714,201234,1900.0,Yes
738738,201454,2840.0,No
738511,201238,2775.0,Yes
738430,201344,2823.0,Yes
738521,201238,1450.0,Yes
714257,201234,2775.0,No
738386,201234,2775.0,No
738263,201348,1248.0,Yes
738706,201348,1097.0,Yes
739413,201344,498.0,No
739426,201344,2398.0,Yes
739431,201344,698.0,No
739312,201344,2823.0,No
739474,201344,2798.0,Yes
739495,201344,2823.0,Yes
739588,201238,2650.0,No
739754,201348,1847.0,Yes
740041,201348,1048.0,Yes
740121,201234,2775.0,No
739872,201238,2775.0,Yes
740000,201344,2823.0,Yes
739988,201344,1398.0,Yes
740371,201238,1950.0,Yes
739972,201344,948.0,Yes
740551,201344,548.0,Yes
740559,201344,2823.0,Yes
739875,201344,2798.0,Yes
739960,201344,1898.0,No
740321,201344,2823.0,No
740348,201454,2865.0,No
740565,201344,2098.0,Yes
741015,201344,448.0,No
740716,201238,2775.0,Yes
741186,201238,500.0,Yes
741229,201348,2823.0,Yes
740847,201344,1198.0,Yes
741041,201344,2823.0,Yes
740672,201234,2775.0,No
740779,201238,2700.0,No
741098,201344,2748.0,Yes
740874,201564,2863.0,Yes
741558,201454,2865.0,Yes
741651,201344,2823.0,No
741657,201344,798.0,Yes
741880,201344,2198.0,No
741662,201348,2822.0,Yes
742067,201344,1398.0,Yes
742075,201344,2823.0,Yes
742076,201344,1698.0,Yes
741743,201344,2823.0,Yes
741556,201344,1647.0,No
741697,201784,1685.0,Yes
741863,201344,2823.0,No
742119,201238,2775.0,Yes
741643,201344,1548.0,Yes
741684,201348,2823.0,Yes
742017,201564,1913.0,Yes
743062,201344,2823.0,Yes
742363,201344,2823.0,Yes
742384,201344,2823.0,Yes
743032,201344,2823.0,No
743080,201348,2398.0,No
743085,201344,1848.0,No
742361,201344,2823.0,Yes
742439,201344,2598.0,Yes
742747,201238,1615.6,No
742846,201238,2775.0,Yes
742521,201454,2190.0,Yes
742880,201454,2740.0,Yes
743532,201344,2448.0,Yes
743757,201238,2775.0,No
743844,201344,2823.0,Yes
743721,201454,940.0,No
743928,201344,1848.0,Yes
743455,201238,2321.97,No
743859,201344,2823.0,Yes
743657,201454,1090.0,Yes
743811,201344,2823.0,Yes
743537,201454,2865.0,Yes
743273,201344,1548.0,No
743583,201344,1248.0,No
743740,201344,2823.0,Yes
743827,201344,1998.0,Yes
743837,201344,2198.0,Yes
743580,201344,2823.0,Yes
743137,201454,2040.0,No
744001,201344,1098.0,Yes
744542,201454,2865.0,Yes
744646,201454,2090.0,Yes
744665,201238,2775.0,Yes
744325,201344,2823.0,Yes
744326,201344,2823.0,No
744738,201238,850.0,Yes
744775,201674,1983.0,Yes
744818,201344,1448.0,No
743936,201344,1948.0,Yes
744069,201344,2823.0,Yes
744105,201344,2823.0,Yes
744149,201344,598.0,Yes
744180,201344,2798.0,No
744301,201344,2048.0,Yes
745567,201344,2598.0,No
745578,201344,1048.0,Yes
744874,201344,2823.0,Yes
744940,201564,2888.0,No
744979,201674,983.0,Yes
745045,201344,1798.0,Yes
745218,201344,2823.0,Yes
745420,201344,2823.0,No
745600,201344,2823.0,No
745620,201344,1098.0,No
745361,201344,998.0,No
745630,201344,748.0,No
744989,201454,2865.0,No
745191,201454,2790.0,Yes
745516,201344,348.0,No
745528,201344,2823.0,Yes
745529,201344,1412.0,No
745540,201344,2823.0,Yes
745543,201344,2823.0,No
745895,201564,2888.0,Yes
746199,201344,2698.0,Yes
745795,201344,2548.0,No
745800,201454,1290.0,Yes
745863,201344,1848.0,Yes
745905,201458,2865.0,Yes
746163,201344,1648.0,Yes
745826,201344,2823.0,Yes
745828,201348,2697.0,Yes
745975,201344,1598.0,Yes
747137,201344,2348.0,Yes
746863,201344,2823.0,No
747036,201458,129.95,No
747118,201564,2513.0,Yes
747221,201344,848.0,Yes
747240,201344,2048.0,Yes
747750,201564,2313.0,No
748056,201564,2888.0,Yes
747326,201238,2550.0,Yes
747331,201238,2082.0,No
747418,201344,2798.0,Yes
747781,201564,1313.0,Yes
747273,201454,2090.0,Yes
747379,201454,2865.0,No
747404,201344,2823.0,No
747536,201344,2823.0,Yes
747601,201344,2348.0,Yes
748444,201344,1348.0,Yes
748447,201344,2823.0,Yes
748542,201454,2590.0,No
748349,201348,2822.0,Yes
748354,201344,2823.0,No
748510,201454,2865.0,Yes
748098,201344,2823.0,No
748099,201344,2823.0,No
748209,201344,848.0,No
748626,201344,2798.0,Yes
748300,201348,897.0,Yes
748574,201344,2823.0,Yes
748584,201344,2823.0,Yes
748874,201238,2775.0,No
748104,201344,2798.0,Yes
748566,201454,720.0,Yes
749949,201344,2823.0,No
749192,201454,1190.0,Yes
749423,201344,2548.0,Yes
749691,201344,948.0,Yes
749698,201454,2865.0,Yes
749805,201344,2823.0,No
689708,201348,2822.0,Yes
750637,201454,2865.0,No
750700,201454,2740.0,No
750712,201454,2865.0,No
750643,201454,301.0,Yes
748656,201344,2298.0,Yes
751553,201348,2822.0,No
751516,201454,590.0,Yes
751575,201344,2823.0,No
750873,201344,2823.0,Yes
751309,201344,1298.0,Yes
750953,201344,2823.0,Yes
751024,201564,1713.0,Yes
751181,201344,2248.0,No
751268,201344,2823.0,Yes
751202,201454,2865.0,Yes
750810,201344,2823.0,Yes
750886,201348,1898.0,Yes
751072,201344,2248.0,No
752430,201454,2865.0,Yes
751781,201564,2888.0,No
751625,201348,465.0,No
752540,201344,2823.0,Yes
752557,201344,648.0,No
752146,201238,2775.0,No
752003,201344,2823.0,No
750974,201344,898.0,Yes
752139,201454,2865.0,Yes
753178,201564,2888.0,Yes
752914,201674,2183.0,Yes
753014,201344,2698.0,No
753031,201344,2823.0,Yes
752563,201344,1148.0,Yes
752565,201344,848.0,Yes
753154,201344,2823.0,No
753001,201344,1098.0,No
752722,201344,2048.0,Yes
752734,201344,1948.0,Yes
752816,201344,1748.0,No
752567,201344,2548.0,No
752587,201344,1198.0,Yes
752707,201344,2348.0,Yes
752708,201344,2498.0,Yes
753979,201344,2348.0,Yes
753714,201344,2823.0,No
753726,201344,2823.0,Yes
753731,201348,2597.0,Yes
753736,201344,2823.0,Yes
753954,201344,2498.0,Yes
754065,201344,1198.0,Yes
754103,201344,2248.0,No
