UID,TERM,LOAN,GRADUATED
665277,201124,3750.0,Yes
665337,201018,4650.0,No
665510,201124,7750.0,Yes
665539,201018,2750.0,No
665596,201018,5500.0,No
665902,201018,9499.0,Yes
666088,201018,6400.0,Yes
666128,201124,6250.0,No
666170,201018,3150.0,Yes
666226,201018,2750.0,Yes
666261,201018,11512.0,Yes
666287,201018,7067.0,No
666297,201018,5900.0,No
666315,201124,10750.0,Yes
666331,201018,5250.0,Yes
666342,201018,10150.0,No
666348,201018,7822.0,Yes
666395,201018,2350.0,Yes
666494,201344,5250.0,No
666786,201894,10739.0,Yes
666849,201018,6250.0,Yes
667144,201124,13913.0,No
667170,201124,1761.0,No
667174,201018,12289.0,Yes
667179,201124,2150.0,Yes
667258,201018,9880.0,Yes
667287,201234,7850.0,Yes
667440,201018,3150.0,Yes
667738,201124,8250.0,Yes
668281,201124,2750.0,Yes
668366,201018,6750.0,Yes
668453,201018,3250.0,Yes
668524,201124,9299.0,Yes
668584,201124,11750.0,Yes
668586,201124,5150.0,Yes
668592,201018,11367.0,No
668771,201018,0.0,Yes
668892,201018,4750.0,Yes
668952,201124,3650.0,Yes
669121,201124,8364.0,No
669164,201128,11150.0,Yes
669247,201124,3250.0,Yes
669288,201454,9250.0,No
669457,201124,0.0,Yes
669463,201018,5150.0,No
669466,201018,6250.0,Yes
669667,201018,8923.0,No
669689,201018,2750.0,Yes
669698,201018,10950.0,Yes
669706,201124,4751.0,Yes
669757,201124,15074.0,No
669773,201018,2750.0,No
669775,201018,2750.0,No
669810,201018,5150.0,Yes
669896,201124,6250.0,Yes
669904,201018,5150.0,Yes
669969,201124,6150.0,Yes
669973,201018,2750.0,Yes
669982,201018,400.0,Yes
670059,201124,3150.0,Yes
670103,201018,3150.0,Yes
670119,201018,4750.0,Yes
670159,201018,7200.0,Yes
670173,201018,3650.0,Yes
670232,201018,1750.0,Yes
670393,201018,2750.0,Yes
670460,201018,2150.0,Yes
670533,201018,7500.0,Yes
670562,201018,2750.0,Yes
670564,201018,3749.0,Yes
670580,201124,2150.0,Yes
670581,201128,3150.0,Yes
670618,201018,5400.0,Yes
670836,201018,15000.0,Yes
670935,201018,1750.0,Yes
671287,201018,2150.0,Yes
671294,201124,6650.0,No
671309,201018,8250.0,Yes
671336,201128,3521.0,No
671396,201124,2865.0,Yes
671410,201018,881.0,Yes
671441,201898,6900.0,Yes
671465,201018,4150.0,Yes
671467,201018,11788.0,Yes
671471,201238,9350.0,Yes
671492,201128,5715.0,Yes
671497,201018,2750.0,Yes
671531,201234,14559.0,Yes
671563,201124,10476.0,Yes
671608,201234,7750.0,No
671619,201124,5500.0,No
671641,201454,2750.0,Yes
671702,201234,2750.0,Yes
671742,201234,11650.0,Yes
671743,201894,10750.0,Yes
671756,201904,11900.0,Yes
671766,201234,10000.0,No
671775,202014,2750.0,Yes
671783,201234,14403.0,Yes
671801,201018,3150.0,Yes
671833,201344,10264.0,No
671866,201128,3150.0,Yes
672001,201018,7999.0,Yes
672007,201018,13289.0,Yes
672010,201238,5358.0,Yes
672015,201018,7733.0,Yes
672019,201018,4250.0,No
672148,201018,5036.0,No
672179,201124,6650.0,Yes
672189,201018,3750.0,Yes
672243,201018,9403.0,No
672256,201018,3250.0,Yes
672292,201018,1801.0,Yes
672293,201018,2150.0,Yes
672306,201128,7650.0,Yes
672320,201018,4750.0,No
672363,201018,3150.0,No
672365,201018,14788.0,Yes
672371,201124,10609.0,Yes
672460,201238,5500.0,Yes
672479,201018,4150.0,Yes
672496,201018,5000.0,No
672512,201238,3250.0,Yes
672593,201018,5650.0,Yes
672808,201018,11711.0,Yes
96410,201018,6650.0,No
96793,201018,6650.0,Yes
163958,201018,2750.0,No
188082,201018,6668.0,Yes
205319,201018,6750.0,Yes
236851,201564,6250.0,Yes
254379,201128,5365.0,No
256998,201234,4644.0,Yes
257023,201124,6303.0,Yes
266892,201124,3751.0,Yes
271082,201784,6250.0,Yes
272893,201018,2937.0,Yes
274463,201128,3840.0,Yes
276393,201344,5750.0,Yes
293950,201018,6180.0,Yes
375069,201018,6250.0,Yes
380447,201018,7500.0,Yes
381983,201018,8250.0,Yes
386334,201018,8250.0,Yes
524708,201128,7500.0,Yes
529531,201234,16479.0,Yes
537055,201124,8850.0,Yes
542002,201018,3250.0,Yes
542914,201018,2750.0,Yes
580323,201018,6250.0,Yes
672950,201124,4650.0,Yes
673118,201234,11250.0,Yes
673298,201018,2150.0,Yes
673368,201018,3150.0,Yes
673395,201234,6647.0,No
673451,201018,250.0,No
673460,201018,14289.0,No
673464,201018,11250.0,Yes
256382,201018,6250.0,No
673473,201018,10250.0,Yes
673491,201018,6650.0,Yes
369040,201018,8750.0,Yes
538812,201018,6862.0,Yes
645260,201018,6750.0,Yes
673525,201564,2750.0,No
673529,201238,2250.0,Yes
673530,201234,2250.0,Yes
673538,201018,3150.0,Yes
673542,201018,3150.0,Yes
673582,201238,7250.0,Yes
673583,201674,15250.0,Yes
673652,201344,10250.0,No
673683,201674,4500.0,Yes
673691,201894,4750.0,Yes
537538,201018,14300.0,Yes
673719,201124,8250.0,Yes
621453,201018,4250.0,Yes
673748,201018,7750.0,No
673798,201234,2250.0,Yes
673924,201564,3750.0,Yes
673925,201564,2750.0,Yes
577219,201018,5750.0,Yes
674044,201018,15059.0,Yes
311092,201018,8750.0,Yes
674098,201018,1987.0,Yes
674106,201018,14789.0,No
674068,201018,3150.0,Yes
354831,201018,4381.0,Yes
674236,201018,2750.0,No
674288,201018,6250.0,No
674302,201018,7605.0,Yes
674325,201234,3250.0,Yes
674378,201018,4028.0,Yes
304044,201018,6750.0,Yes
674436,201018,6150.0,Yes
674447,201018,8750.0,Yes
674451,201018,3750.0,Yes
674449,201124,11750.0,Yes
674464,201018,2150.0,Yes
674591,201124,12879.0,Yes
542756,201018,6750.0,Yes
674608,201124,5750.0,Yes
674607,201018,2750.0,Yes
674618,201018,1500.0,No
674644,201124,9881.0,No
674648,201018,2150.0,No
674654,201018,6650.0,No
674655,201018,6650.0,Yes
674663,201018,2334.0,Yes
674662,201018,6335.0,Yes
674709,201458,3250.0,No
674743,201018,5150.0,Yes
674773,201234,10250.0,No
674810,201018,3150.0,No
674812,201124,0.0,Yes
674867,201018,2749.0,No
674875,201124,11267.0,Yes
674901,201018,7900.0,Yes
674930,201018,14000.0,No
525511,201018,10750.0,Yes
674831,201018,2150.0,Yes
283668,201018,12500.0,Yes
675207,201124,7650.0,Yes
675215,201454,3751.0,Yes
675254,201124,2150.0,Yes
675282,201454,6250.0,No
675299,201018,3150.0,Yes
675321,201018,900.0,No
675327,201344,10240.0,No
675348,201018,3150.0,No
675368,201124,10251.0,No
675414,201018,5750.0,Yes
675432,201018,5150.0,Yes
653379,201348,6489.0,Yes
675479,201344,4750.0,No
675484,201124,6650.0,Yes
675574,201124,5150.0,Yes
675675,201128,9686.0,No
675759,201018,2750.0,No
675773,201018,6250.0,No
675774,201128,2250.0,Yes
675777,201018,4750.0,Yes
675934,201018,11620.0,Yes
676043,201124,5150.0,Yes
676130,201018,5150.0,Yes
676132,201124,3750.0,No
676220,201018,8801.0,Yes
676294,201018,4500.0,Yes
551892,201018,3750.0,Yes
676409,201018,2750.0,Yes
19228,201018,8850.0,Yes
676424,201018,5500.0,No
676441,201124,5150.0,No
676464,201348,11299.0,Yes
676556,201124,1750.0,No
676561,201124,1250.0,Yes
676584,201018,4650.0,Yes
586358,201018,3750.0,Yes
676630,201124,275.0,Yes
676657,201234,3250.0,No
676750,201018,14619.0,Yes
676816,201124,20900.0,Yes
676837,201018,10250.0,Yes
676853,201234,7250.0,No
676854,201124,3750.0,Yes
676857,201018,2750.0,Yes
676822,201018,5150.0,Yes
676865,201018,6650.0,Yes
625450,201018,7600.0,Yes
676927,201018,8000.0,Yes
677027,201018,12250.0,Yes
676867,201018,6250.0,Yes
677100,201124,13921.0,Yes
677084,201018,7750.0,No
677126,201124,2750.0,Yes
677079,201018,2750.0,Yes
577600,201018,3750.0,Yes
677193,201018,2750.0,Yes
676923,201018,3150.0,No
677198,201234,2750.0,Yes
677201,201018,6250.0,Yes
677202,201018,10250.0,Yes
677282,201234,11716.0,Yes
576403,201018,4250.0,Yes
677308,201018,10451.0,No
677346,201018,7400.0,Yes
677348,201018,2750.0,Yes
677349,201018,9248.0,Yes
677389,201018,5150.0,No
677392,201018,4862.0,No
677452,201018,3150.0,Yes
677496,201124,1654.0,Yes
677497,201018,0.0,Yes
677506,201018,5150.0,No
677521,201018,9250.0,Yes
677543,201564,6250.0,Yes
677605,201124,2750.0,Yes
677618,201018,11750.0,Yes
677626,201124,2750.0,Yes
677671,201018,5150.0,Yes
677678,201018,2750.0,Yes
677682,201018,5650.0,Yes
677690,201018,4150.0,No
677696,201018,6150.0,Yes
677740,201018,11749.0,Yes
677556,201344,3400.0,Yes
677541,201018,5150.0,Yes
677868,201564,5956.0,Yes
677874,201018,6150.0,No
677881,201344,6750.0,No
677887,201124,5150.0,Yes
677891,201124,4750.0,Yes
677922,201018,14492.0,Yes
677930,201018,6750.0,No
677317,201018,12789.0,Yes
677937,201124,2150.0,Yes
677414,201018,8750.0,Yes
677955,201124,8079.0,Yes
677407,201018,14150.0,Yes
678002,201018,4150.0,Yes
678038,201018,3750.0,Yes
678041,201018,20689.0,Yes
678085,201128,2750.0,Yes
678147,201018,11150.0,Yes
678190,201018,9053.0,Yes
678213,201018,2750.0,Yes
677549,201124,11650.0,Yes
678243,201124,5150.0,Yes
678248,201018,6650.0,No
677539,201018,2750.0,Yes
678310,201018,13750.0,Yes
678329,201234,2750.0,Yes
678340,201124,3150.0,Yes
678443,201018,6730.0,Yes
678469,201124,2150.0,No
678480,201344,3250.0,Yes
678551,201124,6750.0,No
678563,201018,5150.0,No
678629,201234,5250.0,No
678630,201018,5150.0,Yes
678633,201454,6250.0,No
678649,201018,5150.0,Yes
678693,201018,3150.0,Yes
678738,201018,5750.0,Yes
678315,201018,1750.0,No
678385,201124,9250.0,Yes
678769,201018,7500.0,Yes
678840,201018,6150.0,Yes
678841,201018,2750.0,Yes
678859,201018,6750.0,Yes
678858,201018,8355.0,No
678881,201018,11844.0,No
653381,201124,3250.0,Yes
678906,201018,7075.0,No
678800,201018,13250.0,Yes
677565,201018,6150.0,No
678967,201018,10250.0,No
679033,201018,9395.0,No
679052,201018,3150.0,Yes
679073,201018,3150.0,Yes
679097,201018,5150.0,Yes
679330,201018,6650.0,Yes
677841,201018,418.0,No
679342,201124,3150.0,Yes
679375,201018,2095.0,No
679415,201018,10250.0,Yes
679562,201344,2750.0,No
679640,201018,4150.0,Yes
679649,201018,11267.0,Yes
679418,201018,3150.0,Yes
679673,201018,10918.0,Yes
679426,201018,3150.0,No
679694,201344,2750.0,Yes
679285,201018,5150.0,No
679701,201124,11560.0,Yes
679304,201018,9000.0,Yes
679827,201234,3250.0,Yes
679884,201124,3150.0,Yes
679915,201018,6250.0,Yes
679307,201018,3150.0,Yes
680017,201344,1750.0,Yes
679659,201018,5750.0,No
679661,201018,5150.0,Yes
680077,201018,3150.0,No
679944,201018,5750.0,Yes
679954,201018,9394.0,Yes
679955,201018,11872.0,Yes
680111,201454,2750.0,Yes
680137,201018,9249.0,Yes
680138,201018,5150.0,No
680181,201234,3250.0,No
680118,201018,7150.0,No
680226,201018,2750.0,No
680234,201124,5999.0,No
680245,201124,4750.0,No
680294,201018,5150.0,Yes
680337,201124,14850.0,No
680359,201018,4150.0,No
680395,201018,12323.0,No
680418,201018,5150.0,Yes
680477,201344,5750.0,Yes
680498,201124,15631.0,Yes
680505,201018,10000.0,Yes
680549,201018,5150.0,Yes
680540,201018,3720.0,Yes
680582,201018,4750.0,Yes
679664,201018,13750.0,Yes
680428,201018,13289.0,No
680635,201018,12938.0,Yes
680541,201018,5150.0,Yes
680786,201124,2750.0,Yes
680790,201128,2150.0,Yes
680793,201124,1750.0,Yes
680891,201018,12964.0,No
680913,201018,11442.0,No
680948,201124,2750.0,Yes
680988,201344,2750.0,Yes
680995,201124,2150.0,No
681001,201344,7250.0,Yes
680720,201018,3500.0,No
681037,201124,18526.0,No
681050,201348,2750.0,Yes
681148,201234,3250.0,No
681159,201018,2750.0,Yes
680944,201018,5650.0,No
681193,201018,6650.0,Yes
681209,201124,2150.0,No
681211,201018,0.0,Yes
680719,201018,3150.0,No
680286,201018,3750.0,No
681270,201124,3250.0,Yes
680431,201018,6650.0,Yes
681330,201018,3046.0,No
680862,201018,2750.0,Yes
681379,201128,778.0,No
681404,201344,2750.0,Yes
681386,201018,11750.0,Yes
681101,201018,0.0,No
681468,201348,2750.0,Yes
681476,201344,2250.0,Yes
681522,201018,11750.0,No
681592,201018,3150.0,Yes
681622,201018,9650.0,No
681658,201454,500.0,Yes
681382,201018,2150.0,Yes
681690,201018,2750.0,Yes
681692,201018,12509.0,Yes
681709,201018,4250.0,No
681718,201018,5150.0,Yes
681763,201344,3250.0,Yes
681827,201124,3150.0,No
681970,201238,3175.0,Yes
681991,201124,11150.0,Yes
682057,201124,5150.0,Yes
682102,201124,7750.0,Yes
682160,201124,3250.0,No
682218,201124,6250.0,Yes
682287,201564,10750.0,Yes
682312,201234,12666.0,No
682333,201124,1750.0,No
681641,201018,2750.0,No
682371,201124,1750.0,Yes
681643,201018,12142.0,No
681644,201018,2750.0,No
682680,201124,3650.0,Yes
682641,201018,6650.0,No
682738,201124,6400.0,No
682533,201018,6650.0,Yes
682777,201124,14276.0,Yes
682808,201018,4166.0,Yes
682848,201124,4250.0,No
682912,201018,1827.0,No
682524,201018,2150.0,No
682528,201018,3500.0,Yes
682945,201124,2750.0,Yes
682531,201018,5150.0,No
682640,201018,3150.0,Yes
683024,201124,11569.0,No
683029,201124,5150.0,No
683094,201128,10650.0,No
682766,201018,5150.0,Yes
683141,201234,6250.0,Yes
683200,201344,3250.0,Yes
683208,201124,2150.0,No
683226,201124,5405.0,No
683289,201018,13500.0,Yes
683305,201018,3150.0,Yes
683309,201234,3250.0,Yes
683313,201018,4168.0,Yes
683343,201124,6650.0,Yes
683471,201018,6650.0,No
683509,201124,9750.0,Yes
683496,201018,13250.0,Yes
683737,201128,2750.0,No
683759,201124,3150.0,No
683775,201124,10881.0,No
683795,201018,5150.0,No
683837,201238,8500.0,Yes
683838,201234,15080.0,Yes
683848,201124,2750.0,Yes
683859,201124,16570.0,Yes
684072,201128,8250.0,Yes
684212,201234,4750.0,Yes
684293,201568,6250.0,Yes
684376,201124,5200.0,No
684414,201124,6400.0,No
684442,201124,4750.0,No
684576,201018,7187.0,Yes
684591,201124,11600.0,Yes
684612,201124,10800.0,No
684622,201018,5150.0,Yes
684670,201344,9070.0,Yes
684676,201234,10892.0,No
684684,201018,5750.0,No
684758,201018,5650.0,No
684770,201018,10500.0,Yes
684964,201124,2750.0,Yes
685165,201124,2750.0,Yes
685173,201124,3150.0,Yes
685245,201018,11015.0,Yes
685244,201124,4261.0,No
685247,201018,3750.0,No
685343,201234,500.0,Yes
685355,201124,1750.0,No
685420,201454,3250.0,Yes
671885,201128,12546.0,Yes
685570,201018,7250.0,Yes
685609,201018,10789.0,Yes
685650,201018,13356.0,Yes
685681,201234,3250.0,Yes
685714,201018,5150.0,Yes
685868,201124,3750.0,Yes
685872,201018,4150.0,Yes
685882,201124,10500.0,Yes
685933,201124,7500.0,Yes
685936,201124,10650.0,No
685939,201234,3250.0,No
686029,201124,3250.0,Yes
686048,201124,10250.0,Yes
686067,201128,13150.0,Yes
686080,201124,3250.0,No
686090,201018,3150.0,Yes
686124,201234,2172.0,Yes
686151,201124,10683.0,Yes
686222,201234,10123.0,No
686227,201124,7157.0,No
686360,201018,5250.0,No
686341,201018,4150.0,Yes
686340,201234,6250.0,Yes
686390,201234,9806.0,Yes
686443,201124,2750.0,Yes
686613,201018,3750.0,Yes
686752,201124,5250.0,Yes
686812,201124,3150.0,No
686826,201454,6250.0,Yes
686864,201018,5150.0,No
687001,201124,5150.0,Yes
687054,201124,2750.0,Yes
687066,201018,2750.0,No
687180,201124,2750.0,Yes
687186,201128,6573.0,Yes
687481,201124,3150.0,Yes
687532,201124,3150.0,No
687534,201124,3150.0,Yes
687551,201124,10068.0,Yes
687554,201124,9228.0,Yes
687556,201124,5150.0,Yes
687558,201124,3250.0,Yes
687618,201124,2750.0,Yes
687767,201124,2750.0,Yes
687781,201124,7114.0,Yes
687809,201124,2750.0,Yes
687860,201018,6650.0,Yes
688011,201124,3750.0,No
688281,201018,3750.0,Yes
688423,201124,12614.0,Yes
688564,201344,3250.0,No
688630,201018,2750.0,No
688687,201234,10394.0,Yes
688779,201124,3125.0,No
688963,201018,3750.0,Yes
688962,201018,2750.0,No
689150,201124,8150.0,No
689418,201234,3750.0,Yes
689485,201124,2250.0,Yes
689539,201128,10650.0,No
689773,201238,12553.0,No
689808,201018,5360.0,Yes
689967,201344,1864.0,Yes
690011,201124,15000.0,No
690442,201234,12751.0,No
690542,201124,2750.0,No
690587,201124,1750.0,No
690657,202124,2750.0,No
690686,201018,6150.0,No
690742,201124,11591.0,Yes
691165,201124,5150.0,Yes
691171,201234,13154.0,Yes
691193,201018,9500.0,Yes
691238,201124,3150.0,Yes
691250,201124,6663.0,Yes
691298,201018,3750.0,No
691302,201124,5650.0,Yes
691400,201124,3150.0,No
691653,201018,5626.0,Yes
691658,201124,10150.0,No
691717,201124,10250.0,Yes
691730,201124,1670.0,Yes
691736,201124,2751.0,Yes
691748,201018,9500.0,Yes
691767,201344,11250.0,No
691806,201124,3150.0,Yes
691849,201124,7150.0,Yes
691856,201124,9388.0,Yes
691880,201124,9895.0,No
691881,201128,2750.0,Yes
691920,201018,6250.0,Yes
691967,201124,3150.0,No
691984,201454,2750.0,No
691981,201018,10900.0,No
691997,201124,4150.0,Yes
692049,201124,4750.0,Yes
692060,201124,2750.0,Yes
692080,201018,4750.0,Yes
692086,201018,9464.0,Yes
692140,201124,6650.0,Yes
692158,201344,2250.0,No
692280,201018,5250.0,No
692314,201124,3150.0,Yes
692360,201788,5500.0,Yes
692363,201124,5150.0,No
692374,201128,4150.0,No
692423,201018,6250.0,Yes
692491,201234,8226.0,Yes
692494,201018,3400.0,Yes
692563,201124,1750.0,No
692565,201234,11750.0,Yes
692599,201124,4150.0,Yes
692601,201018,12500.0,Yes
692612,201124,5250.0,Yes
692628,201124,9517.0,Yes
692633,201124,12000.0,Yes
692670,201124,5150.0,Yes
692672,201018,8355.0,Yes
692689,201124,1650.0,Yes
692767,201124,12489.0,No
692825,201234,12870.0,Yes
692840,201124,7549.0,Yes
692846,201128,5150.0,Yes
692874,201234,3250.0,No
692910,201018,2720.0,No
692941,201124,2750.0,No
692968,201018,1000.0,Yes
692975,201124,15296.0,Yes
693074,201124,4150.0,Yes
693078,201124,5150.0,Yes
693090,201124,2750.0,Yes
693135,201124,6250.0,Yes
693136,201124,2750.0,No
692418,201124,9090.0,Yes
693153,201018,6250.0,Yes
693176,201018,3750.0,Yes
693187,201124,2150.0,No
693205,201124,1458.0,No
693270,201124,11650.0,No
693327,201124,4050.0,No
693305,201018,5500.0,No
693370,201348,6250.0,Yes
693521,201124,15879.0,No
693588,201018,5250.0,Yes
693610,201124,1750.0,No
693693,201124,14750.0,No
693703,201128,11828.0,No
693758,201124,4750.0,No
693773,201124,6650.0,Yes
693915,201128,8701.0,No
693926,201124,6681.0,Yes
693952,201124,5150.0,Yes
693956,201124,2150.0,Yes
693971,201128,3150.0,Yes
694073,201124,5150.0,Yes
694093,201018,10500.0,Yes
694112,201124,3150.0,Yes
694125,201124,6900.0,Yes
694239,201124,13750.0,Yes
694259,201124,400.0,Yes
694265,201124,0.0,Yes
694268,201128,12900.0,Yes
694278,201018,9500.0,No
694285,201124,7650.0,No
694290,201458,1765.0,No
694399,201124,13545.0,Yes
694437,201124,8677.0,Yes
694453,201128,1750.0,Yes
694572,201124,4150.0,Yes
694585,201124,6650.0,Yes
694586,201674,2750.0,Yes
694606,201234,6750.0,Yes
694612,201124,10672.0,No
694673,201238,3250.0,Yes
694719,201018,4500.0,Yes
694760,201124,11578.0,No
694815,201124,7954.0,Yes
694828,201124,8355.0,No
694835,201128,9291.0,Yes
694908,201124,5150.0,No
694949,201128,8214.0,Yes
694952,201124,3750.0,Yes
695010,201124,5650.0,No
695116,201124,8650.0,No
695119,201124,20251.0,No
695125,201234,10605.0,Yes
695135,201234,4250.0,Yes
695230,201124,2750.0,Yes
695273,201124,4166.0,Yes
695289,201124,11150.0,No
695306,201124,12750.0,Yes
695363,201124,4150.0,Yes
695445,201018,4500.0,Yes
695458,201234,2250.0,Yes
695459,201128,6150.0,Yes
695503,201234,3250.0,No
695589,201674,11750.0,Yes
695624,201124,12250.0,No
695630,201124,2750.0,Yes
695631,201124,400.0,Yes
695634,201128,2750.0,No
695653,201128,2750.0,Yes
695719,201234,3250.0,Yes
695761,201124,2650.0,Yes
695769,201234,1500.0,Yes
695845,201234,5250.0,Yes
695857,201344,3250.0,No
695865,201124,11150.0,No
695920,201128,6650.0,Yes
696034,201124,2750.0,Yes
696042,201128,2750.0,Yes
696060,201234,6911.0,Yes
696066,201124,12356.0,Yes
696098,201124,4750.0,Yes
696124,201124,2650.0,Yes
696206,201234,2750.0,Yes
696247,201124,2150.0,No
695723,201018,10196.0,Yes
696269,201124,6650.0,Yes
696296,201124,10250.0,Yes
696297,201124,2150.0,Yes
696307,201124,8150.0,No
696322,201344,1750.0,Yes
696338,201124,2017.0,No
696373,201124,12351.0,Yes
696405,201128,6650.0,Yes
696416,201124,12950.0,Yes
696418,201018,12450.0,No
696458,201124,7541.0,Yes
696507,201124,3900.0,Yes
696564,201234,14250.0,Yes
696612,201124,2750.0,Yes
696619,201348,17577.0,No
696640,201128,12250.0,Yes
696641,201124,2750.0,Yes
696705,201124,5150.0,No
696712,201124,6625.0,Yes
696746,201124,6946.0,No
696752,201018,5500.0,No
696753,201124,9258.0,Yes
696754,201124,3150.0,No
696790,201454,3250.0,Yes
696805,201124,1750.0,Yes
696929,201124,2751.0,Yes
696958,201674,3749.0,Yes
696960,201124,10129.0,Yes
696983,201124,3150.0,No
697037,201124,2750.0,Yes
697045,201234,2250.0,No
697052,201454,3250.0,Yes
697087,201124,3150.0,Yes
697146,201124,8150.0,No
697235,201128,11500.0,Yes
697271,201124,3150.0,Yes
697305,201124,4443.0,Yes
697353,201234,2250.0,Yes
697396,201124,14263.0,No
697402,201234,11264.0,Yes
697407,201234,11375.0,Yes
697411,201124,4387.0,Yes
697483,201564,11630.0,Yes
697488,201124,3150.0,Yes
697527,201018,10500.0,Yes
697586,201128,8662.0,Yes
697601,201124,5250.0,No
697607,201124,2150.0,Yes
697632,201124,1750.0,Yes
697714,201234,13087.0,Yes
697762,201234,2250.0,Yes
697774,201124,3150.0,Yes
697786,201234,2750.0,No
697790,201124,5710.0,No
697795,201124,6250.0,Yes
697812,201128,9887.0,Yes
697838,201124,6900.0,Yes
697856,201124,3150.0,No
697874,201454,5250.0,No
697877,201124,10000.0,Yes
697879,201234,13568.0,Yes
697883,201454,7193.0,Yes
697897,201234,3250.0,Yes
697911,201128,10000.0,Yes
698104,201018,9500.0,Yes
698277,201124,2750.0,Yes
698279,201124,6650.0,Yes
698281,201234,500.0,Yes
698283,201128,5150.0,No
698318,201124,5150.0,Yes
698375,201124,5850.0,No
698384,201234,12750.0,Yes
698390,201234,2750.0,Yes
698404,201234,2250.0,Yes
698425,201128,6650.0,Yes
698433,201234,5250.0,No
698437,201124,10650.0,Yes
698444,201234,7500.0,Yes
698455,201124,9895.0,No
698568,201454,14640.0,Yes
698571,201124,6150.0,Yes
698573,201124,3150.0,No
698574,201128,14150.0,Yes
698578,201124,1750.0,Yes
698579,201124,3150.0,No
698622,201124,2750.0,No
698626,201124,3250.0,Yes
698663,201018,4500.0,Yes
698685,201128,5650.0,Yes
698587,201124,3150.0,Yes
698691,201124,18000.0,Yes
698698,201128,7250.0,Yes
698683,201018,11640.0,Yes
698846,201454,13281.0,No
698856,201234,15903.0,No
699013,201124,3150.0,Yes
699150,201128,2750.0,Yes
699190,201344,2250.0,Yes
699193,201124,2750.0,No
699209,201124,2750.0,Yes
699239,201124,3150.0,Yes
699267,201124,6650.0,Yes
699269,201124,8163.0,Yes
699273,201124,4750.0,No
699286,201124,7250.0,Yes
699290,201124,3150.0,Yes
699305,201124,7150.0,Yes
699308,201234,4750.0,No
699316,201124,1774.0,No
699409,201124,5580.0,Yes
699466,201234,8250.0,No
699521,201124,7975.0,No
699538,201124,5150.0,No
694527,201128,5500.0,Yes
699570,201124,8793.0,No
699580,201234,6250.0,Yes
699621,201128,13275.0,Yes
699625,201124,6050.0,No
699627,201128,12200.0,Yes
699668,201344,14684.0,Yes
699676,201124,6650.0,Yes
699684,201124,2150.0,No
699712,201124,14512.0,Yes
699737,201124,5150.0,Yes
699738,201124,2750.0,No
699751,201124,1750.0,No
699756,201124,1750.0,No
699789,201124,3012.0,No
699886,201124,9500.0,Yes
699895,201238,5250.0,Yes
699898,201234,14153.0,Yes
699951,201234,2250.0,Yes
699970,201124,2750.0,No
699971,201124,4750.0,Yes
699982,201124,3150.0,No
700009,201124,3150.0,No
700046,201124,17262.0,Yes
700075,201128,11150.0,Yes
700118,201124,3150.0,Yes
700134,201124,0.0,Yes
700137,201124,2750.0,Yes
700167,201124,3150.0,Yes
700174,201124,2750.0,Yes
700269,201124,3150.0,No
700277,201124,10351.0,No
700390,201234,5050.0,Yes
700438,201234,3250.0,No
700445,201124,5500.0,Yes
700492,201128,3150.0,Yes
700495,201128,3149.0,No
700496,201124,5150.0,Yes
700500,201018,8309.0,Yes
700566,201124,5150.0,No
678535,201124,3150.0,Yes
700683,201894,2750.0,Yes
700765,201124,6272.0,Yes
700766,201234,11993.0,Yes
700774,201124,10634.0,Yes
700802,201124,3150.0,Yes
700809,201124,8142.0,No
700829,201124,3650.0,Yes
700834,201234,7000.0,Yes
700910,201124,2750.0,Yes
700937,201234,6750.0,No
700948,201124,2750.0,Yes
700957,201128,3150.0,Yes
700980,201454,3250.0,No
700989,201124,2150.0,Yes
700995,201124,12650.0,Yes
701112,201234,3250.0,Yes
701116,201564,12154.0,Yes
701163,201018,12500.0,Yes
701164,201124,21750.0,No
701166,201124,6650.0,Yes
701173,201234,4750.0,No
701175,201124,6650.0,Yes
701178,201124,3750.0,No
701182,201124,5150.0,No
701205,201124,8809.0,Yes
701268,201124,2750.0,Yes
701269,201124,3150.0,Yes
701273,201124,2108.0,Yes
701274,201124,3550.0,No
701310,201124,14762.0,Yes
701423,201124,10650.0,Yes
701427,201124,10534.0,Yes
701430,201124,3150.0,No
701483,201128,10365.0,Yes
701492,201124,13296.0,No
701522,201454,6750.0,Yes
701523,201128,7000.0,Yes
701577,201124,5150.0,No
701581,201124,8150.0,No
701771,201344,3250.0,No
701825,201124,1750.0,Yes
701840,201124,2750.0,Yes
701868,201128,5150.0,Yes
701870,201234,2750.0,Yes
701904,201238,10034.0,No
701923,201124,2750.0,Yes
701929,201124,2750.0,No
701970,201124,4750.0,No
701987,201124,6973.0,Yes
701991,201124,10050.0,Yes
701996,201128,2750.0,Yes
701999,201124,10900.0,Yes
702004,201124,5375.0,Yes
702008,201124,3150.0,Yes
702010,201128,1750.0,No
702020,201124,5650.0,Yes
702021,201124,5400.0,Yes
702076,201124,9150.0,No
702100,201124,6650.0,Yes
702103,201124,4500.0,Yes
702215,201124,3750.0,Yes
702219,201124,8807.0,Yes
702229,201124,1000.0,No
702234,201128,5900.0,Yes
702261,201344,9300.0,Yes
702341,201124,4750.0,No
702348,201124,5150.0,Yes
702350,201018,10827.0,Yes
702411,201674,5250.0,Yes
702422,201564,2750.0,Yes
702466,201234,10250.0,No
702491,201238,1673.0,Yes
702519,201124,3150.0,Yes
702522,201124,5650.0,No
702523,201124,2750.0,No
