UID,TERM,FGEN,GRADUATED
538812,201018,No,Yes
673499,201018,Yes,No
579354,201124,No,Yes
645260,201018,Yes,Yes
565437,201018,No,Yes
673525,201564,No,No
673529,201238,No,Yes
673530,201234,No,Yes
673538,201018,No,Yes
673542,201018,No,Yes
673582,201238,No,Yes
673583,201674,No,Yes
673590,201344,No,Yes
673591,201784,No,Yes
673643,201234,No,Yes
673645,201234,No,Yes
673652,201344,No,No
673683,201674,No,Yes
673691,201894,No,Yes
537538,201018,No,Yes
673719,201124,No,Yes
621453,201018,Yes,Yes
673748,201018,Yes,No
378643,201018,No,Yes
673798,201234,Yes,Yes
673818,201348,No,Yes
673820,201674,No,Yes
673902,201674,No,Yes
673913,201344,Yes,Yes
673921,201454,No,Yes
673924,201564,No,Yes
673925,201564,No,Yes
577219,201018,Yes,Yes
674044,201018,Yes,Yes
311092,201018,No,Yes
582251,201018,No,Yes
674070,201234,No,Yes
674098,201018,Yes,Yes
674103,201018,No,Yes
674106,201018,Yes,No
674068,201018,No,Yes
354831,201018,Yes,Yes
674182,201018,No,Yes
674186,201018,No,Yes
674236,201018,No,No
674262,201124,No,Yes
674288,201018,No,No
674302,201018,No,Yes
674319,201018,No,Yes
674325,201234,Yes,Yes
645444,201018,No,Yes
674378,201018,Yes,Yes
674384,201128,No,No
304044,201018,No,Yes
674436,201018,No,Yes
674447,201018,No,Yes
674451,201018,No,Yes
674449,201124,No,Yes
674464,201018,Yes,Yes
674591,201124,No,Yes
542756,201018,No,Yes
674608,201124,No,Yes
674607,201018,No,Yes
674618,201018,No,No
674644,201124,Yes,No
674648,201018,No,No
674654,201018,No,No
674655,201018,No,Yes
674663,201018,Yes,Yes
674662,201018,No,Yes
674700,201018,No,Yes
674709,201458,No,No
674743,201018,Yes,Yes
674773,201234,Yes,No
674781,201018,No,Yes
674789,201128,No,Yes
674810,201018,Yes,No
674812,201124,No,Yes
674821,201238,No,Yes
674865,201018,No,Yes
674867,201018,No,No
674875,201124,Yes,Yes
674878,201124,No,No
674901,201018,Yes,Yes
674922,201018,No,Yes
674930,201018,No,No
525511,201018,No,Yes
674938,201124,No,Yes
674831,201018,No,Yes
675035,201018,No,No
675055,201238,No,No
675071,201018,No,Yes
283668,201018,No,Yes
675207,201124,No,Yes
675212,201018,No,Yes
675215,201454,No,Yes
675254,201124,Yes,Yes
675282,201454,Yes,No
675299,201018,Yes,Yes
675321,201018,No,No
675327,201344,Yes,No
675348,201018,No,No
675363,201124,No,Yes
675368,201124,Yes,No
675414,201018,Yes,Yes
675432,201018,Yes,Yes
653379,201348,No,Yes
675479,201344,No,No
675484,201124,Yes,Yes
358480,201018,No,Yes
256575,201124,No,Yes
305486,201018,No,No
675574,201124,Yes,Yes
675675,201128,Yes,No
334014,201018,No,Yes
675694,201018,No,No
675757,201018,No,No
675759,201018,No,No
675773,201018,No,No
675774,201128,Yes,Yes
675777,201018,Yes,Yes
675841,201018,No,No
675934,201018,Yes,Yes
676043,201124,No,Yes
676130,201018,Yes,Yes
676132,201124,Yes,No
676220,201018,No,Yes
676294,201018,Yes,Yes
551892,201018,No,Yes
676390,201124,No,Yes
676409,201018,No,Yes
19228,201018,No,Yes
676424,201018,Yes,No
676441,201124,Yes,No
676464,201348,Yes,Yes
676556,201124,No,No
676559,201124,No,Yes
676561,201124,No,Yes
676564,201124,No,No
676584,201018,No,Yes
586358,201018,Yes,Yes
676630,201124,No,Yes
676657,201234,Yes,No
676681,201018,Yes,No
676750,201018,No,Yes
676816,201124,No,Yes
333856,201124,No,Yes
676837,201018,No,Yes
676853,201234,No,No
676854,201124,No,Yes
676857,201018,No,Yes
676822,201018,Yes,Yes
676865,201018,No,Yes
543001,201018,No,Yes
625450,201018,Yes,Yes
676927,201018,Yes,Yes
677021,201234,Yes,Yes
677027,201018,Yes,Yes
677043,201018,No,Yes
676867,201018,No,Yes
677100,201124,No,Yes
677084,201018,Yes,No
677126,201124,No,Yes
677079,201018,No,Yes
577600,201018,No,Yes
677193,201018,No,Yes
564167,201018,Yes,Yes
676923,201018,No,No
677226,201894,No,Yes
677198,201234,No,Yes
677201,201018,Yes,Yes
677202,201018,No,Yes
677282,201234,Yes,Yes
576403,201018,No,Yes
677308,201018,Yes,No
677325,201018,No,Yes
677344,201018,No,Yes
677346,201018,No,Yes
677348,201018,No,Yes
677349,201018,Yes,Yes
677389,201018,Yes,No
677392,201018,No,No
677391,201018,No,Yes
677439,201018,Yes,No
677452,201018,Yes,Yes
677496,201124,No,Yes
677497,201018,Yes,Yes
677506,201018,No,No
677521,201018,No,Yes
677543,201564,Yes,Yes
677605,201124,No,Yes
677612,201018,Yes,Yes
677618,201018,Yes,Yes
677626,201124,Yes,Yes
677665,201018,No,Yes
677671,201018,No,Yes
677678,201018,No,Yes
677682,201018,Yes,Yes
677690,201018,Yes,No
677694,201018,No,Yes
677696,201018,Yes,Yes
677740,201018,Yes,Yes
677548,201018,No,Yes
677777,201018,No,Yes
677798,201018,Yes,Yes
677801,201454,No,Yes
220037,201018,No,Yes
677556,201344,No,Yes
677541,201018,No,Yes
677829,201124,Yes,Yes
677868,201564,No,Yes
677874,201018,Yes,No
677881,201344,No,No
677887,201124,No,Yes
677891,201124,Yes,Yes
677922,201018,No,Yes
677930,201018,Yes,No
677317,201018,No,Yes
677937,201124,Yes,Yes
677414,201018,Yes,Yes
677955,201124,No,Yes
677407,201018,Yes,Yes
677972,201018,No,Yes
678002,201018,No,Yes
678038,201018,Yes,Yes
678041,201018,No,Yes
678044,201018,No,Yes
678058,201124,No,No
678085,201128,No,Yes
678147,201018,Yes,Yes
678177,201128,No,Yes
678190,201018,No,Yes
678213,201018,No,Yes
677549,201124,Yes,Yes
678241,201018,No,Yes
678243,201124,No,Yes
678248,201018,Yes,No
677539,201018,No,Yes
678310,201018,No,Yes
678329,201234,Yes,Yes
678340,201124,Yes,Yes
678386,201234,No,No
678442,201018,No,Yes
678443,201018,Yes,Yes
678460,201018,No,No
678469,201124,No,No
678056,201018,No,Yes
678480,201344,No,Yes
678551,201124,No,No
678563,201018,Yes,No
678629,201234,No,No
678630,201018,Yes,Yes
678633,201454,No,No
678649,201018,Yes,Yes
678693,201018,Yes,Yes
678738,201018,No,Yes
678317,201018,No,Yes
678315,201018,No,No
678385,201124,No,Yes
678769,201018,No,Yes
678840,201018,No,Yes
678841,201018,Yes,Yes
678859,201018,No,Yes
678858,201018,Yes,No
678881,201018,Yes,No
653381,201124,No,Yes
678906,201018,Yes,No
678800,201018,No,Yes
677565,201018,Yes,No
678943,201124,No,Yes
678967,201018,Yes,No
679033,201018,Yes,No
679052,201018,Yes,Yes
679073,201018,No,Yes
679097,201018,No,Yes
679125,201234,No,Yes
679330,201018,No,Yes
677841,201018,No,No
679342,201124,No,Yes
679375,201018,No,No
679440,201124,No,Yes
679415,201018,No,Yes
679562,201344,No,No
679321,201234,Yes,No
679640,201018,Yes,Yes
679649,201018,No,Yes
679418,201018,Yes,Yes
679673,201018,Yes,Yes
679683,201018,No,Yes
679426,201018,No,No
679694,201344,No,Yes
679285,201018,Yes,No
679701,201124,No,Yes
679267,201234,Yes,Yes
679304,201018,Yes,Yes
679827,201234,Yes,Yes
679868,201128,Yes,Yes
679881,201234,Yes,Yes
679884,201124,No,Yes
679915,201018,No,Yes
679307,201018,No,Yes
680004,201018,No,Yes
680017,201344,Yes,Yes
679659,201018,Yes,No
679661,201018,No,Yes
680077,201018,Yes,No
679944,201018,Yes,Yes
679954,201018,No,Yes
679955,201018,Yes,Yes
680111,201454,Yes,Yes
679961,201018,No,Yes
679741,201018,Yes,Yes
680137,201018,Yes,Yes
680138,201018,No,No
680181,201234,Yes,No
680188,201234,Yes,Yes
680118,201018,No,No
680226,201018,Yes,No
680234,201124,No,No
680245,201124,Yes,No
680261,201018,No,No
680269,201018,No,Yes
680294,201018,Yes,Yes
680296,201018,No,No
680337,201124,Yes,No
680347,201018,No,Yes
680359,201018,Yes,No
680395,201018,No,No
680418,201018,No,Yes
680468,201018,No,Yes
680477,201344,No,Yes
680498,201124,No,Yes
680505,201018,No,Yes
680549,201018,No,Yes
680540,201018,No,Yes
680582,201018,No,Yes
679664,201018,No,Yes
680428,201018,No,No
680635,201018,No,Yes
680121,201018,Yes,No
680661,201018,No,Yes
680716,201018,Yes,No
680734,201124,No,Yes
680741,201018,No,No
680541,201018,Yes,Yes
680786,201124,Yes,Yes
680790,201128,No,Yes
680793,201124,No,Yes
680814,201124,No,Yes
680832,201344,No,Yes
680847,201788,No,No
680848,201344,Yes,No
680850,201124,No,No
680619,201018,Yes,No
680874,201018,No,Yes
680879,201018,No,No
680889,201344,Yes,No
680891,201018,Yes,No
680913,201018,Yes,No
680914,201234,No,Yes
680916,201018,No,Yes
680948,201124,No,Yes
680981,201344,No,Yes
680988,201344,No,Yes
680995,201124,Yes,No
681001,201344,No,Yes
680720,201018,Yes,No
681037,201124,No,No
681050,201348,No,Yes
681148,201234,Yes,No
681157,201124,No,Yes
681159,201018,No,Yes
680944,201018,Yes,No
681193,201018,No,Yes
681207,201018,No,Yes
681209,201124,No,No
681210,201018,No,Yes
681211,201018,Yes,Yes
680719,201018,Yes,No
680286,201018,Yes,No
681270,201124,No,Yes
680431,201018,Yes,Yes
681330,201018,Yes,No
680862,201018,Yes,Yes
681379,201128,Yes,No
681404,201344,No,Yes
681425,201018,No,Yes
681456,201018,No,Yes
681386,201018,No,Yes
681101,201018,Yes,No
681021,201018,Yes,No
681468,201348,No,Yes
681476,201344,Yes,Yes
681503,201018,No,No
681514,201128,No,No
681522,201018,No,No
681590,201018,No,No
681592,201018,No,Yes
681622,201018,No,No
681624,201124,No,No
681632,201344,Yes,Yes
681658,201454,No,Yes
681382,201018,No,Yes
681381,201018,Yes,No
681690,201018,Yes,Yes
681692,201018,No,Yes
681702,201124,No,Yes
681709,201018,Yes,No
681718,201018,Yes,Yes
681727,201018,No,No
681763,201344,Yes,Yes
681799,201018,Yes,Yes
681827,201124,No,No
681880,201234,No,No
681970,201238,Yes,Yes
681976,201124,No,Yes
681977,201128,No,Yes
681991,201124,No,Yes
682010,201238,No,Yes
682057,201124,Yes,Yes
682102,201124,No,Yes
681383,201018,Yes,Yes
682160,201124,Yes,No
682218,201124,No,Yes
681458,201348,No,Yes
682238,201018,No,Yes
682287,201564,No,Yes
682303,201344,No,Yes
682312,201234,No,No
682333,201124,Yes,No
681641,201018,No,No
682371,201124,No,Yes
682418,201124,Yes,Yes
681643,201018,No,No
681644,201018,No,No
682647,201018,No,Yes
682680,201124,Yes,Yes
682641,201018,No,No
682738,201124,No,No
682533,201018,No,Yes
682777,201124,No,Yes
682781,201124,Yes,Yes
682808,201018,No,Yes
682848,201124,Yes,No
682912,201018,Yes,No
682524,201018,Yes,No
682528,201018,No,Yes
682945,201124,No,Yes
682531,201018,Yes,No
682992,201124,Yes,Yes
682640,201018,No,Yes
683024,201124,No,No
683029,201124,No,No
683044,201124,No,Yes
683094,201128,Yes,No
682766,201018,Yes,Yes
683141,201234,No,Yes
683200,201344,Yes,Yes
683208,201124,Yes,No
683209,201238,No,Yes
683226,201124,No,No
683269,201344,No,Yes
683289,201018,Yes,Yes
683305,201018,Yes,Yes
683306,201018,No,Yes
683309,201234,No,Yes
683310,201018,Yes,No
683313,201018,No,Yes
683327,201018,No,Yes
683343,201124,No,Yes
683471,201018,No,No
683509,201124,No,Yes
683496,201018,No,Yes
683710,201124,No,Yes
683737,201128,Yes,No
683759,201124,No,No
683775,201124,Yes,No
683795,201018,No,No
683837,201238,No,Yes
683838,201234,Yes,Yes
683846,201124,Yes,Yes
683848,201124,No,Yes
683859,201124,No,Yes
683988,201124,No,Yes
684074,201124,No,Yes
684072,201128,Yes,Yes
684111,201344,No,Yes
684207,201018,No,Yes
684212,201234,No,Yes
684259,201124,No,Yes
684293,201568,Yes,Yes
684311,201124,No,Yes
684372,201018,No,Yes
684376,201124,Yes,No
684414,201124,No,No
684442,201124,No,No
684576,201018,No,Yes
684573,201018,No,Yes
684591,201124,Yes,Yes
684612,201124,No,No
684622,201018,No,Yes
684670,201344,No,Yes
684676,201234,Yes,No
684684,201018,No,No
684757,201234,Yes,Yes
684758,201018,Yes,No
684765,201018,No,No
684770,201018,No,Yes
684952,201124,No,Yes
684964,201124,No,Yes
685093,201234,No,No
685102,201124,No,Yes
685165,201124,No,Yes
685170,201128,Yes,No
685173,201124,No,Yes
685191,201124,No,Yes
685245,201018,Yes,Yes
685244,201124,Yes,No
685247,201018,No,No
685343,201234,No,Yes
685355,201124,Yes,No
685389,201124,No,Yes
685420,201454,No,Yes
671885,201128,No,Yes
656275,201344,No,Yes
685570,201018,Yes,Yes
685609,201018,No,Yes
685650,201018,Yes,Yes
685681,201234,No,Yes
685714,201018,Yes,Yes
685797,201124,No,Yes
685819,201124,No,Yes
685868,201124,No,Yes
685872,201018,No,Yes
685878,201128,Yes,Yes
685882,201124,No,Yes
685889,201018,No,Yes
685933,201124,Yes,Yes
685936,201124,No,No
685939,201234,No,No
685943,201018,No,Yes
686026,201018,No,Yes
686029,201124,No,Yes
686048,201124,No,Yes
686056,201018,No,Yes
686067,201128,No,Yes
686080,201124,No,No
686090,201018,Yes,Yes
686115,201124,No,No
686124,201234,No,Yes
686151,201124,Yes,Yes
686222,201234,Yes,No
686227,201124,Yes,No
686281,201124,Yes,No
686360,201018,No,No
686341,201018,Yes,Yes
686340,201234,No,Yes
686390,201234,Yes,Yes
686443,201124,Yes,Yes
686444,201124,No,Yes
686452,201344,Yes,Yes
686554,201124,No,Yes
686559,201124,No,Yes
686572,201124,No,Yes
686592,201018,No,No
686613,201018,No,Yes
686620,201124,Yes,Yes
686628,201124,No,Yes
686745,201234,No,Yes
686752,201124,Yes,Yes
686812,201124,No,No
686826,201454,No,Yes
686889,201234,No,Yes
686864,201018,Yes,No
687001,201124,No,Yes
687054,201124,No,Yes
687066,201018,No,No
687123,201018,No,Yes
687180,201124,No,Yes
687186,201128,Yes,Yes
687481,201124,Yes,Yes
687532,201124,No,No
687534,201124,No,Yes
687551,201124,No,Yes
687554,201124,No,Yes
687556,201124,Yes,Yes
687558,201124,Yes,Yes
687567,201018,No,Yes
687618,201124,Yes,Yes
687625,201124,No,Yes
687767,201124,No,Yes
687781,201124,Yes,Yes
687809,201124,Yes,Yes
687860,201018,No,Yes
688007,201344,No,Yes
688011,201124,No,No
688080,201124,No,Yes
688281,201018,Yes,Yes
688423,201124,Yes,Yes
688432,201018,No,Yes
688452,201344,No,Yes
688506,202344,Yes,No
688516,201124,No,No
688562,201124,No,Yes
688564,201344,No,No
688629,201124,No,Yes
688630,201018,No,No
688687,201234,No,Yes
688749,201018,No,Yes
688768,201234,Yes,Yes
688779,201124,Yes,No
688823,201124,No,Yes
688862,201124,No,Yes
688908,201018,No,Yes
688936,201238,No,No
688948,201124,No,No
688963,201018,Yes,Yes
688962,201018,Yes,No
689150,201124,Yes,No
689250,201458,No,No
689346,201234,No,No
689418,201234,Yes,Yes
689420,201124,No,Yes
689462,201128,No,Yes
689485,201124,No,Yes
689522,201124,No,Yes
689539,201128,No,No
689773,201238,No,No
689808,201018,Yes,Yes
689931,201018,No,Yes
689932,201018,No,Yes
689967,201344,No,Yes
690011,201124,Yes,No
690030,201124,Yes,No
690195,201124,No,Yes
690370,201124,No,Yes
690394,201124,No,No
690442,201234,Yes,No
690542,201124,No,No
690587,201124,No,No
690639,201234,No,No
690657,202124,Yes,No
690666,201018,No,No
690686,201018,Yes,No
690713,201018,No,No
690742,201124,Yes,Yes
690794,201124,No,Yes
691118,201018,No,Yes
691165,201124,Yes,Yes
691171,201234,Yes,Yes
691193,201018,Yes,Yes
691238,201124,No,Yes
691250,201124,Yes,Yes
691298,201018,No,No
691300,201018,No,Yes
691302,201124,Yes,Yes
691400,201124,No,No
691420,201018,No,Yes
691653,201018,No,Yes
691658,201124,Yes,No
691662,201018,Yes,Yes
691717,201124,No,Yes
691730,201124,No,Yes
691736,201124,Yes,Yes
691748,201018,No,Yes
691763,201018,No,Yes
691767,201344,Yes,No
691768,201124,No,Yes
691806,201124,Yes,Yes
691849,201124,Yes,Yes
691856,201124,Yes,Yes
691880,201124,Yes,No
691881,201128,Yes,Yes
691883,201124,No,Yes
691885,201124,No,Yes
691924,201018,No,Yes
691920,201018,Yes,Yes
691929,201344,No,Yes
691939,201344,Yes,Yes
691951,201124,Yes,Yes
691957,201124,No,Yes
691967,201124,No,No
691977,201454,No,Yes
691980,201454,No,Yes
691984,201454,No,No
691981,201018,Yes,No
691990,201124,No,No
691997,201124,No,Yes
692033,201128,No,Yes
692046,201238,No,No
692049,201124,No,Yes
692060,201124,No,Yes
692072,201018,Yes,Yes
692080,201018,No,Yes
692086,201018,Yes,Yes
692113,201674,No,Yes
692140,201124,Yes,Yes
692158,201344,Yes,No
692193,201018,No,Yes
692204,201018,No,Yes
692208,201344,No,Yes
692209,201018,No,Yes
692211,201018,No,Yes
692280,201018,No,No
692314,201124,Yes,Yes
692360,201788,No,Yes
692363,201124,Yes,No
692358,201018,No,No
692367,201124,No,Yes
692374,201128,Yes,No
692394,201018,No,Yes
692397,201018,No,Yes
692417,201018,No,Yes
692423,201018,Yes,Yes
692436,201344,No,No
692438,201674,No,No
692491,201234,No,Yes
692494,201018,No,Yes
692563,201124,No,No
692565,201234,No,Yes
692569,201124,No,Yes
692599,201124,No,Yes
692601,201018,No,Yes
692612,201124,No,Yes
692627,201124,Yes,Yes
692628,201124,No,Yes
692633,201124,Yes,Yes
692670,201124,No,Yes
692672,201018,No,Yes
692686,201128,No,Yes
692689,201124,No,Yes
692767,201124,Yes,No
692787,201128,Yes,Yes
692798,201124,No,No
692825,201234,Yes,Yes
692840,201124,No,Yes
692846,201128,No,Yes
692874,201234,No,No
692910,201018,Yes,No
692932,201018,No,No
692941,201124,No,No
692968,201018,Yes,Yes
692975,201124,No,Yes
692971,201018,No,No
693052,201124,No,Yes
693074,201124,Yes,Yes
693078,201124,Yes,Yes
693090,201124,No,Yes
693103,201454,No,Yes
693135,201124,No,Yes
693136,201124,Yes,No
692418,201124,Yes,Yes
693153,201018,Yes,Yes
693176,201018,Yes,Yes
693187,201124,No,No
693205,201124,No,No
693270,201124,Yes,No
693273,201124,No,Yes
693327,201124,Yes,No
693305,201018,No,No
693308,201018,No,Yes
693370,201348,No,Yes
693521,201124,No,No
693588,201018,No,Yes
693589,201124,No,No
693610,201124,No,No
693693,201124,Yes,No
693703,201128,Yes,No
693758,201124,No,No
693773,201124,No,Yes
693825,201018,No,No
693834,201124,No,Yes
693863,201344,No,Yes
693915,201128,No,No
693918,201454,Yes,Yes
693926,201124,Yes,Yes
693952,201124,Yes,Yes
693956,201124,No,Yes
693971,201128,No,Yes
694019,201018,Yes,Yes
694073,201124,No,Yes
694093,201018,No,Yes
694112,201124,No,Yes
694125,201124,Yes,Yes
694132,201124,No,Yes
694235,201018,No,Yes
694239,201124,No,Yes
694259,201124,No,Yes
694265,201124,Yes,Yes
694268,201128,No,Yes
694278,201018,Yes,No
694283,201564,No,Yes
694285,201124,Yes,No
694289,201124,No,Yes
694290,201458,No,No
694399,201124,No,Yes
694405,201234,No,No
694437,201124,No,Yes
694439,201564,No,No
694453,201128,No,Yes
694466,201124,No,Yes
694486,201234,No,Yes
694506,202128,No,Yes
694572,201124,Yes,Yes
694573,201674,No,Yes
694585,201124,Yes,Yes
694586,201674,No,Yes
694606,201234,No,Yes
694612,201124,Yes,No
694632,201124,No,Yes
694636,201124,Yes,No
694673,201238,No,Yes
694678,201124,Yes,Yes
694704,201128,No,Yes
694719,201018,No,Yes
694743,201124,No,Yes
694757,201124,No,No
694760,201124,No,No
694815,201124,No,Yes
694828,201124,No,No
694835,201128,Yes,Yes
694908,201124,No,No
694921,201124,No,Yes
694941,201124,No,Yes
694949,201128,No,Yes
694952,201124,Yes,Yes
695010,201124,No,No
695049,201018,No,No
695098,201124,No,Yes
695116,201124,No,No
695119,201124,Yes,No
695125,201234,No,Yes
695135,201234,Yes,Yes
695227,201234,No,Yes
695230,201124,No,Yes
695273,201124,No,Yes
695289,201124,No,No
695306,201124,Yes,Yes
695363,201124,No,Yes
695402,201018,Yes,Yes
695445,201018,Yes,Yes
695458,201234,Yes,Yes
695459,201128,Yes,Yes
695469,201124,No,Yes
695503,201234,Yes,No
695586,201454,Yes,No
695589,201674,Yes,Yes
695624,201124,Yes,No
695630,201124,No,Yes
695631,201124,No,Yes
695634,201128,Yes,No
695653,201128,No,Yes
695719,201234,No,Yes
695726,201234,No,Yes
695761,201124,No,Yes
695769,201234,No,Yes
695786,201784,Yes,Yes
695799,201128,No,Yes
695845,201234,No,Yes
695850,201344,Yes,Yes
695854,201234,Yes,Yes
695857,201344,Yes,No
695865,201124,Yes,No
695920,201128,No,Yes
696034,201124,No,Yes
696042,201128,No,Yes
696060,201234,Yes,Yes
696066,201124,Yes,Yes
696082,201124,No,Yes
696098,201124,Yes,Yes
696124,201124,Yes,Yes
696191,201124,No,Yes
696192,201124,No,Yes
696206,201234,No,Yes
696215,201018,No,Yes
696247,201124,Yes,No
695723,201018,No,Yes
696269,201124,No,Yes
696296,201124,Yes,Yes
696297,201124,Yes,Yes
696307,201124,Yes,No
696322,201344,No,Yes
696338,201124,Yes,No
696373,201124,No,Yes
696405,201128,No,Yes
696416,201124,No,Yes
696418,201018,No,No
696458,201124,No,Yes
696470,201124,No,Yes
696507,201124,Yes,Yes
696563,201124,No,Yes
696564,201234,No,Yes
696612,201124,Yes,Yes
696619,201348,No,No
696640,201128,No,Yes
696641,201124,No,Yes
696699,201124,Yes,Yes
696705,201124,No,No
696712,201124,No,Yes
696741,201124,No,Yes
696746,201124,Yes,No
696752,201018,No,No
696753,201124,No,Yes
696754,201124,No,No
696790,201454,No,Yes
696805,201124,No,Yes
696812,201018,No,No
696885,201234,No,No
696929,201124,No,Yes
696958,201674,No,Yes
696960,201124,Yes,Yes
696983,201124,Yes,No
697015,201234,Yes,Yes
697037,201124,No,Yes
697045,201234,Yes,No
697052,201454,No,Yes
697087,201124,No,Yes
697139,201234,No,Yes
697146,201124,Yes,No
697158,201124,No,Yes
697235,201128,No,Yes
697271,201124,No,Yes
697305,201124,No,Yes
697353,201234,Yes,Yes
697396,201124,Yes,No
697402,201234,Yes,Yes
697407,201234,Yes,Yes
697411,201124,Yes,Yes
697483,201564,No,Yes
697488,201124,No,Yes
697527,201018,No,Yes
697586,201128,Yes,Yes
697601,201124,No,No
697607,201124,No,Yes
697632,201124,Yes,Yes
697703,201234,No,Yes
697714,201234,No,Yes
697728,201124,No,Yes
697762,201234,Yes,Yes
697763,201124,No,Yes
697774,201124,No,Yes
697786,201234,No,No
697790,201124,No,No
697795,201124,Yes,Yes
697800,201124,Yes,No
697812,201128,No,Yes
697838,201124,Yes,Yes
697856,201124,No,No
697874,201454,No,No
697877,201124,No,Yes
697879,201234,No,Yes
697883,201454,Yes,Yes
697897,201234,Yes,Yes
697911,201128,No,Yes
698104,201018,No,Yes
698247,201124,No,Yes
698269,201124,No,Yes
698277,201124,No,Yes
698279,201124,No,Yes
698281,201234,Yes,Yes
698283,201128,Yes,No
698318,201124,No,Yes
698375,201124,Yes,No
698384,201234,No,Yes
698390,201234,No,Yes
698404,201234,Yes,Yes
698425,201128,Yes,Yes
698433,201234,Yes,No
698437,201124,Yes,Yes
698444,201234,Yes,Yes
698455,201124,No,No
698497,201234,No,Yes
698568,201454,No,Yes
698571,201124,Yes,Yes
698572,201234,No,Yes
698573,201124,Yes,No
698574,201128,No,Yes
698578,201124,No,Yes
698579,201124,No,No
698622,201124,Yes,No
698626,201124,No,Yes
698647,201124,No,Yes
698663,201018,No,Yes
698685,201128,Yes,Yes
698587,201124,No,Yes
698691,201124,Yes,Yes
698698,201128,No,Yes
698714,201234,No,Yes
698717,201234,Yes,Yes
698777,201124,No,Yes
698683,201018,Yes,Yes
698818,201124,No,Yes
698835,201124,No,No
698846,201454,No,No
698856,201234,No,No
698885,201124,No,Yes
698888,201234,No,No
698900,201124,Yes,Yes
698937,201344,Yes,Yes
699013,201124,Yes,Yes
699101,201124,Yes,Yes
699150,201128,No,Yes
699173,201454,No,Yes
699190,201344,Yes,Yes
699193,201124,No,No
699194,201124,No,Yes
699209,201124,No,Yes
699239,201124,No,Yes
699240,201128,Yes,Yes
699267,201124,No,Yes
699269,201124,Yes,Yes
699273,201124,Yes,No
699286,201124,No,Yes
699290,201124,No,Yes
699305,201124,Yes,Yes
699308,201234,Yes,No
699316,201124,Yes,No
699373,201234,Yes,No
699409,201124,No,Yes
699412,201124,Yes,Yes
699427,201124,No,Yes
699466,201234,No,No
699520,201124,No,No
699521,201124,No,No
699538,201124,Yes,No
699560,201124,No,Yes
694527,201128,No,Yes
699570,201124,Yes,No
699580,201234,Yes,Yes
699597,201124,No,Yes
699620,201124,No,Yes
699621,201128,Yes,Yes
699625,201124,Yes,No
699627,201128,No,Yes
699630,201124,No,Yes
699635,201234,Yes,Yes
699668,201344,No,Yes
699676,201124,No,Yes
699684,201124,Yes,No
699693,201238,No,Yes
699712,201124,Yes,Yes
699737,201124,Yes,Yes
699738,201124,No,No
699751,201124,No,No
699756,201124,No,No
699769,201124,No,Yes
699789,201124,Yes,No
699829,201344,Yes,Yes
699886,201124,No,Yes
699891,201344,No,No
699895,201238,Yes,Yes
699898,201234,Yes,Yes
699918,201568,No,Yes
699951,201234,No,Yes
699970,201124,Yes,No
699971,201124,No,Yes
699982,201124,Yes,No
700009,201124,Yes,No
700046,201124,Yes,Yes
700075,201128,Yes,Yes
700118,201124,Yes,Yes
700134,201124,No,Yes
700137,201124,No,Yes
700162,201128,No,No
700167,201124,Yes,Yes
700174,201124,No,Yes
700259,201124,No,Yes
700261,201018,Yes,No
700269,201124,No,No
700277,201124,Yes,No
700390,201234,No,Yes
700438,201234,No,No
700445,201124,No,Yes
700448,201238,No,Yes
700492,201128,Yes,Yes
700495,201128,No,No
700496,201124,Yes,Yes
700500,201018,No,Yes
700563,201234,Yes,Yes
700566,201124,Yes,No
678535,201124,Yes,Yes
700661,201124,No,No
700683,201894,No,Yes
700704,201238,Yes,Yes
700739,201124,No,Yes
700765,201124,No,Yes
700766,201234,Yes,Yes
700774,201124,No,Yes
700802,201124,Yes,Yes
700809,201124,Yes,No
700829,201124,Yes,Yes
700834,201234,No,Yes
700836,201124,No,No
700903,201128,No,Yes
700910,201124,No,Yes
700937,201234,Yes,No
700948,201124,No,Yes
700957,201128,No,Yes
700979,201124,Yes,No
700980,201454,No,No
700989,201124,No,Yes
700995,201124,Yes,Yes
701086,201564,No,Yes
701091,201894,No,Yes
701112,201234,No,Yes
701116,201564,Yes,Yes
701157,201018,Yes,Yes
701160,201124,No,Yes
701163,201018,No,Yes
701164,201124,No,No
701166,201124,Yes,Yes
701173,201234,Yes,No
701175,201124,No,Yes
701178,201124,No,No
701182,201124,No,No
701192,201124,No,Yes
701203,201124,No,Yes
701205,201124,No,Yes
701265,201348,No,Yes
701268,201124,No,Yes
701269,201124,No,Yes
701273,201124,No,Yes
701274,201124,No,No
701310,201124,No,Yes
701316,201348,Yes,Yes
701341,201128,Yes,Yes
50845,201018,No,Yes
701423,201124,Yes,Yes
701427,201124,Yes,Yes
701430,201124,Yes,No
701477,201124,No,Yes
701483,201128,Yes,Yes
701492,201124,Yes,No
701501,202344,No,No
701522,201454,Yes,Yes
701523,201128,Yes,Yes
701577,201124,No,No
701581,201124,No,No
701771,201344,Yes,No
701825,201124,No,Yes
701833,201234,Yes,Yes
701840,201124,No,Yes
701865,201344,No,No
701868,201128,Yes,Yes
701870,201234,No,Yes
701904,201238,Yes,No
701923,201124,No,Yes
701929,201124,No,No
701970,201124,No,No
701987,201124,No,Yes
701991,201124,No,Yes
701996,201128,Yes,Yes
