UID,TERM,FGEN,GRADUATED
754787,201564,No,Yes
744739,201564,No,Yes
754259,201344,Yes,Yes
754592,201454,Yes,No
754639,201344,Yes,Yes
754640,201348,Yes,Yes
754642,201344,Yes,Yes
754236,201454,No,No
739333,201454,No,No
754714,202344,No,No
754725,201454,No,Yes
754281,201344,Yes,No
755401,201344,No,Yes
755763,201454,No,Yes
755193,201344,No,Yes
755411,201564,No,Yes
755156,201454,No,No
755467,201454,No,No
755334,201454,No,Yes
755403,201344,Yes,No
755553,201564,No,Yes
755196,201344,No,Yes
755205,201454,No,No
755300,201344,Yes,No
755573,201564,No,No
755140,201344,No,No
755142,201344,No,Yes
755148,201454,Yes,Yes
755151,201454,No,No
755608,201344,Yes,Yes
755613,201344,No,Yes
755618,201344,No,Yes
755183,201344,Yes,Yes
755188,201344,No,No
755189,201344,Yes,Yes
749868,201344,Yes,No
755671,201344,Yes,Yes
755680,201454,No,Yes
755707,201454,No,Yes
755303,201344,No,Yes
755308,201344,No,Yes
755310,201344,No,Yes
755319,201344,No,Yes
755333,201344,No,Yes
755339,201348,No,Yes
755343,201344,No,Yes
755345,201344,No,Yes
755346,201454,Yes,Yes
755670,201344,Yes,Yes
755735,201344,Yes,No
755760,201344,Yes,Yes
755832,201348,Yes,No
755835,201344,No,No
756305,201348,Yes,Yes
756306,201344,No,Yes
756427,201454,No,Yes
756436,201348,No,No
756455,201344,No,Yes
756265,201564,Yes,Yes
756317,201344,No,No
756555,201344,No,Yes
756559,201344,No,Yes
756560,201348,No,Yes
756666,201344,No,Yes
756668,201344,No,Yes
755944,201454,No,No
755968,201564,No,Yes
756108,201564,No,No
756138,201454,No,Yes
756155,201454,Yes,Yes
756169,201564,Yes,Yes
756198,201564,No,Yes
755831,201674,Yes,Yes
756365,201454,No,Yes
756399,201344,Yes,Yes
756460,201344,No,Yes
756481,201564,No,Yes
756677,201454,No,Yes
756918,201454,No,Yes
757169,201454,No,Yes
757175,201454,Yes,No
757189,201344,No,No
757230,201344,No,Yes
756780,201344,No,Yes
756960,201564,No,Yes
756963,201564,No,Yes
756964,201894,No,Yes
757075,201344,Yes,Yes
757167,201344,No,No
757183,201454,Yes,No
756733,201344,No,No
756816,201454,No,Yes
757002,201454,No,Yes
757085,201344,No,Yes
757103,201344,No,Yes
756670,201344,No,Yes
757493,201454,No,No
757080,201454,No,Yes
757577,201348,No,Yes
757609,201344,Yes,No
757860,201344,Yes,No
757907,201454,No,Yes
757535,201678,No,Yes
757847,201454,No,Yes
758031,201344,No,Yes
758139,201454,No,Yes
758148,201454,No,No
757702,201454,No,Yes
757764,201454,No,Yes
757815,201344,Yes,No
757936,201454,Yes,Yes
758167,201568,No,Yes
757752,201454,No,Yes
757821,201454,Yes,No
757824,201674,No,No
757830,201454,No,Yes
757835,201454,Yes,Yes
757836,201454,Yes,Yes
757998,201454,No,Yes
757623,201454,No,No
757645,201454,No,Yes
744312,201674,No,No
757917,201344,Yes,No
757972,201454,No,Yes
758215,201454,Yes,Yes
758524,201344,No,No
758369,201454,No,Yes
758440,201564,No,Yes
758986,201348,No,No
758988,201454,No,Yes
758993,201344,Yes,Yes
758996,201454,Yes,Yes
758519,201344,Yes,No
758825,201784,No,Yes
758556,201454,Yes,Yes
758466,201454,No,Yes
758528,201454,No,Yes
758530,201458,No,No
758517,201344,No,Yes
758518,201348,No,No
758537,201784,Yes,No
754614,201454,No,Yes
759271,201564,No,Yes
759291,201454,No,Yes
759407,201454,No,Yes
759567,201568,No,Yes
759667,201454,Yes,Yes
759086,201454,No,Yes
759092,201454,Yes,No
759702,201348,No,Yes
759710,201344,No,No
759728,201344,Yes,Yes
759729,201344,Yes,Yes
759768,201788,No,No
759794,201564,No,Yes
759065,201344,No,Yes
759551,201344,No,Yes
759793,201344,No,Yes
759826,201454,Yes,Yes
759706,201564,Yes,No
759849,201344,No,Yes
759049,201564,Yes,No
759226,201454,No,Yes
760431,201454,No,Yes
760494,201454,No,Yes
759882,201344,No,Yes
759962,201344,No,Yes
760375,201454,Yes,No
760831,201674,No,Yes
760835,201454,No,Yes
760856,201348,No,Yes
761097,201454,Yes,Yes
761146,201344,Yes,No
761165,201454,Yes,Yes
761065,201564,No,Yes
761104,201344,No,No
761121,201344,No,No
761127,201344,No,Yes
761317,201904,No,No
761107,201454,Yes,No
761443,201564,No,Yes
760945,201454,No,Yes
761302,201454,Yes,No
761303,201454,No,Yes
761312,201344,No,Yes
761373,201348,No,Yes
760656,201454,Yes,Yes
760659,201564,No,Yes
760791,201454,Yes,Yes
760792,201454,No,Yes
761510,201454,No,No
761573,201344,No,No
761534,201454,No,Yes
762056,201344,No,Yes
761676,201564,Yes,Yes
762155,201454,No,Yes
762157,201454,Yes,Yes
762015,201904,No,Yes
762164,201344,Yes,No
761947,201348,No,No
762101,201454,No,Yes
752506,201564,No,Yes
761468,201674,No,Yes
761658,201674,No,Yes
762372,201454,No,Yes
762418,201454,Yes,No
762958,201454,No,Yes
762258,201454,No,Yes
752887,201564,No,Yes
762308,201454,No,Yes
762606,201454,Yes,Yes
762670,201564,No,Yes
747739,201674,Yes,Yes
762699,201454,Yes,Yes
762700,201454,Yes,Yes
763313,201454,No,Yes
763684,201454,No,Yes
763738,201344,No,No
763765,201454,No,Yes
763771,201454,No,Yes
763774,201454,No,Yes
763776,201454,Yes,Yes
763778,201454,Yes,No
763781,201454,No,Yes
763784,201454,No,Yes
763789,201454,No,Yes
763791,201454,Yes,Yes
763152,201564,No,No
763472,201564,No,No
763698,201344,No,Yes
763747,201454,No,Yes
763751,201454,Yes,Yes
763300,201454,No,Yes
763037,202014,Yes,No
763602,201454,No,No
763435,201454,No,Yes
753487,201674,No,Yes
764277,201344,Yes,Yes
764185,201454,No,Yes
764364,201674,No,Yes
749631,201674,Yes,Yes
764099,201454,No,Yes
764176,201454,Yes,Yes
763849,201784,No,Yes
764042,201454,No,Yes
764175,201344,No,Yes
764278,201344,No,No
763841,201678,No,Yes
764144,201344,No,Yes
764338,201674,Yes,No
764610,201344,Yes,Yes
763981,202014,No,No
764013,201454,Yes,No
764079,201674,No,No
763855,201344,No,No
764006,201894,No,Yes
764012,201454,Yes,Yes
764138,201454,Yes,No
763797,201568,No,No
763810,201454,No,Yes
763814,201454,No,Yes
763829,201454,No,Yes
763876,201344,Yes,Yes
764027,201344,Yes,No
764167,201454,No,Yes
764170,201454,No,Yes
764179,201454,No,Yes
753575,201454,No,Yes
764943,201454,No,Yes
764944,201344,Yes,No
765027,201454,No,Yes
765089,201674,No,No
764637,201454,No,No
764890,201454,No,Yes
764952,201454,No,No
764622,201348,No,No
765127,201348,No,Yes
764823,201454,No,Yes
764997,201904,No,No
764632,201348,No,Yes
764721,201348,No,No
764975,201344,Yes,Yes
764702,201564,No,Yes
764824,201454,No,No
764881,201454,Yes,Yes
765044,201564,No,No
765060,201564,No,No
765063,201454,Yes,Yes
765209,201344,No,Yes
765211,201344,No,No
764771,201454,Yes,Yes
764774,201458,No,Yes
764785,201454,No,Yes
765140,201454,Yes,Yes
764928,201454,Yes,Yes
765415,201454,No,No
764847,201454,No,Yes
764912,201348,Yes,No
764914,201454,No,Yes
764935,201348,No,Yes
765087,201454,No,Yes
764744,201458,No,No
764746,201674,No,Yes
765439,201348,No,Yes
765602,201454,Yes,No
766005,201454,No,Yes
766046,201454,Yes,Yes
765749,201454,No,No
765751,201454,No,Yes
765866,201454,No,Yes
766102,201454,No,Yes
765472,201454,No,Yes
766010,201348,No,Yes
766196,201454,Yes,Yes
765641,201454,Yes,No
765645,201454,Yes,No
765658,201454,No,Yes
765875,201454,No,No
766176,201564,No,Yes
765506,201348,No,Yes
766309,201454,Yes,No
765524,201674,Yes,Yes
765531,201454,Yes,No
765532,201678,No,No
765539,201564,Yes,No
765548,201674,Yes,Yes
765555,201784,No,No
765573,201674,No,No
765574,201784,Yes,No
765581,201784,No,No
765593,201564,No,Yes
765681,201564,No,Yes
765816,201454,No,Yes
765817,201454,No,Yes
765825,201564,Yes,Yes
766569,201564,Yes,Yes
766627,201454,Yes,Yes
766969,201564,No,Yes
767021,201454,No,Yes
767042,201454,Yes,Yes
766458,201454,No,Yes
766469,201454,Yes,Yes
766331,201454,Yes,No
766375,201348,No,Yes
766538,202234,No,No
766706,201454,No,Yes
766721,201454,Yes,No
766746,201454,Yes,Yes
766801,201454,No,Yes
766994,201674,No,Yes
767007,201564,No,Yes
767045,201454,No,Yes
767052,201454,No,Yes
767055,201454,No,Yes
767054,201454,No,Yes
767056,201454,No,Yes
766653,201454,Yes,Yes
766680,201454,No,No
767022,201458,No,Yes
767227,201348,No,Yes
767228,201784,No,Yes
767602,201454,Yes,Yes
767623,201454,No,Yes
767646,201454,Yes,No
767662,201348,No,No
767650,201454,No,Yes
767773,201454,No,Yes
767865,201454,No,No
767541,201674,Yes,Yes
767791,201564,No,Yes
767322,201454,No,Yes
767797,202128,Yes,No
767959,201454,No,Yes
767390,201348,No,No
767639,201454,No,No
767659,201348,No,Yes
767711,201674,No,Yes
767719,201784,No,Yes
767754,201784,No,Yes
767759,201674,No,Yes
767687,201454,Yes,Yes
767461,201564,No,No
767577,201454,Yes,No
768093,201564,Yes,Yes
768213,201564,Yes,No
693648,201454,No,Yes
751169,201564,No,Yes
768540,201454,Yes,Yes
768689,201454,No,Yes
768705,201458,No,No
768323,201454,No,No
768586,201454,No,Yes
768645,201454,No,Yes
768653,201454,No,Yes
768739,201454,Yes,No
768502,201564,No,Yes
768528,201674,No,Yes
768533,201564,No,Yes
768790,201454,No,Yes
768797,201454,Yes,Yes
768265,201564,No,No
768350,201454,No,Yes
768468,201348,No,Yes
768635,201454,No,Yes
768637,201454,No,Yes
768372,201564,No,Yes
768382,201674,No,Yes
768386,201674,No,Yes
768390,201674,No,Yes
768394,201784,No,Yes
768414,201564,No,No
768422,201674,No,No
767972,201784,No,Yes
767979,201674,No,No
767980,201674,No,Yes
768036,201674,No,Yes
768055,201454,Yes,No
768094,201674,No,Yes
768165,201564,No,No
768456,201674,No,Yes
768457,201678,No,Yes
768494,201454,No,No
768497,201454,Yes,Yes
768510,201564,No,Yes
768594,201454,No,Yes
769288,201454,No,No
769468,201458,No,Yes
769502,201454,No,Yes
768907,201454,Yes,No
768930,201454,No,Yes
769234,201454,No,Yes
768975,201564,No,No
768982,201784,Yes,Yes
769627,201454,Yes,Yes
769374,201564,Yes,No
769471,201454,Yes,No
768926,201784,Yes,Yes
768998,201454,No,No
769160,201454,Yes,Yes
768939,201454,No,Yes
768950,201454,No,Yes
769236,201454,No,Yes
769355,201454,No,Yes
769431,201454,No,Yes
769432,201454,No,Yes
769446,201454,No,Yes
768817,201454,Yes,No
769117,201564,No,Yes
769488,201564,Yes,No
769123,201458,No,Yes
769606,201564,Yes,Yes
769018,201454,Yes,Yes
754309,201454,No,No
769642,201454,Yes,No
769920,201454,No,Yes
769985,201454,No,Yes
770264,201454,No,Yes
770313,201564,No,No
770315,201454,No,No
770533,201454,Yes,No
769717,201454,Yes,Yes
769766,201454,No,Yes
769818,201454,No,Yes
769835,201564,No,Yes
769925,201454,Yes,Yes
769947,201454,Yes,Yes
769949,201454,Yes,Yes
769958,201454,No,Yes
770188,201454,Yes,Yes
770208,201564,No,Yes
770337,201454,No,Yes
770339,201564,No,Yes
770348,201454,No,Yes
770355,201454,No,No
770357,201454,Yes,Yes
770358,201348,Yes,Yes
769721,201454,No,Yes
770247,201454,Yes,No
770248,201458,Yes,No
770293,201458,Yes,Yes
770379,201454,Yes,Yes
770381,201564,No,Yes
769919,201454,Yes,No
771056,201564,No,Yes
770609,201348,No,Yes
770638,201454,No,Yes
770550,201564,No,Yes
770598,201458,No,No
708433,201454,No,No
770861,201454,Yes,Yes
770865,201454,No,Yes
770868,201348,Yes,Yes
770869,201454,Yes,Yes
771321,201454,No,Yes
771356,201908,No,Yes
770736,201454,Yes,Yes
770832,201454,No,Yes
771372,201454,No,Yes
771381,201564,No,Yes
771403,201454,No,No
770751,201564,Yes,Yes
770754,201564,No,Yes
770759,201784,No,Yes
770758,201454,Yes,No
770764,201454,No,No
770799,201898,No,No
770809,201454,No,No
770822,201564,Yes,No
770880,201458,Yes,Yes
770884,201454,Yes,Yes
770967,201454,No,No
771111,201454,Yes,No
765168,201454,No,No
770721,201454,Yes,No
770970,201454,No,Yes
770854,201348,No,Yes
771422,201454,No,Yes
771496,201454,No,Yes
771517,201784,No,Yes
771561,201454,No,Yes
771648,201454,No,Yes
771634,201454,No,Yes
771782,201454,Yes,No
771939,201454,Yes,Yes
772143,201454,No,No
772216,201784,Yes,Yes
772223,201454,No,Yes
772247,201454,No,Yes
771862,201454,Yes,No
771888,201564,No,Yes
771871,201454,Yes,Yes
771407,201454,No,No
771697,201454,Yes,No
771698,201348,Yes,Yes
771706,201454,Yes,Yes
771911,201894,No,No
772034,201674,Yes,Yes
772156,201454,Yes,Yes
772198,201454,Yes,No
772211,201784,Yes,Yes
772835,201454,No,Yes
772879,201564,Yes,Yes
772888,201564,No,Yes
772919,201564,Yes,Yes
772333,201454,No,Yes
772340,201454,No,Yes
772789,201568,Yes,Yes
772994,201454,No,Yes
772995,201454,No,No
772997,201454,No,Yes
772999,201454,Yes,Yes
772374,201674,Yes,No
772327,201454,No,No
772348,201454,Yes,No
772510,201674,No,Yes
772520,201564,No,Yes
772551,201564,No,Yes
772597,201674,Yes,No
772314,201564,No,No
772623,201674,No,No
772626,201564,No,Yes
772265,201674,Yes,Yes
772275,201454,Yes,Yes
772768,201564,No,Yes
773205,201454,Yes,Yes
773064,201564,Yes,Yes
773080,201784,No,Yes
773117,201454,No,Yes
773510,201454,Yes,Yes
773057,201454,Yes,Yes
773604,201454,No,Yes
774571,201454,Yes,Yes
774584,201454,No,No
774588,201454,No,Yes
774597,201454,No,No
774617,201454,Yes,No
773935,201458,No,Yes
773988,201454,Yes,Yes
774108,201564,No,Yes
774110,201458,Yes,Yes
774128,201454,Yes,Yes
774129,201454,Yes,Yes
774135,201454,Yes,No
774199,201454,No,Yes
774205,201454,No,Yes
774297,201904,Yes,Yes
774390,201454,No,Yes
774393,201454,No,No
774409,201454,No,No
774106,201458,No,Yes
774147,201454,Yes,Yes
774157,201454,No,No
774436,201454,No,Yes
774437,201454,Yes,Yes
774371,201454,Yes,No
774446,201454,No,Yes
774463,201454,No,No
774464,201454,Yes,Yes
774115,201454,No,Yes
774223,201454,Yes,Yes
774505,201454,Yes,Yes
774551,201454,Yes,Yes
774552,201458,Yes,Yes
774556,201348,No,Yes
775144,201564,No,Yes
775466,201454,Yes,Yes
775483,201454,No,Yes
774729,201564,No,Yes
774734,201564,No,Yes
751154,201454,No,Yes
775031,201454,No,Yes
775191,201454,No,No
775350,201454,Yes,Yes
775365,201454,No,Yes
775371,201894,No,Yes
774645,201454,No,Yes
775203,201454,No,Yes
774708,201564,No,Yes
775267,201564,Yes,No
774836,201454,Yes,Yes
775162,201454,No,Yes
775181,201454,No,Yes
775182,201454,No,Yes
775183,201454,No,Yes
775282,201674,Yes,No
775303,201458,No,Yes
774957,201348,No,Yes
775124,201564,No,Yes
775346,201564,No,Yes
775451,201454,Yes,No
775452,201454,Yes,No
775462,201454,Yes,Yes
774676,201454,No,Yes
774904,201454,No,Yes
774929,201454,No,No
775161,201454,No,Yes
775436,201348,No,Yes
775439,201454,Yes,Yes
775441,201454,No,Yes
775442,201454,No,Yes
774940,201454,No,No
775169,201454,No,Yes
775404,201454,No,Yes
775491,201454,Yes,Yes
775494,201454,Yes,Yes
775651,201454,Yes,Yes
776028,201564,No,Yes
776447,201564,Yes,Yes
775604,201784,No,No
775532,201454,Yes,No
775903,201454,No,Yes
775918,201454,Yes,Yes
775925,201564,Yes,Yes
775989,201454,No,Yes
775666,202344,Yes,No
775910,201894,Yes,Yes
775980,201454,No,No
776133,201904,No,Yes
775810,201568,No,Yes
775817,201784,Yes,No
775852,201454,No,Yes
775770,201564,Yes,Yes
769521,201454,No,Yes
776130,201564,Yes,Yes
776177,201454,No,Yes
775690,201454,No,Yes
775911,201454,No,Yes
776391,201454,No,No
775807,201454,No,Yes
776108,201454,No,Yes
776115,201454,No,Yes
776339,201458,No,Yes
776437,201454,No,Yes
776438,201454,No,No
776439,201454,No,Yes
775791,201564,No,No
776244,201674,No,Yes
776795,201454,No,No
777268,201454,No,Yes
777287,201458,No,Yes
777290,201454,No,Yes
777251,201454,No,Yes
777253,201454,Yes,Yes
777322,201674,No,Yes
777326,201674,No,Yes
777328,201674,Yes,Yes
777368,201674,Yes,No
776497,201454,Yes,No
776776,201454,No,No
776848,201454,No,Yes
777270,201454,No,No
777385,201454,No,Yes
777386,201454,Yes,Yes
776470,201454,Yes,Yes
776481,201564,No,Yes
776482,201454,Yes,No
776483,201454,No,Yes
776485,201454,No,No
776489,201454,No,Yes
776491,201454,No,Yes
776492,201568,No,No
777310,201898,No,No
776573,201458,Yes,No
776580,201674,No,No
777113,201454,No,Yes
777132,201454,No,Yes
777139,201454,No,Yes
777148,201454,Yes,Yes
777149,201454,Yes,No
693879,201454,No,Yes
776672,201454,No,Yes
776691,201454,No,Yes
776693,201458,No,Yes
776875,201454,Yes,Yes
776877,201454,No,Yes
776986,201454,No,Yes
776992,201454,No,No
777043,201454,No,Yes
776472,201454,No,Yes
777054,201454,No,Yes
777071,201454,No,No
777098,201454,Yes,No
776709,201454,Yes,No
776963,201348,No,No
776964,201454,Yes,No
777006,201454,No,Yes
777009,201454,Yes,No
777161,201564,No,Yes
776574,201454,No,No
776576,201454,No,No
777106,201454,Yes,No
777243,201454,Yes,Yes
777507,201564,No,Yes
777614,201784,Yes,No
777777,201784,No,No
777793,201454,Yes,Yes
777821,201454,No,Yes
777841,201454,Yes,Yes
777411,201784,No,Yes
777414,201784,No,Yes
777719,201454,Yes,No
777981,201564,No,Yes
778013,201454,Yes,Yes
778085,201454,No,No
778092,201454,Yes,Yes
778095,201674,No,No
778096,201458,No,Yes
778097,201454,No,Yes
778111,201454,No,Yes
778003,201458,No,Yes
778008,201454,Yes,Yes
778119,201454,No,No
778120,201454,No,Yes
778132,201454,No,Yes
778133,201454,No,Yes
777428,201454,No,Yes
777459,201564,No,Yes
777538,201784,No,Yes
777746,201454,No,No
777825,201454,Yes,No
777828,201674,No,Yes
777836,201454,No,No
777954,201454,No,Yes
778021,201454,No,No
778024,201454,No,No
778031,201454,Yes,No
777610,201454,Yes,Yes
777710,201454,Yes,No
777922,201454,No,Yes
777924,201454,Yes,Yes
777932,201454,Yes,No
778044,201454,Yes,No
777867,201454,No,Yes
777868,201454,Yes,Yes
777871,201564,No,Yes
777878,201454,No,Yes
777883,201454,No,Yes
778349,201454,No,No
778399,201564,No,No
778913,201454,No,Yes
778938,201454,No,Yes
778973,201454,No,No
778445,201454,No,Yes
778470,201674,No,Yes
778668,201454,No,No
778675,201454,No,No
778870,201454,No,No
778877,201454,No,No
778213,201454,No,No
778337,201454,No,Yes
778878,201454,No,Yes
778899,201454,No,No
778902,201454,Yes,Yes
778914,201454,Yes,Yes
778180,201564,No,Yes
778187,201564,No,No
778196,201674,Yes,Yes
778252,201458,Yes,Yes
778253,201454,Yes,Yes
778270,201454,No,Yes
778271,201454,No,Yes
778274,201454,Yes,Yes
776721,201564,Yes,Yes
778283,201454,No,No
778459,201784,No,No
778778,201454,No,Yes
778779,201454,No,Yes
778189,201454,Yes,Yes
778190,201458,No,Yes
778706,201674,No,Yes
778917,201454,Yes,Yes
778918,201454,No,Yes
778919,201454,Yes,No
778727,201564,No,Yes
778760,201454,No,Yes
778942,201454,No,Yes
778953,201458,No,No
778200,201454,Yes,No
725994,201784,Yes,Yes
778197,201454,No,No
778589,201454,Yes,Yes
779041,201894,No,Yes
779408,201674,Yes,No
779427,201894,No,Yes
779437,201564,No,Yes
779208,201564,No,Yes
779448,201454,No,Yes
779544,201564,No,Yes
779702,201454,No,Yes
779844,201564,No,No
779265,201454,Yes,No
779467,201674,Yes,Yes
779001,201454,No,Yes
779123,201564,No,No
779126,201564,No,Yes
779558,201454,Yes,Yes
779616,201454,No,No
779766,201674,No,Yes
779793,201894,No,Yes
779187,201454,Yes,Yes
779188,201454,Yes,No
779190,201454,Yes,No
779192,201454,Yes,Yes
779292,201894,No,Yes
779551,201454,Yes,Yes
779555,201674,Yes,No
779142,201454,No,Yes
779153,201564,No,Yes
779449,201458,No,Yes
779450,201454,Yes,Yes
779451,201454,No,Yes
779724,201564,Yes,Yes
779773,201454,Yes,Yes
779025,201454,No,No
779745,201564,No,Yes
779776,201454,Yes,Yes
779777,201454,No,Yes
779097,201454,Yes,No
779113,201454,No,Yes
779118,201564,Yes,No
779132,201674,No,Yes
779135,201564,No,No
779144,201458,No,No
779504,201454,No,No
779611,201454,Yes,Yes
745891,201564,No,Yes
779621,201564,No,Yes
780269,201564,Yes,No
780285,201674,Yes,Yes
780317,201564,No,Yes
780323,201564,No,Yes
780332,201674,No,Yes
780359,201564,Yes,Yes
780367,201784,No,Yes
780216,201454,No,Yes
780381,201564,No,Yes
780398,201674,No,Yes
780426,201674,Yes,Yes
780176,201564,No,No
780242,201898,No,Yes
780530,201674,No,Yes
779913,201564,No,Yes
779916,201564,No,Yes
779925,201564,No,Yes
779950,201564,No,Yes
779972,201784,No,Yes
780022,201564,Yes,Yes
780073,201564,Yes,Yes
780075,201564,No,No
780085,201564,Yes,Yes
780103,201784,Yes,Yes
780760,201564,Yes,Yes
780804,201564,No,Yes
780882,201674,No,Yes
780894,201674,Yes,No
780936,201674,Yes,Yes
780937,201564,No,No
781069,201674,No,Yes
781119,201784,No,Yes
780647,201784,No,Yes
780656,201564,No,No
780671,201564,Yes,Yes
781345,201564,No,Yes
781471,201564,No,Yes
782109,201564,No,No
782181,201454,No,No
782182,201454,No,Yes
782205,201674,No,Yes
781629,201564,Yes,Yes
781713,201674,Yes,Yes
781782,201564,No,Yes
781923,201564,No,Yes
781936,201564,Yes,Yes
776739,201564,Yes,Yes
782028,201564,No,Yes
782257,201454,No,Yes
782264,201564,No,Yes
782413,201564,No,Yes
782487,201454,Yes,Yes
782378,201564,No,Yes
782477,202014,No,No
782491,201454,No,Yes
782953,201674,Yes,Yes
782303,201454,No,Yes
782381,201564,Yes,Yes
782428,201454,No,Yes
782621,201564,Yes,Yes
782639,201564,Yes,Yes
782449,201564,Yes,Yes
782270,201564,Yes,Yes
782447,201454,Yes,No
783311,201564,No,Yes
783504,201564,Yes,No
783707,201564,No,Yes
783716,201564,Yes,Yes
783408,201454,No,Yes
782983,201564,No,Yes
783059,201674,No,Yes
783242,201674,Yes,Yes
784108,201454,No,Yes
784141,201564,No,Yes
784173,201674,No,No
784180,201564,Yes,No
784394,201784,No,Yes
784450,201454,No,Yes
784454,201564,No,Yes
784465,201674,No,Yes
784051,201564,No,Yes
784473,201454,No,Yes
783957,201454,Yes,Yes
784309,201564,Yes,Yes
784405,201564,No,Yes
784407,201454,No,Yes
784531,201454,Yes,Yes
784580,201564,No,Yes
783902,201564,No,No
784112,201454,Yes,Yes
784113,201564,No,Yes
783971,201454,No,Yes
784246,201564,No,No
784254,201564,No,No
784263,201568,Yes,No
783760,201564,No,Yes
784291,201454,Yes,No
784298,201454,No,Yes
784347,201564,No,Yes
784621,201454,No,Yes
784622,201454,Yes,Yes
784702,201564,No,No
784914,201454,No,No
785091,201454,Yes,Yes
785031,201564,Yes,No
785032,201564,No,Yes
784614,201454,No,No
784735,201564,Yes,Yes
784900,201674,Yes,Yes
784636,201564,No,Yes
784779,201564,Yes,Yes
784988,201454,Yes,Yes
785055,201564,No,Yes
785117,201564,No,Yes
784707,201784,No,Yes
784786,201454,No,No
784961,201788,No,Yes
784965,201564,No,Yes
785149,201564,Yes,Yes
785159,201564,No,Yes
785087,201454,Yes,Yes
779398,201454,Yes,No
784932,201564,No,Yes
785816,201564,No,No
785669,201454,Yes,Yes
785589,201564,No,Yes
785622,201674,No,No
785713,201564,No,Yes
786250,201454,No,No
786264,201894,No,Yes
786268,201674,Yes,Yes
785662,201454,No,Yes
786273,201454,No,No
785549,201454,No,No
786296,201894,No,Yes
786316,201454,No,No
785498,201458,No,Yes
785748,201784,No,No
787122,201564,No,Yes
786321,201454,Yes,No
787989,201564,Yes,Yes
787998,201454,No,No
788000,201454,No,Yes
788067,201454,No,Yes
788072,201454,No,Yes
788085,201564,No,Yes
787700,201564,No,Yes
775339,201894,No,Yes
787942,201564,Yes,No
787943,201564,No,Yes
787983,201454,No,Yes
788053,202234,No,No
788081,201564,No,Yes
788149,201674,No,No
788202,201454,No,No
788465,201458,Yes,No
788682,201674,Yes,No
788798,201454,No,No
788958,201454,No,No
788272,201454,Yes,No
788889,201784,No,Yes
788896,201564,No,Yes
788735,201454,Yes,No
777819,201894,No,Yes
788919,201674,No,Yes
788220,201454,No,Yes
788702,201454,No,Yes
788289,201454,Yes,Yes
788477,201454,Yes,Yes
788439,202124,Yes,No
787947,201454,Yes,Yes
788716,201454,Yes,Yes
788262,201674,Yes,Yes
788267,201674,Yes,Yes
789546,201904,No,Yes
789587,201568,No,Yes
789652,201564,Yes,No
784807,201564,No,Yes
789269,201454,No,No
789880,201674,Yes,Yes
789122,201568,No,Yes
789123,201454,Yes,Yes
789425,201454,Yes,No
789656,201454,No,No
781312,201894,No,No
789146,201454,No,Yes
789249,201674,No,Yes
789446,202124,No,Yes
789508,201458,Yes,Yes
789337,201674,No,Yes
784761,201564,No,Yes
789717,201564,No,Yes
789721,201564,No,No
789835,201674,Yes,Yes
789223,201454,No,No
789225,201454,No,No
789621,201564,No,No
789285,201564,No,No
789286,201674,No,No
789391,201454,No,No
789518,201454,No,Yes
790026,201454,No,No
790048,201454,No,Yes
790173,201564,No,No
790354,201564,No,No
790514,202344,No,No
790559,201454,No,No
790638,201454,No,Yes
790068,201454,Yes,No
790127,201454,Yes,Yes
789999,201458,No,Yes
790395,201564,No,Yes
790086,201454,No,Yes
790682,201454,Yes,Yes
789993,201454,No,Yes
790056,201674,Yes,No
790580,201564,No,Yes
789962,201454,Yes,Yes
790531,201454,No,No
790668,201564,No,Yes
789990,201674,No,Yes
790013,201454,Yes,Yes
790211,201454,Yes,Yes
790578,201454,No,Yes
790038,201454,No,Yes
790216,201564,No,Yes
790738,201564,No,Yes
790742,201564,No,Yes
790935,201564,No,No
791417,201454,No,Yes
791462,201564,No,Yes
791475,201674,No,Yes
791490,201564,No,Yes
791498,201564,No,Yes
791716,201564,No,Yes
790862,201454,No,Yes
792036,201564,Yes,Yes
792615,201894,No,Yes
793286,201564,Yes,Yes
793845,201454,No,Yes
793959,201454,No,Yes
794171,201564,Yes,No
794255,201454,No,Yes
793829,201564,No,Yes
794183,201674,No,Yes
794316,202014,No,No
794336,201564,No,No
794347,201454,Yes,No
793783,201454,No,Yes
793816,201564,Yes,Yes
793819,201564,No,Yes
793838,201564,No,Yes
793566,201674,No,No
793834,201454,No,No
793923,201564,No,Yes
793579,201454,No,Yes
793907,201564,No,Yes
794109,201564,No,Yes
794151,201454,No,Yes
794476,201564,No,Yes
794517,201894,Yes,Yes
778149,201564,Yes,Yes
766626,201904,No,No
766787,201454,Yes,Yes
767041,201454,No,No
794399,201674,Yes,Yes
774546,201894,No,Yes
775455,201454,No,Yes
722364,201234,No,No
725465,201344,No,Yes
728969,201234,Yes,Yes
729051,201234,Yes,No
729732,201238,No,Yes
730893,201234,Yes,Yes
731897,201344,Yes,No
734173,201344,No,Yes
742702,201344,No,Yes
794443,201564,No,Yes
794466,201564,No,Yes
794379,201564,Yes,No
794380,201454,No,Yes
794484,201564,No,Yes
794506,201568,No,Yes
794557,201458,No,Yes
794559,201454,No,Yes
794564,201784,Yes,Yes
794572,201894,No,No
795116,201894,Yes,Yes
794906,201564,No,Yes
794754,201564,Yes,Yes
795027,201674,No,Yes
795059,201674,No,No
