UID,TERM,DFWIS,GRADUATED
1488732,202014,0,No
1489715,202014,0,Yes
1490473,202014,4,No
1490098,202234,0,No
1490312,202014,1,No
1490598,202014,0,No
1490904,202124,0,No
1491482,202014,0,Yes
1491492,202014,0,No
1491647,202014,0,No
1492105,202014,0,No
1492172,202344,0,No
1492250,202014,0,No
1492442,202014,0,No
1493879,202014,2,No
1496336,202014,2,No
1496046,202014,3,No
1496725,202124,8,No
1496500,202014,2,No
1496501,202014,2,No
1496552,202014,5,No
1497826,202124,0,No
1497716,202124,9,No
1498303,202124,0,No
1498419,202014,0,No
1500999,202014,0,No
1501201,202124,0,No
1502094,202124,0,No
1502813,202124,0,No
1502714,202124,3,No
1503223,202344,0,No
1503723,202124,0,No
1504976,202014,1,No
1504568,202124,0,No
1504626,202124,0,No
1506087,202344,0,No
1506161,202014,1,No
1507386,202124,0,No
1507492,202234,0,No
1508649,202014,7,No
1508370,202124,1,No
1508578,202124,1,No
1508987,202014,4,No
1510117,202014,3,No
1509518,202014,0,No
1512337,202234,0,No
1513143,202124,0,No
1513206,202014,4,No
1514138,202014,10,No
1514203,202014,0,No
1513822,202124,2,No
1513823,202124,1,No
1513978,202124,8,No
1515219,202234,0,No
1514612,202124,1,No
1515533,202014,4,No
1516465,202014,1,No
1517657,202124,0,No
1519542,202014,0,No
1519652,202124,0,No
1520759,202124,0,Yes
1521132,202124,0,Yes
1521140,202124,0,No
1522254,202234,0,No
1522288,202014,2,No
1522406,202124,0,No
1522931,202124,0,No
1522754,202124,1,No
1523802,202344,0,No
1524629,202124,0,No
1525027,202124,1,No
1525575,202014,0,No
1526561,202124,0,No
1527292,202124,0,No
1527341,202014,0,No
1526869,202124,1,No
1526954,202014,0,No
1529016,202014,2,No
1528718,202124,3,No
1528851,202014,7,No
1529134,202234,0,No
1530328,202014,0,Yes
1531413,202124,2,No
1531511,202014,0,No
1531525,202014,3,No
1531753,202014,4,Yes
1532442,201904,0,No
1532690,202014,0,No
1532176,201904,1,Yes
1532528,202124,2,No
1532655,201904,4,No
1532752,202014,2,No
1532154,202014,0,Yes
1532299,201904,7,No
1532151,202014,0,No
1532252,201904,0,Yes
1532376,202014,0,Yes
1532422,202124,5,No
1532441,201904,1,No
1532103,202014,1,No
1532210,201904,1,No
679269,201018,0,Yes
1532788,202014,1,No
1533399,202234,0,No
1533402,202124,1,No
1532791,202014,4,No
1532894,202124,0,No
1533496,202014,0,No
1533494,202014,0,No
1533002,202014,0,No
1533018,201904,0,Yes
1533156,202234,0,No
727644,201564,1,Yes
1533935,202014,0,No
1221322,202014,0,No
1452986,202124,5,No
1533956,201908,1,No
1534018,202014,0,No
1534091,202014,0,Yes
1534129,202014,0,No
1534028,202014,0,No
1534057,202014,0,No
1533715,202014,0,No
1533738,202344,0,No
1533775,202234,0,No
1533864,202234,0,No
1533994,202124,0,No
1533997,201908,0,Yes
1534327,201904,0,Yes
1534319,202124,0,Yes
1535721,202344,0,No
1535593,202234,3,No
1535657,201908,0,Yes
1535830,202124,1,No
1535680,202014,0,No
1536064,202014,1,Yes
1536510,202014,0,No
1273233,202014,0,Yes
1201782,202014,10,No
1535915,202124,1,No
1535957,202014,0,No
1535870,202124,0,No
1535885,202014,0,No
1535903,202124,1,No
1536866,202234,0,No
1536754,202344,0,No
1536852,202014,0,No
1536784,202014,0,No
1542361,202014,1,No
1542586,201908,0,Yes
1542919,202014,1,Yes
1542931,202014,0,No
1543156,202014,0,No
1542631,202014,8,No
1542632,202014,0,No
1543025,202014,10,No
1542715,202234,0,No
1542826,202014,0,Yes
1756897,202234,0,No
683393,201128,0,Yes
523031,201018,0,Yes
1756904,202234,0,No
1542740,202014,0,Yes
1542747,202014,2,No
1543508,202014,0,No
1543350,201908,0,Yes
1543550,202014,1,No
1543415,202014,0,No
1543670,202014,0,Yes
1543711,202014,0,No
1543901,202014,1,No
1543956,202014,1,No
1452200,202014,2,No
1543933,202014,2,No
1544040,202124,0,No
1543352,202014,0,No
1543715,202014,0,No
1543992,202124,1,No
1543730,202014,1,No
1544101,202234,0,No
1544102,202014,0,Yes
1544158,202014,1,No
1757378,202234,0,No
1544152,202014,0,Yes
1544188,202014,2,No
1544279,202124,5,No
1544280,202124,0,No
1544321,202014,0,No
1544422,202234,1,No
1544454,202124,0,No
1545097,202014,1,No
1545098,202014,0,No
1545190,202014,5,No
1535563,202014,0,No
1544801,202014,0,No
1544838,202014,0,No
1544697,202014,0,No
1544748,202014,3,No
1544796,202124,0,No
1544887,202014,2,No
1544659,202014,1,No
1544535,202124,0,No
1544812,202014,0,No
1545050,202014,0,No
1545053,202014,0,No
1545070,202014,2,No
1544591,202014,3,No
1544743,202234,0,No
1545137,202014,0,No
1544498,202014,1,No
1544862,202344,0,No
1334020,202014,1,No
1545193,202014,0,Yes
1544668,202124,4,No
1544985,201908,2,No
1544987,202124,3,No
1544744,202124,1,No
1544850,202018,0,No
1605205,202124,0,No
1545182,202344,0,No
1545235,202014,3,No
1545278,202128,0,No
1545280,202124,1,No
1545911,202014,6,No
1621426,202124,0,No
1546050,202124,1,No
1545854,202014,3,No
1545291,202124,2,No
1545886,202014,0,Yes
1545771,202014,3,No
1545795,202124,0,No
1545807,202014,1,No
1545815,202234,0,No
1545829,202014,3,No
1545839,202014,3,No
1546090,202014,0,No
1546236,202014,13,No
1546112,202014,0,Yes
1546275,202018,2,Yes
1546362,202014,1,No
1546383,202344,0,No
1546384,202014,3,No
1546385,202124,2,No
1331582,202014,0,No
1546790,202014,7,No
1643896,202128,0,No
1546806,202234,3,No
1546823,202238,0,No
1546827,202014,0,No
1546375,202014,0,No
1546379,202014,1,No
1546216,202014,3,No
1546288,202014,1,No
1546344,202014,0,No
1546120,202014,1,Yes
1546231,202014,7,No
1547090,202014,1,No
1546863,202014,5,No
1547093,202014,2,No
1546958,202124,4,No
1547312,202014,0,No
1547374,202014,0,No
1547340,202124,1,No
1547441,202014,0,No
1547588,202014,0,No
1547649,202014,0,Yes
1547464,202124,0,No
1548060,202014,2,No
1548061,202014,0,No
1547559,202014,1,No
1548158,202124,6,No
1548191,202014,4,No
1548213,202124,6,No
1547900,202234,0,No
1548247,202234,2,No
1547636,202014,0,Yes
1547638,202124,1,No
1547723,201908,2,Yes
1548087,202014,6,No
1548417,202124,2,No
1548442,202344,0,No
1548484,202344,0,No
1548500,202344,0,No
1548597,202014,9,No
1548630,202014,3,No
1548638,202014,0,No
1548494,202014,6,No
1648093,202124,0,No
1548589,202124,0,No
1549029,202014,0,No
1548260,202344,0,No
1548265,202234,0,No
1548270,202234,6,No
1548280,202344,0,No
1548281,202234,1,No
1548288,202344,0,No
1548289,202014,2,No
1548496,202014,2,No
1548498,202014,0,No
1548507,202014,4,No
1548520,202014,1,No
1548731,202124,0,No
1548737,202344,0,No
1548747,202124,1,No
1548524,201908,1,Yes
1548614,201908,0,Yes
1548615,202014,6,No
1548816,202014,1,No
1548572,202014,10,No
1548700,202124,0,No
1548830,202124,2,No
1548838,202124,1,No
1548848,202124,4,No
1548855,202124,0,No
1548178,202014,0,No
1548861,202124,3,No
1548899,202344,0,No
1548907,202234,0,No
1651295,202018,0,No
1549062,202124,9,No
1549246,202014,0,No
1549254,202014,3,Yes
1452423,202014,0,No
1549793,202014,2,No
1549824,202014,0,No
1549825,202014,0,No
1549828,202014,0,No
1549476,202014,5,No
1325738,201908,0,Yes
1549259,202124,3,No
1549528,202124,7,No
1549676,202234,0,No
1549737,202014,3,No
1549218,202124,4,No
1549226,201908,2,No
1549355,202014,0,No
1649633,202018,2,No
1549064,202124,1,No
1549310,202014,8,No
1549512,202124,2,No
1549518,202124,2,No
1550319,202014,0,No
1550325,202014,0,No
1550332,202014,0,No
1550333,202014,2,No
1549879,202014,0,No
1549886,202124,3,No
1549937,202014,3,No
1280770,202014,2,No
1549982,202014,1,No
1549984,202014,9,No
1550441,202234,0,No
1550285,202124,1,No
1549993,201908,2,No
1549994,202014,1,No
1549995,202014,7,No
1549942,202014,0,No
1463081,202014,0,No
1549950,202014,1,No
1550029,202014,2,No
1550032,202014,5,No
1550034,202014,0,No
1550192,202234,0,No
1653215,202124,0,No
1653218,202124,4,No
1278049,202014,3,No
1550776,201908,0,No
1550805,202234,0,No
1550769,202234,3,No
1551339,202234,0,No
1551824,202344,0,No
1551846,202014,6,No
1551847,202014,0,No
1552003,202124,0,No
1552008,202014,0,No
1552025,202234,0,No
1552082,202014,4,No
1552088,202014,1,No
1551700,202014,8,No
1551707,202014,1,No
1551709,202014,2,No
1656674,202124,0,No
1656682,202124,0,No
1551802,202124,0,No
1552181,202014,3,No
1551882,202014,3,No
1551886,202124,2,No
1552039,202014,3,No
1552042,202014,4,No
1552061,202018,5,No
1552067,202014,7,No
1552074,202124,0,No
1551477,202124,0,No
1551554,202234,3,No
1551665,202124,1,No
1551684,201908,0,No
1551687,202014,4,No
1551688,201908,1,No
1550858,202014,0,No
1552402,202014,0,No
1552232,202014,0,No
1552246,202014,1,Yes
1552296,202124,2,No
1552297,202124,3,No
1279738,202124,1,No
1552458,202128,3,No
1552567,202014,0,No
1552215,202238,0,No
1552621,202014,1,Yes
1552810,202014,3,No
1552353,202014,1,No
1552881,202014,1,No
1552887,202014,0,No
1552890,202014,0,No
1553050,202234,10,No
1553272,202124,0,No
1549479,202014,2,No
1553213,202014,11,No
1553224,202124,0,No
1553225,202018,0,No
1553229,202014,6,No
1553274,202014,0,No
1553189,202128,1,No
1553586,202014,0,No
1553623,202014,3,No
1553114,202014,0,Yes
1553242,202014,0,Yes
1553279,202124,0,No
1553292,202014,0,No
1553293,202124,0,No
1553525,202124,0,Yes
1553668,202128,0,No
1553727,202014,2,No
1553733,202014,0,Yes
1553448,202124,3,No
1553455,202128,0,No
1553459,202124,2,No
1553469,202124,3,No
1553672,202014,0,No
1553707,202014,1,No
1554186,202124,0,No
1554221,202014,0,Yes
1554279,202014,1,No
1554322,202014,4,No
1554373,202014,0,Yes
1554375,202014,1,No
1554407,202014,1,Yes
1554503,202124,0,Yes
1554463,202014,0,No
1685676,202238,0,No
1554461,202014,9,No
1554557,202014,0,Yes
1554215,202014,0,Yes
1322513,202124,2,No
1661727,202124,0,No
1554319,202014,0,No
1554320,202014,0,Yes
1554456,202124,3,No
1553851,202344,0,No
1553964,202014,0,Yes
1554693,202014,4,No
1555022,202014,1,No
1555034,202014,3,No
1555110,202234,1,No
1554803,202014,8,No
1554792,202014,0,Yes
1555242,202014,0,Yes
1555282,202014,0,Yes
1555284,202128,0,No
1555375,202124,0,No
1555198,202014,0,No
1555338,202124,0,Yes
1554695,202018,3,No
1554800,202014,1,Yes
1555150,202234,0,No
1554598,202014,0,No
1554806,202014,3,No
764514,202014,0,Yes
1554921,202014,1,No
1554982,202014,1,No
1554999,202014,1,No
1555415,202238,0,No
1548593,202014,1,Yes
1555448,202234,5,No
1555425,202014,6,No
1559060,202124,0,No
1559965,202344,0,No
1560131,202014,1,Yes
1560558,202014,0,No
1560615,202014,2,No
1560764,202124,2,No
1560275,202014,7,No
1555345,202014,0,Yes
1560573,202124,8,No
1447632,202014,1,No
1560193,202234,0,No
1555332,202014,0,Yes
1560201,202014,0,Yes
1560449,202014,0,Yes
1560474,202124,3,No
1560478,202124,0,No
1561378,202124,0,No
1561492,202014,0,Yes
1687849,202124,0,No
1561280,202124,5,No
1560826,202124,0,No
1561032,202124,0,No
1561207,202124,0,No
1281207,202014,4,No
1562216,202014,5,No
1562209,202014,0,Yes
1562231,202014,4,No
1561955,202234,0,No
1689512,202234,0,No
1561726,202124,0,No
1561682,202014,0,No
1561714,202014,0,Yes
1562359,202234,1,No
1562947,202014,0,Yes
1562948,202014,1,Yes
1562949,202014,0,Yes
1562950,202014,4,No
1562809,202018,0,Yes
1692459,202124,8,No
1562982,202014,0,Yes
1562374,202014,0,Yes
1562376,202014,1,Yes
1562380,202124,0,No
1562386,202124,0,No
1562399,202124,3,No
1562428,202234,0,No
1562440,202124,0,No
1562674,202124,1,No
1562682,202344,0,No
1562758,202014,2,No
1562781,202344,0,No
1563369,202124,1,No
1563701,202014,4,No
1563092,202124,0,No
1563137,202124,0,No
1563270,202014,0,Yes
1563326,202014,0,Yes
1563441,202014,3,No
1563596,202014,0,No
1563600,202124,7,No
1563550,202238,3,No
1563490,202124,0,No
1563398,202234,0,No
1563766,202124,5,No
1564037,202234,0,No
1564396,202124,4,No
1564302,202234,0,No
1563853,202014,4,No
1564381,202124,0,No
1564047,202124,0,No
1563979,202128,1,No
1563994,202124,1,No
1565047,202124,0,No
1565067,202124,3,No
1564962,202014,0,Yes
1565037,202014,6,No
1565102,202124,1,No
1564642,202124,0,No
1565574,202124,0,No
1565647,202124,0,No
1565851,202124,1,No
1565510,202014,0,No
1566204,202124,5,No
1567004,202234,0,No
1567198,202124,0,No
1567413,202234,0,No
1567723,202124,0,No
1567077,202124,2,No
1567443,202234,1,No
1567647,202344,0,No
1567808,202344,0,No
1567812,202234,0,No
1568198,202124,7,No
1568582,202234,5,No
1568066,202234,1,No
1568071,202124,0,Yes
1568086,202344,0,No
1568455,202234,0,No
1568314,202124,2,No
1568347,202234,1,No
1567862,202124,1,No
1567909,202234,0,No
1568435,202124,1,No
1569074,202014,1,No
1755580,202234,0,No
1755582,202234,7,No
1570012,202124,0,Yes
1569606,202124,0,No
1569608,202344,0,No
1569537,202014,4,No
1569701,202344,0,No
1569524,202234,2,No
1570005,202234,0,No
1570064,202124,0,No
1569570,202014,5,No
1570140,202128,3,No
1569485,202234,1,No
1569891,202344,0,No
1570390,202014,0,No
1570393,202014,0,Yes
1570360,202014,1,No
1755237,202234,0,No
1756059,202234,0,No
1756060,202234,0,No
1570458,202124,1,No
1570532,202124,0,No
1570805,202124,0,No
1570809,202124,0,No
1570751,202014,0,No
1570543,202124,0,No
1756551,202234,0,No
1756554,202238,0,No
1571419,202014,0,No
1571566,202234,0,No
1571637,202124,1,No
1571011,202014,0,No
1571659,202234,0,No
1571497,202124,1,No
1571192,202234,5,No
1571208,202124,0,No
1571217,202124,0,Yes
1757062,202234,1,No
1571587,202014,2,No
1571596,202234,0,No
1757239,202238,0,No
1757240,202234,1,No
1571139,202124,0,No
1572010,202234,0,No
1571882,202124,2,No
1571885,202344,0,No
1571896,202124,0,No
1571809,202124,0,No
1571837,202124,0,No
1571753,202124,4,No
1571767,202124,0,No
1573048,202238,0,No
1573356,202124,6,No
1574414,202234,2,No
1575227,202234,3,No
1576503,202124,2,No
1577472,202344,0,No
1577374,202234,0,No
1578303,202234,0,No
1578514,202124,0,No
1578831,202234,4,No
1578835,202124,4,No
1578373,202124,4,No
1579362,202234,1,No
1579434,202234,1,No
1571642,202014,0,Yes
1580077,202234,0,No
1581903,202124,1,No
1582808,202234,0,No
1587546,202124,0,No
1587161,202234,0,No
1587852,202234,8,No
1588179,202124,7,No
1588700,202124,0,No
1589509,202124,0,No
1590024,202238,0,No
1590778,202124,1,No
1592079,202124,3,No
1592740,202234,1,No
1592486,202124,0,No
1593537,202124,0,No
1594164,202234,0,No
1593882,202234,0,No
1594337,202234,0,No
1595559,202124,0,No
1595666,202234,1,No
1595396,202124,1,No
1596028,202234,2,No
1597140,202234,0,No
1596570,202238,0,No
1596576,202234,0,No
1597873,202234,0,No
1598249,202234,0,No
1599378,202234,0,No
1600908,202124,0,No
1602690,202234,2,No
1602447,202124,0,No
1603370,202234,1,No
1604210,202234,0,No
1604347,202128,0,No
1604392,202124,0,No
1604456,202124,0,No
1604060,202234,0,No
1605128,202124,1,No
1607201,202124,1,No
1607947,202124,2,No
1608052,202234,0,No
1607624,202234,0,No
1607778,202124,3,No
1608514,202234,6,No
1610951,202234,2,No
1612892,202234,0,No
1612504,202234,0,No
1612749,202234,0,No
1613411,202124,2,No
1613420,202124,0,No
1613465,202234,0,No
1614387,202234,0,No
1615500,202124,1,No
1616820,202234,0,No
1617864,202234,4,No
1618385,202234,0,No
1619384,202234,0,No
1620209,202124,2,No
1620379,202344,0,No
1621034,202234,0,No
1621975,202124,0,No
1622335,202344,0,No
1622486,202234,0,No
1622781,202234,0,No
1626353,202234,0,No
1626814,202234,0,No
1627873,202234,0,No
1628152,202124,0,No
1628354,202124,1,No
1628876,202124,0,No
1629815,202234,0,No
1629158,202234,0,No
1629292,202124,0,No
1630078,202234,5,No
1630558,202234,0,No
1631833,202124,0,No
1632161,202124,1,No
1632600,202234,5,No
1633388,202234,0,No
1634244,202238,0,No
1634648,202234,0,No
1635596,202234,1,No
1635310,202234,4,No
1635852,202234,0,No
1637473,202124,0,No
1637498,202124,3,No
1638535,202124,1,No
1638201,202234,0,No
1638257,202124,0,No
1639454,202124,1,No
1639889,202234,0,No
1640826,202014,0,Yes
1641164,202234,0,No
1605234,202344,0,No
1641180,202124,0,No
1640853,202124,0,No
1641209,202124,0,No
1641216,202124,0,No
1641236,202124,0,Yes
1641366,202014,0,No
1641586,202234,0,No
1642000,202014,0,Yes
1642071,202014,0,Yes
1642072,202014,6,No
1641896,202124,0,No
1641945,202234,0,No
1641556,202018,2,No
1642536,202124,0,No
1642721,202124,0,No
1642726,202124,1,No
1642816,202014,2,Yes
1642648,202018,3,No
1643004,202124,0,No
1322474,202018,0,No
1643745,202234,0,No
1643748,202234,0,No
1643814,202128,0,No
1643573,202124,0,No
1643687,202124,0,No
1643046,202344,0,No
1644130,202344,0,No
1643886,202124,7,No
1643905,202124,0,Yes
1645753,202124,0,Yes
1646793,202124,4,No
1685998,202344,0,No
1758316,202344,0,No
1758331,202344,0,No
1758336,202344,0,No
1758338,202344,0,No
1646842,202124,5,No
1647158,202124,1,No
1646808,202124,0,No
1647000,202124,0,No
1646815,202124,1,No
1646816,202344,0,No
1759753,202344,0,No
1647581,202124,2,No
1647583,202124,3,No
1647586,202234,0,No
1647400,202124,4,No
1647573,202124,0,No
1647949,202234,1,No
1647972,202124,0,No
1647643,202124,0,Yes
1647743,202124,2,No
1647746,202124,0,No
1648183,202124,0,No
1648437,202124,4,No
1648371,202124,0,No
1648066,202234,0,No
1648076,202124,1,No
1648275,202124,1,No
1648574,202344,0,No
1648991,202238,0,No
1648994,202124,0,Yes
1649008,202124,1,No
1648974,202124,0,No
1649022,202018,0,No
1649088,202124,0,No
1570286,202124,3,No
1648936,202124,0,Yes
1649618,202124,4,No
1761884,202344,0,No
1761891,202344,0,No
1649057,202234,0,No
1649689,202124,0,No
1649728,202124,2,No
1649727,202124,0,Yes
1650001,202124,2,No
1650030,202238,0,No
1650180,202124,0,No
1650270,202234,0,No
1649878,202124,0,No
1650168,202234,0,No
1650403,202124,9,No
1650436,202124,0,No
1650614,202128,6,No
1649987,202234,0,No
1650053,202124,1,No
1650055,202124,0,No
1649954,202234,1,No
1649972,202234,0,No
1650068,202018,0,No
1650110,202124,0,No
1650112,202124,1,No
1650333,202234,0,No
1650527,202124,1,No
1651324,202124,5,No
1651456,202124,0,No
1650733,202124,0,No
1650735,202344,0,No
1650817,202234,0,No
1650899,202234,0,No
1650965,202124,1,No
1650980,202124,0,No
1650982,202124,1,No
1651234,202124,0,No
1651259,202234,0,No
1651296,202124,4,No
1651298,202124,0,No
1651300,202124,0,No
1651124,202124,1,No
1651424,202124,1,No
1650999,202234,0,No
1651941,202124,1,No
1652174,202124,3,No
1651927,202234,0,No
1651936,202124,0,No
1651723,202234,0,No
1651912,202234,2,No
1652018,202124,0,No
1652047,202124,2,No
1652144,202124,8,No
1652279,202128,0,No
1652306,202124,2,No
1651931,202124,1,No
1652307,202124,0,No
1653096,202344,0,No
1652436,202124,3,No
1652571,202234,0,No
1652577,202234,3,No
1652588,202234,0,No
1653035,202124,8,No
1653047,202124,3,No
1653059,202124,0,No
1653513,202124,0,Yes
1641469,202124,0,Yes
1653875,202124,0,No
1653881,202124,0,No
1653536,202124,0,No
1653556,202124,0,No
1653620,202124,0,No
1653782,202128,0,No
1653250,202234,1,No
1653273,202234,3,No
1653274,202124,9,No
1442946,202344,4,No
1653615,202124,0,No
1653618,202124,1,No
1653376,202124,2,No
1653384,202124,0,No
1653392,202124,0,No
1653396,202124,0,No
1653402,202128,0,No
1653408,202124,2,No
1653414,202124,5,No
1653420,202124,7,No
1653431,202124,2,No
1653433,202124,1,No
1653436,202124,5,No
1653455,202124,0,No
1654497,202124,3,No
1653948,202344,0,No
1653951,202128,0,No
1762408,202344,0,No
1533200,202128,0,No
1655230,202124,4,No
1655000,202124,0,No
1655001,202124,0,No
1655011,202124,0,No
1655020,202124,2,No
1655025,202124,1,No
1655065,202234,3,No
1655311,202128,1,No
1655312,202238,0,No
1655326,202124,2,No
1655070,202124,0,No
1655072,202124,5,No
1762403,202344,0,No
1655109,202124,0,No
1655246,202124,1,No
1655406,202128,1,No
1655416,202124,3,No
1655421,202344,0,No
1641387,202344,0,No
1762653,202344,0,No
1656172,202128,1,No
1656231,202124,4,No
1656234,202124,5,No
1655576,202124,0,No
1655732,202124,1,No
1655777,202124,4,No
1656361,202234,1,No
1656369,202124,4,No
1656380,202124,2,No
1656385,202124,0,No
1656403,202124,0,No
1656407,202124,2,No
1656547,202124,0,No
1656549,202124,3,No
1656617,202124,2,No
1656657,202124,0,No
1656732,202124,0,No
1656275,202124,2,No
1656564,202124,0,Yes
1656540,202124,0,Yes
1656582,202124,0,No
1656638,202234,1,No
1656475,202124,2,No
1656482,202124,0,No
1656499,202124,0,No
1656625,202234,0,No
1657413,202124,3,No
1657555,202124,1,No
1657525,202124,0,No
1657526,202128,0,No
1657418,202124,2,No
1657427,202124,2,No
1657437,202124,1,No
1657445,202124,0,No
1657449,202124,4,No
1657454,202124,1,No
1657459,202124,2,No
1657465,202124,5,No
1657469,202124,5,No
1657481,202124,5,No
1657501,202124,0,No
1657558,202124,4,No
1657628,202238,0,No
1657629,202124,0,Yes
1657645,202128,0,No
1657660,202124,0,No
1659072,202234,0,No
1658780,202128,0,No
1659043,202124,0,No
1659045,202124,0,No
1659213,202124,4,No
1659291,202124,0,Yes
1659303,202124,3,No
1659304,202124,0,No
1659362,202124,2,No
1658810,202234,0,No
1659332,202124,0,No
1659340,202234,0,No
1659387,202234,2,No
1659423,202124,1,No
1659016,202234,0,No
1658968,202124,0,No
1659351,202124,0,No
1658864,202128,0,No
1658883,202124,1,No
1659134,202238,0,No
1656404,202124,0,No
1659694,202124,0,Yes
1659881,202128,0,No
1659882,202124,0,Yes
1659884,202238,0,No
1660142,202238,0,No
1659808,202124,3,No
1659823,202124,7,No
1659828,202124,3,No
1659834,202124,0,No
1659887,202124,0,No
1659841,202124,0,No
1659843,202124,3,No
1659596,202234,1,No
1659660,202344,0,No
1660511,202128,3,No
1660579,202124,0,No
1660563,202124,3,No
1661497,202124,1,No
1661500,202124,0,No
1661407,202124,1,No
1661426,202124,3,No
1661210,202234,0,No
1661648,202234,0,No
1661283,202124,0,Yes
1661473,202234,1,No
1661338,202128,3,No
1661694,202124,3,No
1661721,202128,3,No
1661722,202234,0,No
1663091,202124,0,No
1665652,202344,0,No
1670501,202234,0,No
1671000,202124,0,No
1672301,202344,0,No
1676243,202238,0,No
1677057,202344,0,No
1679572,202234,0,No
1679091,202124,6,No
1682453,202124,2,No
1682340,202344,0,No
1683556,202344,0,No
1684125,202124,0,Yes
1684198,202124,1,No
1683672,202124,4,No
1683704,202124,0,No
1683571,202238,0,No
1683631,202124,0,No
1683744,202124,1,No
1683566,202344,0,No
1683612,202234,0,No
1683618,202128,2,No
1683625,202344,0,No
1683796,202124,1,No
1683817,202124,4,No
1683577,202124,1,No
1683586,202124,0,No
1683589,202124,2,No
1683959,202124,4,No
1684048,202234,0,No
1684469,202124,0,No
1684929,202128,0,No
1684606,202344,0,No
1684598,202124,0,No
1684789,202124,0,No
1685475,202234,4,No
1685637,202124,0,No
1685767,202344,0,No
1685890,202234,0,No
1685848,202344,0,No
1685484,202124,0,No
1686295,202234,0,No
1684204,202234,0,No
1686292,202124,0,No
1686763,202124,0,No
1686698,202124,1,No
1686352,202124,4,No
1686756,202344,0,No
1687417,202234,0,No
1687449,202344,0,No
1687461,202344,0,No
1687614,202344,0,No
1687767,202234,1,No
1687768,202234,0,No
1688058,202344,0,No
1688203,202344,0,No
1688244,202344,0,No
1687649,202234,0,No
1688331,202344,0,No
1688346,202234,1,No
1688113,202344,0,No
1687911,202344,0,No
1688945,202234,0,No
1689034,202234,2,No
1689084,202124,1,Yes
1689037,202124,2,No
1689046,202124,0,Yes
1688807,202344,0,No
1688853,202344,0,No
1689071,202124,0,No
1689271,202234,7,No
1689312,202344,0,No
1689842,202124,1,No
1689874,202344,0,No
1689779,202124,1,No
1689783,202234,0,No
1689426,202124,4,No
1689838,202124,0,No
1690068,202234,2,No
1689727,202234,0,No
1690001,202234,0,No
1689297,202234,0,No
1689546,202128,0,No
1689651,202124,2,No
1689652,202124,3,No
1689755,202234,3,No
1689411,202124,3,No
1689691,202234,2,No
1689856,202124,8,No
1689422,202238,0,No
1689994,202124,1,No
1690885,202124,2,No
1690895,202344,0,No
1690896,202234,0,No
1690566,202234,0,No
1691600,202234,0,No
1691608,202234,0,No
1691502,202234,0,No
1691596,202124,8,No
1691316,202234,0,No
1691072,202124,2,No
1691500,202124,1,No
1691406,202124,4,No
1691435,202344,0,No
1691786,202344,0,No
1692283,202344,0,No
1692411,202124,3,No
1692487,202344,0,No
1692387,202234,3,No
1692491,202238,0,No
1692017,202234,0,No
1691933,202234,1,No
1691951,202234,0,No
1691972,202234,0,No
1692938,202344,0,No
1692951,202128,0,No
1693338,202234,0,No
1692634,202234,1,No
1692845,202234,0,No
1692981,202234,2,No
1693062,202234,2,No
1692778,202344,0,No
1692960,202234,1,No
1692961,202344,0,No
1692652,202234,0,No
1693009,202344,0,No
1693149,202124,0,Yes
1693240,202234,3,No
1693490,202234,0,No
1693477,202234,2,No
1693529,202124,0,No
1693482,202124,1,No
1694348,202234,1,No
1694351,202234,0,No
1694858,202344,0,No
1694877,202344,0,No
1694919,202234,0,No
1694729,202124,0,No
1694765,202124,0,Yes
1694923,202234,0,No
1695120,202124,3,No
1694754,202234,0,No
1695110,202238,0,No
1694957,202234,3,No
1694767,202234,0,No
1694817,202234,0,No
1695099,202344,0,No
1694563,202234,0,No
755320,201674,1,Yes
1694373,202124,0,No
1687587,202234,1,No
1694476,202344,0,No
1694747,202128,0,No
1695574,202128,6,No
1695991,202234,0,No
1695939,202234,0,No
1695940,202234,0,No
1696045,202234,0,No
1695464,202234,2,No
1695515,202234,0,No
1695449,202234,0,No
1169534,201894,1,No
1695536,202344,0,No
1695547,202234,0,No
1695568,202234,0,No
1696600,202234,0,No
1696335,202344,0,No
1696797,202234,0,No
1696841,202344,0,No
1696266,202234,0,No
1696494,202234,0,No
1570633,202234,0,No
1696861,202234,0,No
1696543,202344,0,No
1696144,202234,2,No
1696475,202234,0,No
1696516,202234,0,No
1692687,202234,0,No
1696597,202234,0,No
1697019,202234,0,No
1696900,202234,0,No
1697353,202344,0,No
1696956,202344,0,No
1696973,202234,0,No
1698195,202234,2,No
1698874,202234,1,No
1699306,202234,0,No
1699774,202234,1,No
1700724,202344,0,No
1701598,202234,0,No
1701906,202234,0,No
1702231,202234,7,No
1703646,202234,1,No
1703997,202344,0,No
1706337,202344,0,No
1710136,202234,0,No
1711190,202234,1,No
1711745,202234,8,No
1713839,202234,1,No
1716602,202234,4,No
1717656,202234,0,No
1718425,202344,0,No
1718115,202344,0,No
1719788,202344,0,No
1720183,202344,0,No
1719741,202234,0,No
1720492,202344,0,No
1720679,202234,0,No
1720922,202234,3,No
1722021,202234,0,No
1723849,202234,1,No
1725074,202344,0,No
1726509,202234,5,No
1727766,202344,0,No
1728970,202344,0,No
1729801,202234,0,No
1730108,202344,0,No
1730970,202344,0,No
1731612,202344,0,No
1733702,202344,0,No
1733774,202234,0,No
1736353,202234,3,No
1736798,202234,1,No
