UID,TERM,PLU_SCHOLARSHIP,GRADUATED
665048,201018,5500.0,Yes
665098,201018,11172.0,Yes
665122,201018,3500.0,Yes
665277,201124,10644.0,Yes
665337,201018,8500.0,No
665504,201018,9000.0,Yes
665510,201124,10033.0,Yes
665539,201018,5500.0,No
665596,201018,4206.0,No
665902,201018,8500.0,Yes
665937,201018,8500.0,Yes
665947,201018,8000.0,Yes
666088,201018,8903.0,Yes
666128,201124,5000.0,No
666170,201018,8610.0,Yes
666199,201018,1000.0,No
666201,201124,8500.0,No
666210,201018,8500.0,No
666236,201018,8000.0,No
666261,201018,5505.0,Yes
666265,201018,7631.0,Yes
666287,201018,5500.0,No
666297,201018,5840.0,No
666315,201124,8500.0,Yes
666331,201018,11683.0,Yes
666342,201018,9018.0,No
666343,201018,8000.0,Yes
666348,201018,9951.0,Yes
666395,201018,8000.0,Yes
666494,201344,11360.0,No
666671,201674,12000.0,Yes
666786,201894,13878.0,Yes
666849,201018,6415.0,Yes
667144,201124,6763.0,No
667170,201124,500.0,No
667174,201018,8000.0,Yes
667179,201124,5750.0,Yes
667184,201018,4628.0,Yes
667206,201124,6190.0,Yes
667258,201018,9909.0,Yes
667281,201018,8000.0,Yes
667282,201018,8000.0,Yes
667287,201234,12518.0,Yes
667298,201018,8000.0,Yes
667313,201018,8000.0,Yes
667376,201018,8875.0,Yes
667440,201018,5500.0,Yes
667738,201124,8500.0,Yes
568609,201018,1000.0,Yes
668232,201564,12000.0,Yes
668281,201124,8500.0,Yes
668366,201018,6000.0,Yes
668370,201124,9500.0,Yes
668453,201018,6286.0,Yes
668524,201124,8000.0,Yes
668584,201124,8500.0,Yes
668586,201124,5819.0,Yes
668592,201018,8000.0,No
668596,201124,9000.0,Yes
668652,201018,2000.0,Yes
668720,201018,5305.6,Yes
668771,201018,0.0,Yes
668797,201124,8500.0,Yes
668892,201018,8000.0,Yes
668952,201124,7500.0,Yes
669024,201124,7500.0,Yes
669119,201344,14328.0,Yes
669121,201124,8000.0,No
669125,201674,14250.0,Yes
669164,201128,9000.0,Yes
669247,201124,9000.0,Yes
669256,201124,7500.0,No
669258,201124,7500.0,Yes
669275,201018,9500.0,Yes
669288,201454,7000.0,No
669457,201124,10960.0,Yes
669459,201018,5500.0,No
669462,201018,8500.0,Yes
669463,201018,9198.0,No
669466,201018,8603.0,Yes
669473,201018,8000.0,Yes
669563,201124,0.0,No
669666,201124,8500.0,No
669667,201018,8916.0,No
669685,201678,9500.0,No
669689,201018,8500.0,Yes
669698,201018,7312.0,Yes
669706,201124,7500.0,Yes
669757,201124,3979.0,No
669773,201018,2001.0,No
669775,201018,8450.0,No
669810,201018,10994.0,Yes
669811,201018,4000.0,Yes
656480,201018,10581.0,Yes
669854,201018,10000.0,Yes
669886,201018,5305.6,No
669904,201018,3323.0,Yes
669913,201124,9000.0,Yes
669923,201018,4628.0,Yes
669969,201124,6000.0,Yes
669973,201018,8000.0,Yes
669980,201018,9000.0,Yes
669982,201018,8000.0,Yes
649860,201018,7500.0,Yes
670059,201124,8000.0,Yes
670063,201018,9000.0,No
670077,201124,8500.0,Yes
670103,201018,10175.0,Yes
670116,201018,16039.0,Yes
670119,201018,8000.0,Yes
670159,201018,8583.0,Yes
670173,201018,9427.0,Yes
670232,201018,7999.0,Yes
670254,201018,3645.0,Yes
670393,201018,8079.0,Yes
670460,201018,10238.0,Yes
670482,201018,14600.0,Yes
670533,201018,5500.0,Yes
670562,201018,6000.0,Yes
670564,201018,5000.0,Yes
670580,201124,10830.0,Yes
670581,201128,9970.0,Yes
670618,201018,5851.0,Yes
670836,201018,4500.0,Yes
670881,201018,6000.0,No
670899,201018,5000.0,Yes
670935,201018,8201.0,Yes
671034,201018,9000.0,Yes
671131,201344,11000.0,Yes
671147,201128,6500.0,No
671223,201018,1229.0,No
671229,201124,9000.0,Yes
671287,201018,11137.0,Yes
671294,201124,4500.0,No
671309,201018,4000.0,Yes
671336,201128,7000.0,No
671390,201018,3750.0,Yes
671396,201124,8507.0,Yes
671410,201018,9528.0,Yes
671424,201018,8500.0,Yes
671441,201898,15892.0,Yes
671465,201018,10238.0,Yes
671467,201018,9000.0,Yes
671471,201238,7650.0,Yes
671479,201018,9000.0,Yes
671492,201128,7000.0,Yes
671497,201018,8500.0,Yes
671503,201124,11335.0,Yes
671518,201124,8250.0,Yes
671528,201344,10500.0,Yes
671531,201234,9000.0,Yes
671553,201344,8000.0,No
671560,201238,6500.0,Yes
671563,201124,5500.0,Yes
671578,201234,9000.0,Yes
671608,201234,6145.0,No
671619,201124,11004.0,No
671641,201454,10521.0,Yes
671645,201234,9500.0,Yes
671668,201124,7000.0,Yes
671702,201234,10000.0,Yes
671713,201344,9500.0,Yes
671735,201344,11500.0,Yes
671742,201234,9250.0,Yes
671743,201894,8500.0,Yes
671756,201904,10000.0,Yes
671766,201234,6500.0,No
671775,202014,14750.0,Yes
671783,201234,9000.0,Yes
671784,201344,10000.0,Yes
671801,201018,9500.0,Yes
671805,201018,8500.0,No
671833,201344,9962.0,No
671866,201128,4500.0,Yes
671928,201018,9000.0,Yes
671984,201018,6000.0,Yes
672000,201018,5500.0,Yes
672001,201018,6000.0,Yes
672007,201018,7500.0,Yes
672015,201018,6000.0,Yes
672071,201128,9000.0,Yes
672109,201124,0.0,Yes
672148,201018,8500.0,No
672179,201124,0.0,Yes
672189,201018,4616.0,Yes
672201,201018,7529.0,Yes
672243,201018,9251.0,No
672256,201018,3999.0,Yes
672292,201018,9000.0,Yes
672293,201018,9095.0,Yes
672306,201128,7337.0,Yes
672320,201018,7500.0,No
672363,201018,7539.0,No
672365,201018,6312.0,Yes
672371,201124,10154.0,Yes
672402,201018,8168.0,Yes
672405,201234,3000.0,No
672479,201018,11056.0,Yes
672496,201018,7500.0,No
672512,201238,9500.0,Yes
672536,201454,9000.0,Yes
672547,201018,4173.0,Yes
672593,201018,4188.0,Yes
672808,201018,7500.0,Yes
672898,201018,8500.0,Yes
96410,201018,2500.0,No
96793,201018,6000.0,Yes
106151,201344,0.0,No
163958,201018,6000.0,No
186141,201348,864.0,Yes
188082,201018,5000.0,Yes
190098,201344,6000.0,Yes
201049,202124,15234.0,No
236851,201564,10000.0,Yes
254379,201128,0.0,No
256998,201234,4100.0,Yes
257023,201124,3869.0,Yes
271082,201784,9526.0,Yes
276393,201344,3000.0,Yes
298648,201124,3869.0,Yes
375069,201018,904.0,Yes
383648,201128,3473.0,No
386334,201018,0.0,Yes
524518,201018,8000.0,Yes
524708,201128,6500.0,Yes
525744,201018,10000.0,Yes
527723,201018,6500.0,Yes
529531,201234,6737.0,Yes
537055,201124,5989.0,Yes
537182,201124,8590.9,Yes
537376,201018,5000.0,Yes
542002,201018,7321.0,Yes
542914,201018,6878.0,Yes
580323,201018,7911.0,Yes
672950,201124,8000.0,Yes
673021,201564,12000.0,No
673079,201234,1000.0,No
673118,201234,10186.0,Yes
673267,201018,7500.0,Yes
673322,201564,12500.0,Yes
673298,201018,8193.0,Yes
673368,201018,7500.0,Yes
673395,201234,13129.0,No
673451,201018,2578.0,No
673456,201564,15250.0,Yes
673460,201018,5500.0,No
673464,201018,8345.0,Yes
673473,201018,9500.0,Yes
673491,201018,61.0,Yes
369040,201018,827.0,Yes
538812,201018,6500.0,Yes
673499,201018,0.0,No
579354,201124,10500.0,Yes
645260,201018,9848.0,Yes
565437,201018,9000.0,Yes
673525,201564,12000.0,No
673529,201238,7431.0,Yes
673530,201234,8500.0,Yes
673538,201018,9073.0,Yes
673542,201018,8964.0,Yes
673582,201238,9802.0,Yes
673583,201674,9000.0,Yes
673590,201344,7500.0,Yes
673591,201784,13000.0,Yes
673643,201234,12530.0,Yes
673645,201234,9000.0,Yes
673652,201344,8466.0,No
673683,201674,8000.0,Yes
673691,201894,14314.0,Yes
537538,201018,0.0,Yes
673719,201124,7685.0,Yes
621453,201018,8000.0,Yes
673748,201018,7783.0,No
378643,201018,7000.0,Yes
673798,201234,9027.0,Yes
673818,201348,9500.0,Yes
673820,201674,9000.0,Yes
673902,201674,12000.0,Yes
673913,201344,10000.0,Yes
673921,201454,9500.0,Yes
673924,201564,8627.0,Yes
673925,201564,8663.0,Yes
577219,201018,3784.0,Yes
674044,201018,5500.0,Yes
311092,201018,759.0,Yes
674070,201234,5000.0,Yes
674098,201018,10810.0,Yes
674103,201018,9000.0,Yes
674106,201018,6000.0,No
674068,201018,8715.0,Yes
354831,201018,1043.0,Yes
674182,201018,8893.0,Yes
674186,201018,9000.0,Yes
674236,201018,8000.0,No
674262,201124,5501.0,Yes
674288,201018,7298.0,No
674302,201018,6000.0,Yes
674325,201234,14154.0,Yes
645444,201018,9500.0,Yes
674378,201018,8252.0,Yes
674384,201128,9500.0,No
304044,201018,1135.0,Yes
674436,201018,10939.0,Yes
674447,201018,5500.0,Yes
674451,201018,5431.0,Yes
674449,201124,3912.0,Yes
674464,201018,10209.0,Yes
674591,201124,8000.0,Yes
542756,201018,7500.0,Yes
674608,201124,8000.0,Yes
674607,201018,9500.0,Yes
674618,201018,4720.0,No
674644,201124,7606.0,No
674648,201018,10630.0,No
674654,201018,5500.0,No
674655,201018,7878.0,Yes
674663,201018,3860.0,Yes
674662,201018,10254.0,Yes
674700,201018,3578.0,Yes
674709,201458,8546.0,No
674743,201018,9169.0,Yes
674773,201234,8519.0,No
674781,201018,2321.0,Yes
674789,201128,8500.0,Yes
674810,201018,7723.0,No
674812,201124,3500.0,Yes
674821,201238,7340.0,Yes
674865,201018,8500.0,Yes
674867,201018,5686.0,No
674875,201124,5501.0,Yes
674878,201124,5000.0,No
674901,201018,5500.0,Yes
674922,201018,4000.0,Yes
674930,201018,5500.0,No
525511,201018,7500.0,Yes
674938,201124,10500.0,Yes
674831,201018,7500.0,Yes
675035,201018,4628.0,No
675055,201238,6500.0,No
283668,201018,4793.0,Yes
675207,201124,9573.0,Yes
675212,201018,8000.0,Yes
675215,201454,7000.0,Yes
675254,201124,8000.0,Yes
675282,201454,5501.0,No
675299,201018,8000.0,Yes
675321,201018,13321.0,No
675327,201344,8834.0,No
675348,201018,8500.0,No
675363,201124,7500.0,Yes
675368,201124,7500.0,No
675414,201018,6500.0,Yes
675432,201018,5500.0,Yes
653379,201348,7566.0,Yes
675479,201344,4408.0,No
675484,201124,7000.0,Yes
358480,201018,3750.0,Yes
675574,201124,7000.0,Yes
675675,201128,5499.0,No
675694,201018,5305.6,No
675759,201018,9000.0,No
675773,201018,8500.0,No
675774,201128,6191.0,Yes
675777,201018,14600.0,Yes
675841,201018,5305.6,No
675934,201018,10828.0,Yes
676043,201124,8818.0,Yes
676130,201018,3261.0,Yes
676132,201124,5500.0,No
676220,201018,6464.0,Yes
676294,201018,9165.0,Yes
551892,201018,4999.0,Yes
676390,201124,8000.0,Yes
676409,201018,5500.0,Yes
19228,201018,6940.0,Yes
676424,201018,8469.0,No
676441,201124,3903.0,No
676464,201348,7000.0,Yes
676556,201124,6289.0,No
676559,201124,5746.0,Yes
676561,201124,8381.0,Yes
676564,201124,7500.0,No
676584,201018,9994.0,Yes
586358,201018,8000.0,Yes
676630,201124,8750.0,Yes
676657,201234,6141.0,No
676750,201018,6000.0,Yes
676816,201124,500.0,Yes
676837,201018,9000.0,Yes
676853,201234,7500.0,No
676854,201124,9629.0,Yes
676857,201018,7500.0,Yes
676822,201018,6055.0,Yes
676865,201018,6080.0,Yes
543001,201018,8500.0,Yes
625450,201018,7500.0,Yes
676927,201018,5000.0,Yes
677021,201234,7000.0,Yes
677027,201018,7500.0,Yes
677043,201018,7500.0,Yes
676867,201018,4662.0,Yes
677100,201124,6110.0,Yes
677084,201018,1814.0,No
677126,201124,7500.0,Yes
677079,201018,8934.0,Yes
577600,201018,8500.0,Yes
677193,201018,5500.0,Yes
564167,201018,5000.0,Yes
676923,201018,7500.0,No
677226,201894,10500.0,Yes
677198,201234,7146.0,Yes
677201,201018,9511.0,Yes
677202,201018,8500.0,Yes
677282,201234,9759.0,Yes
576403,201018,8124.0,Yes
677308,201018,6508.0,No
677325,201018,9000.0,Yes
677344,201018,8500.0,Yes
677346,201018,10300.0,Yes
677348,201018,9500.0,Yes
677349,201018,11065.0,Yes
677389,201018,9495.0,No
677392,201018,8000.0,No
677439,201018,5500.0,No
677452,201018,5500.0,Yes
677496,201124,11784.0,Yes
677497,201018,12500.0,Yes
677506,201018,8225.0,No
677521,201018,9500.0,Yes
677543,201564,7000.0,Yes
677605,201124,5500.0,Yes
677612,201018,13531.0,Yes
677618,201018,5819.0,Yes
677626,201124,4500.0,Yes
677671,201018,8282.0,Yes
677678,201018,9625.0,Yes
677682,201018,7687.0,Yes
677690,201018,8000.0,No
677694,201018,9000.0,Yes
677696,201018,9045.0,Yes
677740,201018,8430.0,Yes
677548,201018,4500.0,Yes
677777,201018,10500.0,Yes
677798,201018,14600.0,Yes
677801,201454,9000.0,Yes
677556,201344,7000.0,Yes
677541,201018,10279.0,Yes
677829,201124,7738.0,Yes
677868,201564,9103.0,Yes
677874,201018,6000.0,No
677881,201344,10140.0,No
677887,201124,9800.0,Yes
677891,201124,9780.0,Yes
677922,201018,6500.0,Yes
677930,201018,7775.0,No
677317,201018,8000.0,Yes
677937,201124,10309.0,Yes
677414,201018,6500.0,Yes
677955,201124,8000.0,Yes
677407,201018,3411.0,Yes
677972,201018,8500.0,Yes
678002,201018,6530.0,Yes
678038,201018,3500.0,Yes
678044,201018,1000.0,Yes
678058,201124,3868.75,No
678085,201128,10000.0,Yes
678147,201018,8249.0,Yes
678177,201128,6000.0,Yes
678190,201018,9236.0,Yes
678213,201018,7500.0,Yes
677549,201124,7943.0,Yes
678241,201018,1000.0,Yes
678243,201124,7500.0,Yes
678248,201018,5500.0,No
677539,201018,6000.0,Yes
678329,201234,9500.0,Yes
678340,201124,7500.0,Yes
678386,201234,6500.0,No
678442,201018,812.0,Yes
678443,201018,8159.0,Yes
678460,201018,2000.0,No
678469,201124,6890.0,No
678056,201018,0.0,Yes
678480,201344,11957.0,Yes
678551,201124,8695.0,No
678563,201018,7119.0,No
678629,201234,12166.0,No
678630,201018,7656.0,Yes
678633,201454,5000.0,No
678649,201018,11325.0,Yes
678693,201018,5500.0,Yes
678738,201018,8500.0,Yes
678317,201018,8750.0,Yes
678315,201018,9465.0,No
678385,201124,8500.0,Yes
678769,201018,9634.0,Yes
678840,201018,8159.0,Yes
678841,201018,8500.0,Yes
678859,201018,9500.0,Yes
678858,201018,5500.0,No
678881,201018,7945.0,No
653381,201124,3493.0,Yes
678906,201018,7500.0,No
678800,201018,4741.0,Yes
677565,201018,6457.0,No
678943,201124,8000.0,Yes
678967,201018,7411.0,No
679033,201018,3261.0,No
679052,201018,6968.0,Yes
679073,201018,11976.0,Yes
679097,201018,8000.0,Yes
679125,201234,12000.0,Yes
679330,201018,6217.0,Yes
677841,201018,9000.0,No
679342,201124,7756.0,Yes
679375,201018,9679.0,No
679440,201124,5500.0,Yes
679415,201018,8500.0,Yes
679562,201344,9500.0,No
679640,201018,10238.0,Yes
679649,201018,7610.0,Yes
679418,201018,8546.0,Yes
679673,201018,5277.0,Yes
679426,201018,8017.0,No
679694,201344,10500.0,Yes
679285,201018,8630.0,No
679701,201124,10202.0,Yes
679267,201234,8014.0,Yes
679304,201018,10128.0,Yes
679827,201234,12506.0,Yes
679868,201128,5500.0,Yes
679881,201234,11769.0,Yes
679884,201124,11394.0,Yes
679307,201018,10912.0,Yes
680004,201018,8000.0,Yes
680017,201344,7000.0,Yes
679659,201018,8867.0,No
679661,201018,6821.0,Yes
680077,201018,9500.0,No
679944,201018,6095.0,Yes
679954,201018,3261.0,Yes
679955,201018,7167.0,Yes
680111,201454,11294.0,Yes
679961,201018,5000.0,Yes
679741,201018,19786.86,Yes
680137,201018,5500.0,Yes
680138,201018,7271.0,No
680181,201234,6000.0,No
680188,201234,6000.0,Yes
680118,201018,9417.0,No
680234,201124,6250.0,No
680245,201124,8496.0,No
680294,201018,7092.0,Yes
680296,201018,8000.0,No
680347,201018,4173.0,Yes
680359,201018,7850.0,No
680395,201018,5500.0,No
680418,201018,8395.0,Yes
680468,201018,8000.0,Yes
680477,201344,10460.0,Yes
680498,201124,3447.0,Yes
680505,201018,5000.0,Yes
680549,201018,9622.0,Yes
680540,201018,4870.0,Yes
680582,201018,5500.0,Yes
680428,201018,7500.0,No
680635,201018,6451.0,Yes
680121,201018,5202.0,No
680661,201018,3645.0,Yes
680716,201018,10495.0,No
680734,201124,6500.0,Yes
680741,201018,8500.0,No
680541,201018,4500.0,Yes
680786,201124,8000.0,Yes
680790,201128,11273.0,Yes
680793,201124,8817.0,Yes
680814,201124,8000.0,Yes
680832,201344,9000.0,Yes
680848,201344,6000.0,No
680850,201124,6000.0,No
680619,201018,4500.0,No
680874,201018,8500.0,Yes
680879,201018,0.0,No
680891,201018,5700.0,No
680913,201018,8347.0,No
680914,201234,8000.0,Yes
680916,201018,8500.0,Yes
680948,201124,8250.0,Yes
680981,201344,10000.0,Yes
680988,201344,10500.0,Yes
680995,201124,5394.0,No
681001,201344,12317.0,Yes
681050,201348,9750.0,Yes
681148,201234,13119.0,No
681159,201018,6305.0,Yes
680944,201018,4500.0,No
681193,201018,4290.0,Yes
681207,201018,6000.0,Yes
681209,201124,4500.0,No
681210,201018,8000.0,Yes
681211,201018,8000.0,Yes
680719,201018,5500.0,No
680286,201018,9116.0,No
681270,201124,8269.0,Yes
680431,201018,2500.0,Yes
681330,201018,0.0,No
680862,201018,8000.0,Yes
681379,201128,0.0,No
681404,201344,9610.0,Yes
681456,201018,4720.0,Yes
681386,201018,5000.0,Yes
681101,201018,0.0,No
681021,201018,500.0,No
681468,201348,10345.0,Yes
681476,201344,9500.0,Yes
681503,201018,6000.0,No
681514,201128,7500.0,No
681522,201018,6000.0,No
681590,201018,6500.0,No
681592,201018,9216.0,Yes
681622,201018,5870.0,No
681624,201124,8000.0,No
681632,201344,10000.0,Yes
681658,201454,8904.0,Yes
681382,201018,3761.0,Yes
681381,201018,7500.0,No
681690,201018,5500.0,Yes
681692,201018,7280.0,Yes
681702,201124,0.0,Yes
681709,201018,5500.0,No
681718,201018,8215.0,Yes
681727,201018,500.0,No
681763,201344,7500.0,Yes
681799,201018,4000.0,Yes
681827,201124,9807.0,No
681880,201234,10909.0,No
681970,201238,13123.0,Yes
681976,201124,8500.0,Yes
681977,201128,7500.0,Yes
681991,201124,9341.0,Yes
682010,201238,8000.0,Yes
682057,201124,9551.0,Yes
682102,201124,8000.0,Yes
681383,201018,8500.0,Yes
682160,201124,5500.0,No
682218,201124,0.0,Yes
682238,201018,8500.0,Yes
682287,201564,8000.0,Yes
682303,201344,10500.0,Yes
682312,201234,9904.0,No
682333,201124,5500.0,No
681641,201018,500.0,No
682371,201124,7852.0,Yes
682418,201124,21762.0,Yes
681643,201018,5912.0,No
681644,201018,5000.0,No
682647,201018,3000.0,Yes
682680,201124,10948.0,Yes
682641,201018,4500.0,No
682738,201124,8156.0,No
682533,201018,5500.0,Yes
682777,201124,7500.0,Yes
682781,201124,12881.0,Yes
682848,201124,8134.0,No
682524,201018,9420.0,No
682528,201018,3860.0,Yes
682945,201124,0.0,Yes
682531,201018,3261.0,No
682992,201124,7500.0,Yes
682640,201018,7000.0,Yes
683024,201124,8000.0,No
683029,201124,3499.0,No
683044,201124,5983.0,Yes
683094,201128,6000.0,No
682766,201018,6262.0,Yes
683141,201234,9743.0,Yes
683200,201344,11200.0,Yes
683208,201124,5500.0,No
683209,201238,9000.0,Yes
683226,201124,10208.0,No
683269,201344,10500.0,Yes
683289,201018,5500.0,Yes
683305,201018,7500.0,Yes
683306,201018,5500.0,Yes
683309,201234,9950.0,Yes
683310,201018,4505.0,No
683327,201018,7000.0,Yes
683471,201018,6000.0,No
683509,201124,7000.0,Yes
683496,201018,4612.0,Yes
683710,201124,9734.0,Yes
683737,201128,6191.0,No
683759,201124,11566.0,No
683775,201124,3499.0,No
683795,201018,9791.0,No
683837,201238,7205.0,Yes
683838,201234,8500.0,Yes
683846,201124,13129.0,Yes
683848,201124,7005.0,Yes
683859,201124,5500.0,Yes
683988,201124,9000.0,Yes
684074,201124,11810.0,Yes
684072,201128,2896.0,Yes
684111,201344,4305.0,Yes
684207,201018,7500.0,Yes
684212,201234,12815.0,Yes
684259,201124,5500.0,Yes
684293,201568,8000.0,Yes
684311,201124,9500.0,Yes
684372,201018,3645.0,Yes
684376,201124,7500.0,No
684414,201124,10080.0,No
684442,201124,8500.0,No
684576,201018,9273.0,Yes
684573,201018,8326.0,Yes
684591,201124,8675.0,Yes
684612,201124,9090.0,No
684622,201018,3261.0,Yes
684670,201344,13001.0,Yes
684676,201234,10721.0,No
684684,201018,6000.0,No
684758,201018,5500.0,No
684765,201018,2000.0,No
684770,201018,4500.0,Yes
684952,201124,3868.75,Yes
684964,201124,9000.0,Yes
685093,201234,8000.0,No
685102,201124,9000.0,Yes
685165,201124,9568.0,Yes
685170,201128,8042.0,No
685173,201124,10870.0,Yes
685191,201124,5500.0,Yes
685245,201018,8204.0,Yes
685244,201124,3499.0,No
685247,201018,5500.0,No
685343,201234,9209.0,Yes
685355,201124,5500.0,No
685389,201124,5500.0,Yes
685420,201454,9500.0,Yes
671885,201128,7497.0,Yes
656275,201344,6500.0,Yes
685570,201018,0.0,Yes
685609,201018,7500.0,Yes
685650,201018,5683.0,Yes
685681,201234,10697.0,Yes
685714,201018,2500.0,Yes
685797,201124,8000.0,Yes
685819,201124,3868.75,Yes
685868,201124,7500.0,Yes
685872,201018,6240.0,Yes
685878,201128,10352.0,Yes
685882,201124,6579.0,Yes
685933,201124,8000.0,Yes
685936,201124,5500.0,No
685939,201234,7500.0,No
685943,201018,5500.0,Yes
686026,201018,7500.0,Yes
686029,201124,7500.0,Yes
686048,201124,8250.0,Yes
686056,201018,5500.0,Yes
686067,201128,6681.0,Yes
686080,201124,6000.0,No
686090,201018,6304.0,Yes
686115,201124,9000.0,No
686124,201234,8000.0,Yes
686151,201124,8208.0,Yes
686222,201234,11014.0,No
686227,201124,5750.0,No
686281,201124,8500.0,No
686360,201018,7000.0,No
686341,201018,5000.0,Yes
686340,201234,5000.0,Yes
686390,201234,8000.0,Yes
686443,201124,6250.0,Yes
686444,201124,8500.0,Yes
686452,201344,9000.0,Yes
686554,201124,7500.0,Yes
686559,201124,7500.0,Yes
686572,201124,8500.0,Yes
686592,201018,4500.0,No
686613,201018,5500.0,Yes
686620,201124,8000.0,Yes
686628,201124,500.0,Yes
686745,201234,9000.0,Yes
686752,201124,11477.0,Yes
686812,201124,7932.0,No
686826,201454,7500.0,Yes
686889,201234,3000.0,Yes
686864,201018,5267.0,No
687001,201124,11183.0,Yes
687054,201124,8500.0,Yes
687066,201018,4720.0,No
687123,201018,5000.0,Yes
687180,201124,9000.0,Yes
687186,201128,5000.0,Yes
687481,201124,8000.0,Yes
687532,201124,8811.0,No
687534,201124,11694.0,Yes
687551,201124,7808.0,Yes
687554,201124,8387.0,Yes
687556,201124,8000.0,Yes
687558,201124,7500.0,Yes
687618,201124,9486.0,Yes
687625,201124,8500.0,Yes
687767,201124,7500.0,Yes
687781,201124,11261.0,Yes
687809,201124,7500.0,Yes
687860,201018,8719.0,Yes
688007,201344,8500.0,Yes
688011,201124,6000.0,No
688080,201124,9000.0,Yes
688281,201018,2500.0,Yes
688423,201124,8162.0,Yes
688432,201018,7000.0,Yes
688452,201344,0.0,Yes
688506,202344,17853.0,No
688516,201124,3840.0,No
688562,201124,6000.0,Yes
688564,201344,7000.0,No
688629,201124,10000.0,Yes
688630,201018,8000.0,No
688687,201234,11089.11,Yes
688768,201234,8500.0,Yes
688779,201124,4749.0,No
688823,201124,8000.0,Yes
688862,201124,7000.0,Yes
688936,201238,9000.0,No
688948,201124,8500.0,No
688963,201018,4500.0,Yes
688962,201018,8290.0,No
689150,201124,7299.0,No
689346,201234,2831.0,No
689418,201234,11511.0,Yes
689420,201124,8000.0,Yes
689462,201128,8875.0,Yes
689485,201124,8000.0,Yes
689522,201124,8500.0,Yes
689539,201128,7637.0,No
689773,201238,7000.0,No
689808,201018,8660.0,Yes
689931,201018,5000.0,Yes
689932,201018,5000.0,Yes
689967,201344,11000.0,Yes
690011,201124,4158.0,No
690030,201124,4500.0,No
690195,201124,8500.0,Yes
690370,201124,8500.0,Yes
690394,201124,8212.0,No
690442,201234,8500.0,No
690542,201124,0.0,No
690587,201124,11574.0,No
690639,201234,6000.0,No
690657,202124,16100.0,No
690666,201018,5305.6,No
690686,201018,9904.0,No
690713,201018,5000.0,No
690742,201124,8685.0,Yes
690794,201124,15475.0,Yes
691165,201124,7500.0,Yes
691171,201234,8379.0,Yes
691193,201018,3860.0,Yes
691238,201124,11916.0,Yes
691250,201124,9966.0,Yes
691298,201018,6000.0,No
691300,201018,4628.0,Yes
691302,201124,9707.0,Yes
691400,201124,9256.0,No
691420,201018,8500.0,Yes
691658,201124,8728.0,No
691662,201018,3860.0,Yes
691717,201124,8500.0,Yes
691730,201124,4390.0,Yes
691736,201124,5500.0,Yes
691748,201018,7000.0,Yes
691763,201018,4720.0,Yes
691767,201344,5633.0,No
691768,201124,3863.0,Yes
691806,201124,7613.0,Yes
691849,201124,5500.0,Yes
691856,201124,5500.0,Yes
691880,201124,3499.0,No
691881,201128,15475.0,Yes
691885,201124,5500.0,Yes
691924,201018,3906.0,Yes
691920,201018,4500.0,Yes
691929,201344,4305.0,Yes
691939,201344,11880.0,Yes
691951,201124,20100.0,Yes
691957,201124,3868.75,Yes
691967,201124,9600.0,No
691977,201454,4851.0,Yes
691980,201454,11500.0,Yes
691984,201454,12000.0,No
691981,201018,7448.0,No
691990,201124,2000.0,No
691997,201124,11527.0,Yes
692033,201128,8000.0,Yes
692046,201238,0.0,No
692049,201124,7500.0,Yes
692060,201124,8500.0,Yes
692072,201018,3860.0,Yes
692080,201018,1846.0,Yes
692086,201018,7915.0,Yes
692113,201674,4900.0,Yes
692140,201124,9902.0,Yes
692158,201344,6500.0,No
692193,201018,8000.0,Yes
692204,201018,8000.0,Yes
692208,201344,9000.0,Yes
692209,201018,8000.0,Yes
692211,201018,8000.0,Yes
692280,201018,5540.0,No
692314,201124,11564.0,Yes
692360,201788,10616.0,Yes
692363,201124,7500.0,No
692358,201018,4720.0,No
692367,201124,9000.0,Yes
692374,201128,5500.0,No
692397,201018,3860.0,Yes
692417,201018,4000.0,Yes
692423,201018,4540.0,Yes
692436,201344,4305.0,No
692438,201674,4885.0,No
692491,201234,6000.0,Yes
692494,201018,7000.0,Yes
692563,201124,8786.0,No
692565,201234,5776.0,Yes
692569,201124,1603.0,Yes
692599,201124,8917.0,Yes
692601,201018,7276.0,Yes
692612,201124,5500.0,Yes
692627,201124,8000.0,Yes
692628,201124,10847.0,Yes
692633,201124,7500.0,Yes
692670,201124,8000.0,Yes
692672,201018,8159.0,Yes
692686,201128,5000.0,Yes
692689,201124,0.0,Yes
692767,201124,8770.0,No
692787,201128,10000.0,Yes
692798,201124,0.0,No
692825,201234,8500.0,Yes
692840,201124,7780.0,Yes
692846,201128,11587.0,Yes
692874,201234,6000.0,No
692932,201018,5305.6,No
692941,201124,7500.0,No
692975,201124,6000.0,Yes
692971,201018,9000.0,No
693052,201124,9000.0,Yes
693074,201124,8717.0,Yes
693078,201124,8634.0,Yes
693090,201124,8500.0,Yes
693103,201454,11000.0,Yes
693135,201124,0.0,Yes
693136,201124,5909.0,No
692418,201124,2500.0,Yes
693153,201018,3000.0,Yes
693176,201018,4500.0,Yes
693187,201124,10870.0,No
693205,201124,1597.0,No
693270,201124,9180.0,No
693273,201124,500.0,Yes
693327,201124,8813.0,No
693305,201018,4720.0,No
693308,201018,290.0,Yes
693370,201348,6000.0,Yes
693521,201124,3000.0,No
693588,201018,3860.0,Yes
693589,201124,0.0,No
