UID,TERM,PLU_SCHOLARSHIP,GRADUATED
755613,201344,7776.0,Yes
755618,201344,6000.0,Yes
755183,201344,7500.0,Yes
755188,201344,0.0,No
755189,201344,9000.0,Yes
749868,201344,4747.0,No
755671,201344,2500.0,Yes
755680,201454,6500.0,Yes
755707,201454,7000.0,Yes
755303,201344,8610.0,Yes
755308,201344,8610.0,Yes
755310,201344,8610.0,Yes
755319,201344,8610.0,Yes
755333,201344,8610.0,Yes
755339,201348,8610.0,Yes
755343,201344,8610.0,Yes
755345,201344,8610.0,Yes
755346,201454,6500.0,Yes
755670,201344,6892.0,Yes
755735,201344,0.0,No
755760,201344,7500.0,Yes
755832,201348,6500.0,No
755835,201344,9807.0,No
756305,201348,7000.0,Yes
756306,201344,5969.0,Yes
756427,201454,11373.0,Yes
756436,201348,13575.0,No
756455,201344,7000.0,Yes
756265,201564,12000.0,Yes
756317,201344,500.0,No
756555,201344,7000.0,Yes
756559,201344,7000.0,Yes
756560,201348,11682.0,Yes
756666,201344,7000.0,Yes
756668,201344,10000.0,Yes
755944,201454,11027.0,No
755968,201564,12000.0,Yes
756108,201564,11000.0,No
756138,201454,10250.0,Yes
756155,201454,12721.0,Yes
756169,201564,11000.0,Yes
756198,201564,16167.0,Yes
755831,201674,12000.0,Yes
756365,201454,11263.0,Yes
756399,201344,8606.0,Yes
756460,201344,10140.0,Yes
756481,201564,12500.0,Yes
756677,201454,9500.0,Yes
756918,201454,6500.0,Yes
757169,201454,15544.0,Yes
757175,201454,6500.0,No
757189,201344,5524.0,No
757230,201344,9500.0,Yes
756780,201344,6000.0,Yes
756960,201564,10000.0,Yes
756963,201564,12500.0,Yes
756964,201894,5212.0,Yes
757075,201344,6500.0,Yes
757167,201344,7000.0,No
757183,201454,0.0,No
756733,201344,7041.0,No
756816,201454,9500.0,Yes
757002,201454,15654.0,Yes
757085,201344,7879.0,Yes
757103,201344,5000.0,Yes
756670,201344,7704.0,Yes
757493,201454,11318.0,No
757080,201454,0.0,Yes
757577,201348,2500.0,Yes
757609,201344,0.0,No
757860,201344,10397.0,No
757907,201454,8500.0,Yes
757535,201678,8500.0,Yes
757847,201454,11418.0,Yes
758031,201344,10188.0,Yes
758139,201454,11478.0,Yes
758148,201454,7682.0,No
757702,201454,10000.0,Yes
757764,201454,11000.0,Yes
757815,201344,7500.0,No
757936,201454,13443.0,Yes
758167,201568,7500.0,Yes
757752,201454,11000.0,Yes
757821,201454,11000.0,No
757824,201674,8500.0,No
757830,201454,9500.0,Yes
757835,201454,11498.0,Yes
757836,201454,11500.0,Yes
757998,201454,10500.0,Yes
757623,201454,6500.0,No
757645,201454,12500.0,Yes
744312,201674,11500.0,No
757917,201344,4642.0,No
757972,201454,4433.0,Yes
758215,201454,4645.0,Yes
758524,201344,2500.0,No
758369,201454,13210.0,Yes
758440,201564,8000.0,Yes
758986,201348,9293.0,No
758988,201454,11500.0,Yes
758993,201344,6000.0,Yes
758996,201454,7000.0,Yes
758519,201344,0.0,No
758825,201784,7500.0,Yes
758556,201454,10971.0,Yes
758466,201454,11000.0,Yes
758528,201454,13553.0,Yes
758530,201458,500.0,No
758517,201344,7500.0,Yes
758518,201348,5000.0,No
758537,201784,10400.0,No
754614,201454,6500.0,Yes
759271,201564,11000.0,Yes
759291,201454,11682.0,Yes
759407,201454,12053.0,Yes
759567,201568,8000.0,Yes
759667,201454,12341.0,Yes
759086,201454,11006.0,Yes
759702,201348,4305.0,Yes
759710,201344,7089.0,No
759728,201344,10887.0,Yes
759729,201344,9520.0,Yes
759794,201564,4700.0,Yes
759065,201344,7000.0,Yes
759551,201344,6000.0,Yes
759793,201344,7000.0,Yes
759826,201454,9500.0,Yes
759706,201564,9482.0,No
759849,201344,6000.0,Yes
759049,201564,11042.0,No
759226,201454,8500.0,Yes
760431,201454,11500.0,Yes
760494,201454,10000.0,Yes
759882,201344,7891.0,Yes
759962,201344,5000.0,Yes
760375,201454,11848.0,No
760831,201674,12500.0,Yes
760835,201454,10500.0,Yes
760856,201348,2500.0,Yes
761097,201454,12335.0,Yes
761146,201344,8579.0,No
761165,201454,10872.0,Yes
761065,201564,12000.0,Yes
761104,201344,10391.0,No
761121,201344,7000.0,No
761127,201344,5000.0,Yes
761317,201904,13076.0,No
761107,201454,6500.0,No
761443,201564,10318.0,Yes
760945,201454,7382.0,Yes
761303,201454,11500.0,Yes
761312,201344,5000.0,Yes
761373,201348,5000.0,Yes
760656,201454,10416.0,Yes
760659,201564,11000.0,Yes
760791,201454,9500.0,Yes
760792,201454,10500.0,Yes
761510,201454,10500.0,No
761573,201344,6500.0,No
761534,201454,6500.0,Yes
762056,201344,10000.0,Yes
761676,201564,12000.0,Yes
762155,201454,0.0,Yes
762157,201454,7976.0,Yes
762015,201904,8500.0,Yes
762164,201344,6500.0,No
761947,201348,6000.0,No
762101,201454,4940.0,Yes
752506,201564,12500.0,Yes
761468,201674,14250.0,Yes
761658,201674,13500.0,Yes
762372,201454,9500.0,Yes
762418,201454,9500.0,No
762958,201454,7000.0,Yes
762258,201454,9000.0,Yes
752887,201564,10000.0,Yes
762308,201454,11426.0,Yes
762606,201454,10000.0,Yes
762670,201564,11000.0,Yes
747739,201674,11500.0,Yes
762700,201454,10000.0,Yes
763313,201454,500.0,Yes
763684,201454,10000.0,Yes
763738,201344,10001.0,No
763765,201454,3749.0,Yes
763771,201454,10500.0,Yes
763774,201454,9500.0,Yes
763776,201454,8229.0,Yes
763778,201454,11116.0,No
763781,201454,10000.0,Yes
763784,201454,7000.0,Yes
763789,201454,9000.0,Yes
763791,201454,9500.0,Yes
763152,201564,8500.0,No
763472,201564,0.0,No
763698,201344,2789.0,Yes
763747,201454,7500.0,Yes
763751,201454,9500.0,Yes
763300,201454,4523.0,Yes
763037,202014,20515.0,No
763602,201454,11276.0,No
763435,201454,0.0,Yes
753487,201674,12500.0,Yes
764277,201344,9500.0,Yes
764185,201454,11000.0,Yes
764364,201674,14088.0,Yes
749631,201674,16760.0,Yes
764099,201454,12471.0,Yes
764176,201454,15250.0,Yes
763849,201784,8500.0,Yes
764042,201454,18090.0,Yes
764175,201344,10005.0,Yes
764278,201344,6000.0,No
763841,201678,8500.0,Yes
764144,201344,2500.0,Yes
764338,201674,11003.0,No
764610,201344,2500.0,Yes
763981,202014,13500.0,No
764013,201454,10956.0,No
764079,201674,7000.0,No
763855,201344,6000.0,No
764006,201894,13000.0,Yes
764012,201454,10500.0,Yes
764138,201454,6500.0,No
763797,201568,10326.0,No
763810,201454,11007.0,Yes
763814,201454,6627.0,Yes
763829,201454,10500.0,Yes
763876,201344,6500.0,Yes
764027,201344,0.0,No
764167,201454,11750.0,Yes
764170,201454,11000.0,Yes
764179,201454,7500.0,Yes
753575,201454,10000.0,Yes
764943,201454,7500.0,Yes
765027,201454,15798.0,Yes
765089,201674,12585.0,No
764637,201454,9501.0,No
764890,201454,12937.0,Yes
764952,201454,15737.0,No
764622,201348,6181.0,No
765127,201348,7132.0,Yes
764823,201454,10962.0,Yes
764997,201904,16153.0,No
764632,201348,6500.0,Yes
764721,201348,6000.0,No
764975,201344,6000.0,Yes
764702,201564,18801.0,Yes
764824,201454,10200.0,No
764881,201454,11007.0,Yes
765044,201564,0.0,No
765060,201564,12960.0,No
765063,201454,7500.0,Yes
765209,201344,0.0,Yes
765211,201344,4730.0,No
764771,201454,9500.0,Yes
764774,201458,11000.0,Yes
764785,201454,9500.0,Yes
765140,201454,7500.0,Yes
764928,201454,11622.0,Yes
765415,201454,9501.0,No
764847,201454,10500.0,Yes
764914,201454,10500.0,Yes
764935,201348,6289.0,Yes
765087,201454,11000.0,Yes
764746,201674,6500.0,Yes
765439,201348,9666.0,Yes
765602,201454,0.0,No
766046,201454,0.0,Yes
765749,201454,11000.0,No
765751,201454,0.0,Yes
765866,201454,9500.0,Yes
766102,201454,10446.0,Yes
765472,201454,10500.0,Yes
766010,201348,6888.0,Yes
766196,201454,10500.0,Yes
765641,201454,4941.0,No
765645,201454,10500.0,No
765658,201454,5000.0,Yes
765875,201454,11000.0,No
766176,201564,15080.0,Yes
766309,201454,0.0,No
765524,201674,8500.0,Yes
765531,201454,9500.0,No
765532,201678,8500.0,No
765539,201564,8000.0,No
765548,201674,5604.0,Yes
765555,201784,9750.0,No
765573,201674,10000.0,No
765574,201784,11500.0,No
765581,201784,13000.0,No
765593,201564,11656.0,Yes
765681,201564,10000.0,Yes
765816,201454,500.0,Yes
765817,201454,8000.0,Yes
765825,201564,6000.0,Yes
766569,201564,8000.0,Yes
766627,201454,9500.0,Yes
766969,201564,13000.0,Yes
767021,201454,11000.0,Yes
767042,201454,6500.0,Yes
766458,201454,14339.0,Yes
766469,201454,12044.0,Yes
766331,201454,9500.0,No
766375,201348,7000.0,Yes
766538,202234,13500.0,No
766706,201454,12907.0,Yes
766721,201454,3322.0,No
766746,201454,10381.0,Yes
766801,201454,9500.0,Yes
766994,201674,7500.0,Yes
767007,201564,15500.0,Yes
767045,201454,10000.0,Yes
767052,201454,7188.0,Yes
767055,201454,15264.0,Yes
767054,201454,15249.0,Yes
767056,201454,5609.0,Yes
766653,201454,9752.0,Yes
766680,201454,14063.0,No
767022,201458,9500.0,Yes
767228,201784,11081.0,Yes
767602,201454,6500.0,Yes
767623,201454,11659.0,Yes
767646,201454,6500.0,No
767662,201348,8500.0,No
767650,201454,6500.0,Yes
767773,201454,15269.0,Yes
767865,201454,14500.0,No
767541,201674,12500.0,Yes
767791,201564,12500.0,Yes
767322,201454,13446.0,Yes
767797,202128,15848.0,No
767959,201454,10000.0,Yes
767390,201348,7000.0,No
767639,201454,10456.0,No
767659,201348,7500.0,Yes
767711,201674,12750.0,Yes
767719,201784,9500.0,Yes
767754,201784,14750.0,Yes
767759,201674,12000.0,Yes
767687,201454,10233.0,Yes
767461,201564,8000.0,No
767577,201454,10403.0,No
768093,201564,16966.0,Yes
768213,201564,8000.0,No
693648,201454,10523.0,Yes
751169,201564,10202.0,Yes
768540,201454,11492.0,Yes
768689,201454,10000.0,Yes
768705,201458,10500.0,No
768323,201454,7000.0,No
768586,201454,9000.0,Yes
768645,201454,6500.0,Yes
768653,201454,9500.0,Yes
768739,201454,6033.0,No
768502,201564,10806.0,Yes
768528,201674,12750.0,Yes
768533,201564,10750.0,Yes
768790,201454,11500.0,Yes
768797,201454,7413.0,Yes
768265,201564,16107.0,No
768350,201454,9500.0,Yes
768468,201348,10493.0,Yes
768637,201454,10500.0,Yes
768372,201564,14500.0,Yes
768382,201674,12500.0,Yes
768386,201674,17250.0,Yes
768390,201674,9000.0,Yes
768394,201784,17250.0,Yes
768414,201564,5087.0,No
768422,201674,9750.0,No
767972,201784,13000.0,Yes
767979,201674,9000.0,No
767980,201674,14306.0,Yes
768036,201674,12750.0,Yes
768055,201454,3865.0,No
768094,201674,12000.0,Yes
768165,201564,15000.0,No
768456,201674,9000.0,Yes
768457,201678,12000.0,Yes
768494,201454,9500.0,No
768497,201454,12289.0,Yes
768510,201564,11750.0,Yes
768594,201454,6500.0,Yes
769288,201454,9500.0,No
769468,201458,8000.0,Yes
769502,201454,10000.0,Yes
768907,201454,14274.0,No
768930,201454,12281.0,Yes
769234,201454,15262.0,Yes
768975,201564,13000.0,No
768982,201784,13500.0,Yes
769627,201454,11006.0,Yes
769374,201564,12143.0,No
769471,201454,9500.0,No
768926,201784,10960.0,Yes
768998,201454,7927.0,No
769160,201454,9000.0,Yes
768939,201454,4523.0,Yes
768950,201454,10000.0,Yes
769236,201454,10122.0,Yes
769355,201454,10001.0,Yes
769431,201454,11001.0,Yes
769432,201454,14565.0,Yes
769446,201454,5334.0,Yes
768817,201454,16266.0,No
769117,201564,8500.0,Yes
769488,201564,11345.0,No
769123,201458,11091.0,Yes
769606,201564,11500.0,Yes
769018,201454,10291.0,Yes
754309,201454,10956.0,No
769642,201454,10482.0,No
769920,201454,12215.0,Yes
769985,201454,14472.0,Yes
770264,201454,11746.0,Yes
770313,201564,8000.0,No
770315,201454,11066.0,No
770533,201454,9500.0,No
769717,201454,15917.0,Yes
769766,201454,9500.0,Yes
769818,201454,7000.0,Yes
769835,201564,15250.0,Yes
769925,201454,14381.0,Yes
769947,201454,9732.0,Yes
769949,201454,15254.0,Yes
769958,201454,11750.0,Yes
770188,201454,14262.0,Yes
770208,201564,12500.0,Yes
770337,201454,9000.0,Yes
770339,201564,12500.0,Yes
770348,201454,13579.0,Yes
770355,201454,7000.0,No
770357,201454,9500.0,Yes
770358,201348,10440.42,Yes
769721,201454,11500.0,Yes
770247,201454,15264.0,No
770248,201458,9199.0,No
770293,201458,14052.0,Yes
770379,201454,9500.0,Yes
770381,201564,13750.0,Yes
769919,201454,14206.0,No
771056,201564,12000.0,Yes
770638,201454,10500.0,Yes
770550,201564,8500.0,Yes
708433,201454,8500.0,No
770861,201454,11181.0,Yes
770865,201454,10453.0,Yes
770868,201348,6182.0,Yes
770869,201454,10500.0,Yes
771321,201454,2500.0,Yes
771356,201908,540.8,Yes
770736,201454,6500.0,Yes
770832,201454,10000.0,Yes
771372,201454,6500.0,Yes
771381,201564,11741.0,Yes
771403,201454,15231.0,No
770751,201564,11773.0,Yes
770754,201564,10360.0,Yes
770759,201784,11750.0,Yes
770758,201454,10000.0,No
770764,201454,9500.0,No
770799,201898,10218.0,No
770809,201454,500.0,No
770880,201458,9795.0,Yes
770884,201454,9487.0,Yes
770967,201454,9624.0,No
771111,201454,12511.0,No
765168,201454,9441.0,No
770721,201454,5941.0,No
770970,201454,11500.0,Yes
770854,201348,0.0,Yes
771422,201454,10500.0,Yes
771496,201454,15931.0,Yes
771517,201784,14000.0,Yes
771561,201454,4523.0,Yes
771648,201454,6500.0,Yes
771634,201454,11500.0,Yes
771782,201454,15891.0,No
771939,201454,11608.0,Yes
772143,201454,2000.0,No
772216,201784,12086.0,Yes
772223,201454,15277.0,Yes
772247,201454,9564.0,Yes
771862,201454,14410.0,No
771888,201564,12000.0,Yes
771871,201454,11339.0,Yes
771407,201454,6500.0,No
771698,201348,6948.0,Yes
771706,201454,9750.0,Yes
771911,201894,11750.0,No
772034,201674,19833.0,Yes
772156,201454,7000.0,Yes
772198,201454,8806.0,No
772211,201784,10972.0,Yes
772835,201454,15237.0,Yes
772879,201564,13029.0,Yes
772888,201564,10500.0,Yes
772919,201564,14922.0,Yes
772333,201454,10500.0,Yes
772789,201568,9163.0,Yes
772994,201454,8000.0,Yes
772995,201454,12000.0,No
772997,201454,10845.0,Yes
772999,201454,5000.0,Yes
772374,201674,8500.0,No
772327,201454,11000.0,No
772510,201674,10500.0,Yes
772520,201564,15193.0,Yes
772551,201564,10000.0,Yes
772597,201674,5661.0,No
772314,201564,12017.0,No
772623,201674,12963.0,No
772626,201564,12000.0,Yes
772265,201674,15370.0,Yes
772275,201454,6501.0,Yes
772768,201564,11000.0,Yes
773205,201454,8000.0,Yes
773064,201564,12000.0,Yes
773080,201784,4673.85,Yes
773117,201454,9500.0,Yes
773510,201454,9368.0,Yes
773057,201454,16228.0,Yes
773604,201454,11000.0,Yes
774571,201454,11550.0,Yes
774584,201454,12108.0,No
774588,201454,12709.0,Yes
774597,201454,10998.0,No
774617,201454,7929.0,No
773935,201458,11315.0,Yes
774108,201564,7500.0,Yes
774110,201458,6500.0,Yes
774128,201454,10580.0,Yes
774129,201454,9500.0,Yes
774135,201454,9500.0,No
774199,201454,15247.0,Yes
774205,201454,10000.0,Yes
774297,201904,12083.0,Yes
774390,201454,12369.0,Yes
774393,201454,9500.0,No
774409,201454,9500.0,No
774106,201458,7500.0,Yes
774147,201454,9500.0,Yes
774157,201454,9500.0,No
774436,201454,9500.0,Yes
774437,201454,14312.0,Yes
774371,201454,11217.0,No
774446,201454,11006.0,Yes
774463,201454,6070.0,No
774464,201454,15246.0,Yes
774115,201454,9257.0,Yes
774223,201454,11015.0,Yes
774505,201454,9097.0,Yes
774551,201454,6500.0,Yes
774552,201458,7972.0,Yes
774556,201348,9004.0,Yes
775144,201564,11314.0,Yes
775466,201454,10000.0,Yes
775483,201454,14500.0,Yes
774729,201564,8000.0,Yes
774734,201564,11250.0,Yes
751154,201454,9996.0,Yes
775031,201454,0.0,Yes
775191,201454,6500.0,No
775350,201454,13500.0,Yes
775365,201454,10000.0,Yes
775371,201894,16250.0,Yes
774645,201454,10000.0,Yes
775203,201454,12110.0,Yes
774708,201564,14550.0,Yes
775267,201564,12206.0,No
774836,201454,15241.0,Yes
775162,201454,10500.0,Yes
775181,201454,7000.0,Yes
775182,201454,10500.0,Yes
775183,201454,13000.0,Yes
775282,201674,13264.0,No
775303,201458,7500.0,Yes
774957,201348,9000.0,Yes
775124,201564,8000.0,Yes
775346,201564,13348.0,Yes
775451,201454,11444.0,No
775452,201454,6500.0,No
775462,201454,8000.0,Yes
774676,201454,10500.0,Yes
774904,201454,6500.0,Yes
775161,201454,11000.0,Yes
775436,201348,10612.0,Yes
775439,201454,10000.0,Yes
775441,201454,9634.0,Yes
775442,201454,15669.0,Yes
774940,201454,6500.0,No
775169,201454,9504.0,Yes
775404,201454,10500.0,Yes
775491,201454,14057.0,Yes
775494,201454,7500.0,Yes
775651,201454,9500.0,Yes
776028,201564,10500.0,Yes
776447,201564,10168.0,Yes
775604,201784,13000.0,No
775532,201454,6500.0,No
775903,201454,10178.0,Yes
775918,201454,2588.0,Yes
775925,201564,8500.0,Yes
775989,201454,6500.0,Yes
775666,202344,15500.0,No
775910,201894,12824.0,Yes
775980,201454,15450.0,No
776133,201904,5408.0,Yes
775810,201568,7000.0,Yes
775817,201784,11000.0,No
775852,201454,3864.0,Yes
775770,201564,13270.0,Yes
769521,201454,9500.0,Yes
776130,201564,10000.0,Yes
776177,201454,9000.0,Yes
775690,201454,7000.0,Yes
775911,201454,10953.0,Yes
775807,201454,9826.0,Yes
776108,201454,11013.0,Yes
776115,201454,10000.0,Yes
776339,201458,8000.0,Yes
776437,201454,9500.0,Yes
776438,201454,15646.0,No
776439,201454,9500.0,Yes
775791,201564,12750.0,No
776244,201674,12000.0,Yes
776795,201454,4966.0,No
777268,201454,10697.0,Yes
777287,201458,6500.0,Yes
777290,201454,7467.0,Yes
777251,201454,10730.0,Yes
777253,201454,10092.0,Yes
777322,201674,12500.0,Yes
777326,201674,13500.0,Yes
777328,201674,13978.0,Yes
777368,201674,5009.0,No
776497,201454,4941.0,No
776776,201454,7000.0,No
776848,201454,6500.0,Yes
777385,201454,5666.0,Yes
777386,201454,9500.0,Yes
776470,201454,10000.0,Yes
776481,201564,12179.0,Yes
776482,201454,9500.0,No
776483,201454,8550.0,Yes
776485,201454,10464.0,No
776489,201454,10000.0,Yes
776491,201454,10713.0,Yes
776492,201568,16037.0,No
777310,201898,10818.0,No
776573,201458,6500.0,No
776580,201674,6500.0,No
777113,201454,9908.0,Yes
777132,201454,11500.0,Yes
777139,201454,6500.0,Yes
777148,201454,6500.0,Yes
777149,201454,10000.0,No
693879,201454,6500.0,Yes
776672,201454,8625.0,Yes
776691,201454,9500.0,Yes
776875,201454,8815.0,Yes
776877,201454,7000.0,Yes
776986,201454,10000.0,Yes
776992,201454,9500.0,No
777043,201454,12390.0,Yes
776472,201454,8000.0,Yes
777054,201454,2261.0,Yes
777071,201454,9500.0,No
777098,201454,678.0,No
776709,201454,3722.0,No
776963,201348,6181.0,No
776964,201454,5716.0,No
777006,201454,9500.0,Yes
777009,201454,500.0,No
777161,201564,10868.0,Yes
776574,201454,9000.0,No
776576,201454,11488.0,No
777106,201454,9000.0,No
777243,201454,16251.0,Yes
777507,201564,11500.0,Yes
777614,201784,9656.0,No
777777,201784,10000.0,No
777793,201454,6500.0,Yes
777821,201454,6500.0,Yes
777841,201454,15264.0,Yes
777411,201784,11500.0,Yes
777414,201784,8500.0,Yes
777719,201454,8090.0,No
777981,201564,10001.0,Yes
778013,201454,10500.0,Yes
778092,201454,11122.0,Yes
778095,201674,8645.0,No
778096,201458,7500.0,Yes
778097,201454,0.0,Yes
778111,201454,9500.0,Yes
778003,201458,12780.0,Yes
778008,201454,3821.0,Yes
778119,201454,10500.0,No
778120,201454,10000.0,Yes
778132,201454,9500.0,Yes
778133,201454,8822.0,Yes
777428,201454,12570.0,Yes
777459,201564,15400.0,Yes
777538,201784,9000.0,Yes
777746,201454,10000.0,No
777825,201454,6500.0,No
777828,201674,12500.0,Yes
777836,201454,8000.0,No
777954,201454,9500.0,Yes
778021,201454,2500.0,No
778024,201454,4851.0,No
778031,201454,7580.0,No
777610,201454,4851.0,Yes
777710,201454,9368.0,No
777922,201454,7500.0,Yes
777924,201454,11465.0,Yes
777932,201454,7000.0,No
778044,201454,7137.0,No
777867,201454,7000.0,Yes
777868,201454,6500.0,Yes
777871,201564,12500.0,Yes
777878,201454,7077.0,Yes
777883,201454,10461.0,Yes
778349,201454,7000.0,No
778399,201564,12500.0,No
778913,201454,6500.0,Yes
778938,201454,9000.0,Yes
778973,201454,10000.0,No
778445,201454,0.0,Yes
778470,201674,12978.0,Yes
778668,201454,7000.0,No
778675,201454,7500.0,No
778870,201454,9500.0,No
778877,201454,12241.0,No
778213,201454,6500.0,No
778337,201454,7000.0,Yes
778878,201454,4523.0,Yes
778899,201454,6387.0,No
778902,201454,9419.0,Yes
778914,201454,6500.0,Yes
778180,201564,8000.0,Yes
778187,201564,10000.0,No
778196,201674,13500.0,Yes
778252,201458,11174.0,Yes
778253,201454,9725.0,Yes
778270,201454,9800.0,Yes
778271,201454,10000.0,Yes
778274,201454,10000.0,Yes
776721,201564,11400.0,Yes
778283,201454,6000.0,No
778459,201784,14935.0,No
778778,201454,7000.0,Yes
778779,201454,8000.0,Yes
778189,201454,6500.0,Yes
778190,201458,7500.0,Yes
778706,201674,9000.0,Yes
778917,201454,7500.0,Yes
778918,201454,9000.0,Yes
778919,201454,5442.0,No
778727,201564,10000.0,Yes
778942,201454,8000.0,Yes
778953,201458,8602.0,No
778200,201454,15241.0,No
725994,201784,14706.0,Yes
778197,201454,6500.0,No
778589,201454,7500.0,Yes
779041,201894,11000.0,Yes
779408,201674,5794.0,No
779427,201894,14369.0,Yes
779437,201564,10000.0,Yes
779208,201564,9276.0,Yes
779448,201454,5000.0,Yes
779544,201564,12500.0,Yes
779702,201454,9500.0,Yes
779844,201564,7500.0,No
779265,201454,9500.0,No
779467,201674,10742.0,Yes
779001,201454,5000.0,Yes
779126,201564,11769.0,Yes
779558,201454,10000.0,Yes
779616,201454,8000.0,No
779766,201674,10286.0,Yes
779793,201894,10424.0,Yes
779187,201454,14206.0,Yes
779188,201454,15978.0,No
779190,201454,10463.0,No
779192,201454,7825.0,Yes
779292,201894,14000.0,Yes
779551,201454,9883.0,Yes
779555,201674,8199.0,No
779142,201454,9000.0,Yes
779153,201564,9797.0,Yes
779450,201454,2500.0,Yes
779451,201454,6500.0,Yes
779724,201564,11000.0,Yes
779773,201454,7000.0,Yes
779025,201454,7000.0,No
779745,201564,12750.0,Yes
779776,201454,10245.0,Yes
779777,201454,0.0,Yes
779097,201454,11132.0,No
779113,201454,5000.0,Yes
779118,201564,9813.0,No
779132,201674,9770.0,Yes
779135,201564,11500.0,No
779144,201458,7000.0,No
779504,201454,6500.0,No
779611,201454,9462.0,Yes
745891,201564,12500.0,Yes
779621,201564,7625.0,Yes
780269,201564,5338.0,No
780285,201674,13500.0,Yes
780317,201564,16477.0,Yes
780323,201564,12500.0,Yes
780332,201674,14500.0,Yes
780359,201564,11500.0,Yes
780367,201784,10500.0,Yes
780216,201454,9500.0,Yes
780381,201564,7105.0,Yes
780398,201674,12500.0,Yes
780426,201674,13500.0,Yes
780176,201564,12000.0,No
780530,201674,14548.0,Yes
779913,201564,12000.0,Yes
779916,201564,13750.0,Yes
779925,201564,19960.0,Yes
779950,201564,13250.0,Yes
779972,201784,10500.0,Yes
780022,201564,11500.0,Yes
780073,201564,10250.0,Yes
780075,201564,12228.0,No
780085,201564,14969.0,Yes
780103,201784,4970.0,Yes
780760,201564,11862.0,Yes
780804,201564,16413.0,Yes
780882,201674,12000.0,Yes
780894,201674,0.0,No
780936,201674,10500.0,Yes
780937,201564,15810.0,No
781069,201674,13750.0,Yes
781119,201784,11250.0,Yes
780647,201784,10000.0,Yes
780656,201564,11000.0,No
780671,201564,8000.0,Yes
781471,201564,6179.0,Yes
782181,201454,10487.0,No
782182,201454,8500.0,Yes
782205,201674,9750.0,Yes
781629,201564,12473.0,Yes
781713,201674,14000.0,Yes
781782,201564,10750.0,Yes
781923,201564,13287.0,Yes
781936,201564,12000.0,Yes
782028,201564,12000.0,Yes
782257,201454,7500.0,Yes
782264,201564,10000.0,Yes
782413,201564,8500.0,Yes
782487,201454,10500.0,Yes
782378,201564,12750.0,Yes
782477,202014,13380.0,No
782491,201454,9000.0,Yes
782953,201674,12988.0,Yes
782303,201454,15960.0,Yes
782381,201564,16025.0,Yes
782428,201454,7500.0,Yes
782621,201564,7810.0,Yes
782639,201564,12664.0,Yes
782449,201564,7500.0,Yes
782270,201564,10000.0,Yes
782447,201454,5129.0,No
783311,201564,11500.0,Yes
783504,201564,7332.0,No
783707,201564,10000.0,Yes
783716,201564,8000.0,Yes
783408,201454,8001.0,Yes
782983,201564,11301.0,Yes
783059,201674,13000.0,Yes
783242,201674,12488.0,Yes
784108,201454,16370.0,Yes
784141,201564,12000.0,Yes
784173,201674,10500.0,No
784180,201564,8000.0,No
784394,201784,20176.0,Yes
784450,201454,8091.0,Yes
784454,201564,14500.0,Yes
784465,201674,9000.0,Yes
784051,201564,10000.0,Yes
784473,201454,11412.0,Yes
783957,201454,11017.0,Yes
784309,201564,16227.0,Yes
784405,201564,15969.0,Yes
784407,201454,7000.0,Yes
784531,201454,9904.0,Yes
784580,201564,18800.0,Yes
783902,201564,11529.0,No
784112,201454,6500.0,Yes
784113,201564,10500.0,Yes
783971,201454,9515.0,Yes
784246,201564,9000.0,No
784254,201564,9527.0,No
784263,201568,11787.0,No
783760,201564,12289.0,Yes
784291,201454,12292.0,No
784298,201454,6500.0,Yes
784347,201564,7500.0,Yes
784621,201454,6500.0,Yes
784622,201454,9399.0,Yes
784702,201564,7000.0,No
784914,201454,5500.0,No
785091,201454,7000.0,Yes
785031,201564,11775.0,No
785032,201564,9626.0,Yes
784735,201564,11665.0,Yes
784900,201674,12500.0,Yes
784636,201564,12314.0,Yes
784779,201564,4900.0,Yes
784988,201454,254.0,Yes
785055,201564,11250.0,Yes
785117,201564,11000.0,Yes
784707,201784,10500.0,Yes
784786,201454,6500.0,No
784961,201788,15107.0,Yes
784965,201564,10500.0,Yes
785149,201564,6517.0,Yes
785159,201564,7636.0,Yes
785087,201454,6500.0,Yes
779398,201454,5000.0,No
784932,201564,12001.0,Yes
785816,201564,16000.0,No
785669,201454,10697.0,Yes
785589,201564,6000.0,Yes
785622,201674,9000.0,No
785713,201564,11500.0,Yes
786264,201894,15517.0,Yes
786268,201674,11500.0,Yes
785662,201454,15264.0,Yes
786273,201454,7000.0,No
786296,201894,12500.0,Yes
786316,201454,0.0,No
785498,201458,8594.0,Yes
785748,201784,9169.0,No
787122,201564,12750.0,Yes
787989,201564,0.0,Yes
787998,201454,7000.0,No
788067,201454,7500.0,Yes
788072,201454,7000.0,Yes
788085,201564,11500.0,Yes
787700,201564,12000.0,Yes
775339,201894,14500.0,Yes
787942,201564,11135.0,No
787943,201564,11500.0,Yes
788053,202234,16850.0,No
788081,201564,11714.0,Yes
788149,201674,9770.0,No
788202,201454,12151.0,No
788465,201458,11051.0,No
788682,201674,13000.0,No
788798,201454,7000.0,No
788272,201454,9955.0,No
788889,201784,5044.0,Yes
788896,201564,16052.0,Yes
788735,201454,0.0,No
777819,201894,12897.0,Yes
788919,201674,13048.0,Yes
788220,201454,7000.0,Yes
788702,201454,6500.0,Yes
788289,201454,9500.0,Yes
788477,201454,10240.0,Yes
