UID,TERM,NON_PLU_SCHOLARSHIP,GRADUATED
937273,201564,6572.0,No
937590,201568,4518.0,Yes
937394,201674,8235.0,Yes
938262,201784,7719.0,No
938476,201674,1533.0,Yes
938021,201674,3408.0,No
938118,201784,1535.0,No
938868,201564,3388.0,Yes
938659,201674,5551.0,Yes
939123,201678,3408.0,Yes
938685,201674,933.0,Yes
938687,201674,698.0,Yes
790554,201674,9042.0,Yes
939252,201564,3637.0,Yes
939612,201674,2333.0,No
939342,201904,8468.0,Yes
939507,201564,2913.0,No
939645,201674,7592.0,No
937654,201564,3794.0,Yes
939510,201674,8961.0,Yes
940834,201784,835.0,Yes
940416,201678,8660.0,Yes
940884,201674,1583.0,No
941020,201674,8286.0,No
941407,201564,5670.0,Yes
936998,201674,6292.0,No
941889,201674,3408.0,Yes
942178,201674,1833.0,No
942188,201674,2605.0,No
942444,201784,9413.0,Yes
941759,201564,3966.0,No
942200,201674,6992.0,No
942547,201564,813.0,Yes
942583,201564,7247.0,Yes
779223,201564,2663.0,Yes
942571,201678,933.0,Yes
942662,201904,1023.0,Yes
942826,201784,9413.0,Yes
942877,201788,4905.0,Yes
943431,202238,2616.0,No
944708,201674,3408.0,Yes
944342,201564,4928.0,No
944270,201568,3888.0,No
944209,201904,2164.0,No
945387,201674,7935.0,Yes
945304,201674,7667.0,Yes
945927,201564,3388.0,Yes
945963,201894,8050.0,Yes
945929,201564,3371.0,Yes
937093,201674,4908.0,Yes
945629,201674,3408.0,Yes
945483,201784,9013.0,Yes
946555,201904,1373.0,No
946354,201904,3523.0,Yes
952379,201904,9551.0,Yes
952824,201894,1223.0,No
954235,201564,5506.0,Yes
954333,201674,10786.0,No
954358,201674,4069.0,No
954366,201674,7667.0,No
951285,201564,1663.0,No
954497,202344,6124.0,No
954228,201674,9042.0,Yes
954866,201674,3213.0,Yes
956748,201674,8961.0,Yes
956761,201674,7285.0,No
957815,201674,8585.0,Yes
957829,201784,1385.0,Yes
960745,201784,3651.0,No
962234,202124,6232.0,Yes
965518,201784,9635.0,Yes
965805,201894,5188.0,No
967994,201784,9413.0,Yes
968336,201784,7538.0,Yes
968464,201674,7235.0,Yes
970017,201678,8585.0,No
971131,201674,8961.0,Yes
971885,201784,9013.0,Yes
971988,201784,6810.0,Yes
971458,201674,1183.0,No
971546,201784,9388.0,Yes
971577,201674,7667.0,Yes
973711,201674,8961.0,Yes
975449,201674,2633.0,Yes
976478,201674,8961.0,Yes
977881,201784,9413.0,No
978512,201784,8938.0,Yes
978607,201784,9013.0,Yes
981343,201674,7885.0,Yes
981692,201674,9361.0,Yes
983941,201674,6842.0,Yes
985347,201674,3408.0,No
986573,201894,7503.0,No
986726,201674,7665.0,Yes
991754,201784,1385.0,Yes
993702,201674,7935.0,Yes
994865,201908,3422.0,Yes
995082,201784,2735.0,Yes
997057,201784,835.0,No
997898,201788,3060.0,No
998723,201784,8088.0,Yes
998313,201674,9361.0,Yes
998488,201784,5953.0,Yes
749621,201678,4345.0,Yes
1001438,201674,8961.0,Yes
1003354,201784,2035.0,Yes
1006129,201674,8961.0,No
1006642,201894,9501.0,Yes
1006902,201784,5841.0,Yes
1006911,201674,6248.0,Yes
1006394,201784,5994.0,Yes
1007655,201674,2083.0,Yes
1009010,201564,6781.0,No
744710,201238,6758.0,Yes
766517,201674,4900.0,Yes
1009364,201784,9013.0,No
1009444,201564,6477.0,No
1009445,201564,5384.0,Yes
942428,201674,4064.0,Yes
1009812,201894,7643.0,Yes
1018045,201674,3008.0,Yes
1018264,201564,1912.0,Yes
1018164,201568,2113.0,Yes
1018165,201894,0.0,No
1018219,201784,3460.0,No
1018302,201674,3383.0,Yes
1019032,201674,6160.0,Yes
1018843,201564,7247.0,Yes
1018206,201674,4883.0,Yes
1019443,201674,8435.0,Yes
1019451,201674,5509.0,Yes
1019485,201674,8961.0,No
1019701,201904,8019.0,Yes
1019895,201784,2555.0,Yes
1019917,201674,10185.0,Yes
1019952,201674,2768.0,Yes
1019972,201674,3083.0,Yes
1019973,201784,7719.0,Yes
1019261,201674,5953.0,Yes
1019270,201674,8961.0,Yes
1019386,201674,8961.0,No
1019408,201674,4259.0,Yes
1019414,201674,1250.0,Yes
1020612,201674,2424.0,No
1020290,201674,8961.0,Yes
1020694,201568,6490.0,No
1020243,201674,1633.0,Yes
1020914,201784,3460.0,Yes
1020250,201674,7292.0,No
1019822,201674,8961.0,Yes
1021604,201894,9076.0,Yes
1021646,201674,9361.0,No
1021658,201674,3408.0,Yes
1021720,201674,4556.0,Yes
1021691,201674,2833.0,Yes
1021348,201678,4913.0,Yes
1022206,201674,3408.0,Yes
1022435,201568,5709.0,Yes
1022499,201784,7194.0,No
1021986,201784,9013.0,No
1021999,201904,8468.0,Yes
1022062,201674,8961.0,No
1022063,201674,5509.0,Yes
1022429,201784,403.0,Yes
1022434,201568,7621.0,No
1022141,201904,9476.0,Yes
954472,201674,5246.0,No
1023305,201674,9061.0,Yes
1023022,201784,1585.0,Yes
1022617,201674,4991.0,Yes
1022760,201674,5755.0,No
1022651,201894,1173.0,Yes
1022654,201784,7838.0,Yes
1023244,201674,5414.0,Yes
1023425,201784,1285.0,No
1023652,201674,9361.0,Yes
1023374,201784,3335.0,Yes
1033627,201674,8961.0,No
1024728,201674,8961.0,No
1024309,201894,326.0,Yes
1024626,201674,8961.0,Yes
1024638,201904,9326.0,No
1024379,201674,3408.0,No
1024658,201784,500.0,No
1024697,201674,8961.0,No
1024703,201674,4371.0,No
1024855,201674,8911.0,No
1024922,201674,2133.0,Yes
1024760,201674,933.0,Yes
1024773,201674,7411.0,No
1027287,201674,2533.0,Yes
1027267,201784,9088.0,Yes
1027919,201674,7667.0,No
1030488,201674,3133.0,Yes
1031927,201674,6457.0,Yes
1033484,201894,9101.0,Yes
1033360,201674,6160.0,Yes
1037289,201674,4908.0,No
1041419,202128,2435.0,No
1041530,201784,935.0,Yes
1041178,201784,6994.0,Yes
1041220,201904,7626.0,Yes
1041229,201784,8338.0,Yes
1041623,201784,10163.0,No
1043680,201674,9361.0,No
1043939,201674,5213.0,No
1045943,201674,1583.0,No
1047324,201674,5926.0,Yes
1047552,201674,8335.0,No
1048506,201904,8243.0,No
1050151,201674,3408.0,Yes
1050103,202014,3673.0,No
1050848,201784,3460.0,Yes
1050874,201784,3460.0,Yes
1050732,201674,4687.0,Yes
1051022,201674,4895.0,Yes
1051136,201674,1183.0,Yes
1050612,201674,8961.0,Yes
1051180,201674,3408.0,Yes
1051214,201674,6010.0,Yes
1052035,201674,3408.0,Yes
1051415,201674,7592.0,Yes
1051461,201674,1783.0,Yes
1051701,201784,7719.0,Yes
1051854,201674,4993.0,Yes
1051410,201674,7267.0,No
1052011,201674,3083.0,No
1051920,201674,8086.0,Yes
1051335,201674,9361.0,Yes
1051598,201674,8961.0,No
1051632,201678,2981.0,Yes
1052105,201674,9361.0,Yes
1052313,201674,3408.0,Yes
1052490,201674,933.0,No
1052769,201674,7335.0,Yes
1052771,201674,4501.0,No
1052792,201678,9061.0,No
1052841,201678,7242.0,No
1052804,201678,8959.0,Yes
1052818,201784,3485.0,Yes
1052458,201674,7667.0,Yes
1052554,201674,6342.0,Yes
1052754,201674,8335.0,Yes
715818,201674,4258.0,Yes
1053336,201674,8736.0,Yes
1053369,201904,3558.0,Yes
1053039,201894,6208.0,Yes
1053235,201894,5957.0,No
1053237,201674,3421.0,Yes
1053375,201784,1185.0,Yes
753180,201674,9361.0,No
1052970,201674,2683.0,Yes
1053175,201674,2768.0,Yes
1053219,201894,9668.0,Yes
768337,201674,8961.0,Yes
1052846,201674,3408.0,Yes
1053991,201784,9013.0,No
1054012,201784,9013.0,Yes
1054033,201674,3408.0,Yes
1053713,201674,3754.0,Yes
1053918,202124,1193.0,No
1054319,201674,6160.0,Yes
1054341,201674,7585.0,Yes
1053669,201674,2633.0,Yes
1054695,201784,9845.0,Yes
1054697,201898,9100.0,No
1055120,201674,4582.0,No
1055176,201894,8076.0,Yes
1055069,201784,7571.0,Yes
1055188,201784,2985.0,Yes
1054502,202124,487.0,No
1055088,201678,1733.0,Yes
1054493,201674,5751.0,Yes
1054863,201674,883.0,No
1060364,201674,9361.0,Yes
1060367,201674,4660.0,Yes
1060414,201674,8961.0,Yes
1053986,201674,5953.0,Yes
1060307,201784,9413.0,Yes
1060312,201784,7887.0,No
1060406,201674,4908.0,Yes
1060595,201678,2555.0,Yes
1060937,201674,1792.0,Yes
1060978,201674,8911.0,No
1060993,201674,6160.0,Yes
1060472,201674,8961.0,No
1060806,201674,9361.0,Yes
1060947,201674,9361.0,No
1061090,201894,8876.0,Yes
1060747,201674,4371.0,Yes
1061159,201678,5328.0,Yes
1060527,201784,7538.0,Yes
1060819,201674,3328.0,No
1060824,201674,1432.0,Yes
1060887,201674,8786.0,Yes
1060889,201784,7087.0,Yes
1061259,201674,5262.0,Yes
1061303,201674,8336.0,Yes
1061513,201674,4796.0,Yes
1061517,201674,8961.0,No
1061523,201678,4846.0,Yes
1061530,201674,4259.0,No
1061690,201674,9767.0,Yes
1061357,201674,8285.0,Yes
1061430,201674,0.0,Yes
1061470,201674,6495.0,No
1061538,201674,6136.0,No
1061550,201674,3408.0,No
1061556,201674,8911.0,Yes
1061563,201674,9361.0,No
1061382,201674,6160.0,Yes
1061705,201674,4941.0,No
1061483,201784,7788.0,Yes
1061849,201674,6160.0,Yes
1061861,201894,8418.0,Yes
1062171,201678,4370.0,Yes
1062819,201784,4535.0,Yes
1062467,201784,7440.0,Yes
1022963,201674,783.0,Yes
1062549,201674,2133.0,Yes
1062912,201674,5495.0,No
1062973,201674,2555.0,Yes
1062064,201674,3222.0,Yes
1062098,201674,8961.0,Yes
1061351,201674,8936.0,Yes
1062743,201894,2223.0,No
1062521,201674,4660.0,No
1062524,201674,6328.0,No
1063790,201784,6016.0,Yes
1063723,201894,9101.0,Yes
1063271,202344,7843.0,No
1063399,201784,9013.0,Yes
1063426,201674,2633.0,Yes
1063427,201894,1973.0,Yes
1063437,201784,1335.0,Yes
1063950,201784,8238.0,Yes
1064509,201674,3408.0,Yes
1069590,201674,8961.0,No
1069592,201674,7667.0,No
1069593,201674,2533.0,Yes
1069655,201674,1983.0,No
1069656,201674,7124.0,No
1069658,201674,5495.0,Yes
1069785,201784,6244.0,No
1070363,201784,9337.0,No
1069777,201674,4988.0,Yes
1070487,201898,8324.0,Yes
1071327,201674,2541.0,No
1071609,201784,8988.0,Yes
1071257,201674,1083.0,Yes
1071254,201784,4790.0,Yes
1071269,201894,9101.0,Yes
1071521,201784,9013.0,No
1071298,202344,8900.0,No
1071377,201894,3223.0,No
1071423,201674,8786.0,Yes
1071219,201674,983.0,No
1072569,201674,4788.0,Yes
1072063,201674,5328.0,No
1072017,201674,1833.0,No
1072926,202014,487.0,No
1073257,201784,985.0,Yes
1072871,201674,6109.0,Yes
1073050,201898,6316.0,Yes
1073052,201674,4908.0,Yes
1073002,201784,8988.0,Yes
1073014,201784,9413.0,No
1073363,201784,7344.0,Yes
1073514,201784,4501.0,Yes
1074579,201784,1085.0,Yes
1074767,201904,873.0,Yes
1074776,202234,1128.0,No
1074777,201904,10076.0,Yes
1074487,201904,5216.0,No
1074797,201784,9413.0,No
1074800,201784,6744.0,Yes
1074804,201784,8988.0,Yes
1074347,201784,1885.0,Yes
1074467,201894,5767.0,Yes
1074934,201674,6392.0,Yes
1075543,201674,8961.0,Yes
1075607,201784,8388.0,No
1075040,201674,4995.0,Yes
1075316,201784,7888.0,Yes
1075266,201894,3254.0,No
1075216,201894,8075.0,No
1062661,201784,8901.0,Yes
1076456,202014,3283.0,No
1075874,201674,3408.0,Yes
1076192,201678,2981.0,No
1076516,201674,3408.0,No
1076552,201904,9551.0,Yes
1078624,201784,9013.0,Yes
1078678,201674,5351.0,No
1078696,201784,2135.0,No
1078471,201784,3460.0,Yes
1078753,201678,7666.0,Yes
1078845,201678,6160.0,Yes
1078864,201674,3008.0,Yes
1078174,201674,5495.0,Yes
1078740,201784,9413.0,No
1079032,201894,3548.0,No
1079132,201894,9101.0,No
1079270,201904,3598.0,Yes
1080409,201784,7688.0,No
1080410,201784,7719.0,Yes
1081125,201894,6493.0,Yes
1080457,201784,3460.0,Yes
1080764,201784,9013.0,No
1081443,201894,7525.0,Yes
1081450,201784,2035.0,Yes
1081358,201674,5564.0,No
932861,201784,9413.0,Yes
1082789,201904,7775.0,Yes
1082628,201894,7326.0,Yes
1082669,201894,9101.0,Yes
1060965,201894,8418.0,No
1083363,201678,1183.0,Yes
1083378,201784,1935.0,No
1082916,201894,7343.0,No
1083008,201784,9013.0,No
1083036,201784,5803.0,Yes
1083049,201894,4088.0,Yes
1083404,201784,9013.0,No
1083967,201894,8325.0,Yes
1083688,201894,9501.0,Yes
1083798,202014,9226.0,Yes
1083779,202124,9143.0,No
1083670,201784,8438.0,No
1083717,201678,7141.0,Yes
1089671,201894,7843.0,No
1093304,201788,9412.0,No
1094372,201784,10595.0,Yes
1094889,201784,4970.0,Yes
1094654,201784,7678.0,No
1096274,201784,9013.0,Yes
1096803,201784,2435.0,Yes
1096942,201784,1435.0,Yes
1098205,201894,8776.0,Yes
1097749,201908,8467.0,Yes
1097763,201894,6240.0,No
1097895,201894,7625.0,Yes
1098764,201894,5953.0,Yes
1098560,201894,1250.0,No
1101271,201894,9101.0,Yes
1101393,202344,2435.0,No
1101960,202014,8543.0,Yes
1104157,201898,8776.0,No
1106119,201894,8418.0,Yes
1105602,201894,9101.0,Yes
1106363,201894,1250.0,No
1107561,201784,7065.0,Yes
1108456,201784,6459.0,Yes
1107903,201784,8338.0,Yes
1112597,201784,4960.0,Yes
1114374,201784,7444.0,No
1116140,201784,8288.0,Yes
1118812,201784,9013.0,Yes
1119695,201784,5436.0,Yes
1119914,201784,9013.0,Yes
1123570,201784,3460.0,Yes
1124658,201784,9413.0,Yes
1124161,201784,2555.0,No
1124950,201784,3460.0,Yes
1125999,201784,6304.0,Yes
1125658,201784,3460.0,No
1128526,201784,1335.0,No
1133601,201784,1835.0,Yes
1134390,201784,7938.0,Yes
1137308,201784,8438.0,Yes
1142750,201784,9413.0,Yes
1145270,201784,4259.0,Yes
1146408,201784,3460.0,No
1147809,201784,1985.0,No
1148435,201784,7719.0,Yes
1149883,201894,8326.0,No
1151454,201894,9476.0,Yes
1152185,201894,3223.0,Yes
1152354,201894,8275.0,No
1152411,201894,9501.0,Yes
1152647,201894,7875.0,No
1155720,201894,8093.0,Yes
1155850,201894,3548.0,Yes
1157183,201894,9268.0,Yes
1157896,201894,1123.0,Yes
1158078,201894,3073.0,Yes
1158104,201894,9268.0,Yes
1158489,201894,8376.0,Yes
1160858,201784,3935.0,No
1161885,201784,9413.0,Yes
1164153,201784,7719.0,Yes
1164182,201784,6810.0,No
1164383,201894,1250.0,Yes
1165447,201678,7267.0,Yes
1165824,201784,9013.0,Yes
1165726,201784,1335.0,Yes
1165503,201784,4371.36,No
1165395,201784,9413.0,Yes
1166050,201784,3460.0,No
1165940,201898,8417.0,Yes
1166234,201678,4370.0,Yes
1166216,201784,7719.0,No
1166498,201784,9013.0,No
1167050,201784,9413.0,Yes
1167555,201894,8418.0,Yes
1167594,201788,2385.0,Yes
1167617,201904,9151.0,Yes
1167533,201678,5931.0,Yes
1168743,201904,9551.0,No
1168312,201784,4135.0,Yes
1168811,201678,4841.0,No
1168864,201784,9013.0,Yes
1168754,201894,9501.0,Yes
1168908,201784,5952.0,Yes
1168235,201784,3035.0,No
1168334,201904,7676.0,No
1169504,201678,5369.0,Yes
1169552,202014,6268.0,Yes
1169663,201784,6810.0,No
1169507,202014,9626.0,No
1169679,201784,9413.0,Yes
1169766,201784,3891.0,Yes
1169768,201784,9413.0,No
1169102,201784,9013.0,Yes
1169529,201784,7337.0,No
1169835,201894,8325.0,Yes
1169857,201894,1250.0,No
1170077,201894,9268.0,No
1170312,201784,2535.0,No
1170527,201784,9013.0,Yes
1169941,201894,8132.0,Yes
1170192,201898,8417.0,Yes
778257,201454,1290.0,Yes
1170191,201784,4970.0,Yes
1170525,201784,8088.0,Yes
1170531,201904,1250.0,No
1170942,202238,7792.0,No
1170703,201894,9101.0,No
1170753,201904,2435.0,Yes
1170775,201904,9551.0,No
1171672,202014,9626.0,No
1062666,201788,4536.0,No
1171763,201894,9426.0,Yes
1171774,201784,8688.0,Yes
1171624,201788,4259.0,Yes
1171626,201784,2885.0,Yes
1171632,201784,9413.0,Yes
1171574,201784,3035.0,No
1171528,201894,3123.0,No
1171563,201894,1123.0,No
1179311,201784,5410.0,Yes
1180030,201904,7793.0,Yes
1183380,201784,9013.0,No
1189233,201784,7719.0,Yes
1193109,201784,3460.0,Yes
1195986,201784,9413.0,Yes
1196075,201784,9013.0,No
1196121,201784,9014.0,Yes
1195835,201784,7838.0,Yes
1195869,201784,8789.0,Yes
1195877,201904,7576.0,Yes
1195927,201784,3435.0,Yes
1196764,201894,2423.0,No
1198218,201784,1685.0,Yes
1198277,201784,7287.0,Yes
1198338,201784,9413.0,Yes
1198342,201784,6094.0,Yes
1198343,201908,9026.0,No
1198539,201784,7200.0,Yes
1198290,201788,7716.0,Yes
1198367,201788,7718.0,Yes
1198384,201784,7719.0,Yes
1198387,201784,7070.0,Yes
1198422,201784,5841.0,Yes
1198454,201678,7985.0,No
1197946,201898,3473.0,No
1199260,201784,9338.0,No
1199286,201904,6543.0,Yes
1199056,201788,6441.0,Yes
1199058,201784,6349.64,No
1198737,201784,2235.0,Yes
1169901,201784,3951.0,No
1083350,201784,6244.0,Yes
1199799,201894,3548.0,Yes
1199817,201894,3548.0,Yes
1199823,201894,3548.0,Yes
1199600,201784,9413.0,No
1199994,201788,7718.0,Yes
1200088,201894,8355.0,Yes
1169905,201894,9101.0,No
1200648,201784,3460.0,No
1200942,201784,7460.0,Yes
1200550,201894,3548.0,No
1200704,201784,9413.0,Yes
1200705,201784,4939.0,No
1200771,201784,7938.0,No
1200805,201784,2785.0,Yes
1200830,201784,1335.0,No
1200877,201788,5103.0,Yes
1200886,201788,6441.0,Yes
1200891,201784,7719.0,Yes
1200899,201784,6070.0,Yes
1200934,201898,9501.0,Yes
1200343,202014,8368.0,No
1201611,201678,5307.0,No
1201612,201788,2981.0,Yes
1201656,201788,6310.0,No
1201563,202014,8543.0,Yes
1201568,201788,7415.0,No
1201707,201894,9133.0,Yes
1201940,201784,3460.0,Yes
1202291,201784,7719.0,Yes
1202520,201894,5952.0,No
753685,201784,3135.0,Yes
1202204,201784,8438.0,Yes
1202282,201784,5841.0,No
1203149,201894,1823.0,Yes
1203829,201894,5732.0,Yes
1203951,201784,7571.0,Yes
1203574,201784,1785.0,Yes
1196319,201784,7719.0,Yes
1204589,201784,9038.0,Yes
1204595,201784,8038.0,Yes
1204602,201784,3460.0,No
1204567,201894,9476.0,Yes
1204556,201784,1535.0,No
1204557,201894,8418.0,Yes
1204564,201784,6810.0,Yes
1020374,201784,7719.0,Yes
1204634,201894,9076.0,Yes
1204702,201894,8926.0,No
1205616,201784,9013.0,Yes
1206301,201784,9013.0,No
1206240,201904,9551.0,No
1205892,201784,7719.0,Yes
1206007,201784,1685.0,Yes
1206011,201784,3035.0,No
1206043,201784,9038.0,Yes
1206130,201898,5295.0,Yes
1206145,201894,9101.0,No
1206191,201788,9187.0,Yes
1207155,201894,4503.0,No
1206689,201784,3460.0,Yes
1206661,201784,9013.0,Yes
1206816,201894,4908.0,No
1206686,201784,7070.0,Yes
1206622,201784,3460.0,No
1206950,201894,7442.0,Yes
1207364,202124,487.0,Yes
1207410,201784,9013.0,No
1207411,201784,6300.0,Yes
1207407,201784,7070.0,Yes
1208762,201784,7787.0,No
1208233,201784,7044.0,Yes
1209277,201784,5144.0,Yes
1209027,202014,487.0,Yes
1209233,201784,7200.0,No
1209414,201894,1250.0,Yes
1209435,201784,7719.0,No
1214608,201904,9151.0,No
1214548,201784,7200.0,No
1215385,201788,1935.0,Yes
1214984,201894,8193.0,Yes
1216105,201904,9417.0,No
1215446,201784,7441.0,Yes
1215858,201894,2373.0,Yes
1215545,201898,7225.0,Yes
1216258,201904,4508.0,Yes
1216644,201894,1250.0,No
1216681,201894,2923.0,Yes
1216973,201894,9268.0,No
1216768,201784,6420.0,No
1216912,201784,5404.0,Yes
1216913,201784,9013.0,Yes
1216416,201894,1823.0,Yes
1217705,201788,7718.0,Yes
1217263,201894,8418.0,Yes
1217270,201894,8418.0,Yes
1217633,201788,7439.0,Yes
1217213,201904,7276.0,No
1217320,201784,3135.0,No
1217790,201788,4258.0,Yes
1217810,201894,8418.0,Yes
1217838,201894,5688.0,Yes
1218154,201904,8468.0,No
1218869,201784,6624.0,Yes
1218978,201894,2273.0,Yes
1218826,201894,2423.0,Yes
1219055,201904,8575.0,No
1219195,201784,7100.0,Yes
1219021,201894,4870.0,Yes
1219230,201788,1585.0,No
1218908,201784,2535.0,Yes
1219720,201904,2123.0,Yes
1219492,201784,3460.0,Yes
766445,201454,4259.0,Yes
1219557,202124,487.0,Yes
1219824,201788,3460.0,Yes
1219936,201784,1635.0,Yes
1208213,201784,1485.0,Yes
1220207,201904,8026.0,No
1220214,201904,9151.0,Yes
1220443,202128,487.0,No
1220327,201894,1747.52,No
1220281,201788,7719.0,Yes
1220750,201894,5538.0,Yes
1221039,201894,8418.0,Yes
1221415,201904,7776.0,Yes
1221301,201904,10401.0,No
1221862,202234,1373.0,No
1221788,201894,3548.0,No
1225152,201904,8018.0,No
1225700,201904,7325.0,Yes
1226800,202234,9293.0,No
1228739,202014,6801.0,Yes
1234240,202014,7568.0,No
653836,201124,6907.0,Yes
1237425,201904,4345.0,Yes
1237878,201904,0.0,No
1239265,201894,9501.0,Yes
1239546,201904,3598.0,No
1240152,201904,9551.0,No
1241248,201894,8926.0,Yes
1246077,202234,8868.0,No
1247965,202014,3673.0,Yes
1248272,201904,1473.0,Yes
1249200,201894,3548.0,Yes
1250772,201904,9151.0,Yes
1254125,202124,8618.0,No
1254851,201894,2923.0,Yes
1255019,201904,9551.0,No
1254952,201904,4870.0,Yes
1256141,201904,2173.0,No
1257304,201894,9501.0,Yes
1258555,201894,3548.0,No
1260620,201904,1273.0,Yes
1261095,201904,9551.0,No
1261137,201904,9551.0,Yes
1262490,201904,9151.0,No
1265941,201894,8026.0,Yes
1261612,201894,8406.0,Yes
1269219,202014,8018.0,No
1269279,201904,10401.0,No
1270175,202014,9626.0,No
1269545,201784,4503.0,No
1270817,202128,487.0,No
1083405,201894,9101.0,No
1271353,201784,2555.0,Yes
1271630,201784,6244.0,No
1271832,201894,7576.0,Yes
1271640,201894,8776.0,Yes
1271688,201894,8126.0,No
1271561,201894,1250.0,No
1271380,201894,8726.0,No
1271489,201894,1973.0,No
1271491,202014,487.0,No
1269530,201894,5189.0,No
1273515,201894,5288.0,Yes
1273562,201894,9575.0,Yes
1273157,201784,2085.0,No
1273422,202014,487.0,No
1272828,201894,2123.0,Yes
1272982,201894,3548.0,Yes
1273065,201784,7070.0,Yes
1273051,201894,4410.0,No
1273331,202014,4333.0,No
1273332,201894,3823.0,Yes
1273746,201894,7355.0,No
1273747,201894,3548.0,No
1273761,201894,3548.0,Yes
1275102,201894,8418.0,Yes
1275932,201894,6778.0,Yes
1275938,201904,5838.0,Yes
1276094,201788,3460.0,No
1276591,201894,1250.0,Yes
1276310,201894,8576.0,Yes
1276461,201894,1373.0,Yes
1276528,201894,2323.0,Yes
1219562,201894,9501.0,No
1276574,201894,1423.0,No
1217021,201894,2673.0,Yes
1216615,201894,1250.0,Yes
1276820,201904,5241.0,Yes
1277558,201904,3598.0,Yes
1276815,201894,5389.0,No
1276827,201894,8325.0,Yes
1276830,201904,8081.0,No
1277184,201894,3548.0,Yes
1277592,202014,9451.0,No
1277597,202124,1701.64,No
1277601,201894,9226.0,Yes
1277933,201894,8476.0,No
1277934,201788,8008.0,Yes
1278111,201894,3548.0,No
1277973,201894,8325.0,No
1278261,201894,973.0,No
1278294,202124,10951.0,No
1278295,202124,3766.0,No
1278299,202124,487.0,No
1278300,202014,9626.0,No
1278545,202234,8918.0,No
1278556,201894,7975.0,Yes
1278849,201894,2523.0,Yes
1217020,201894,1250.0,Yes
1278948,201894,8025.0,Yes
1279075,201894,8325.0,Yes
1279005,201904,6082.0,No
1278607,202014,8351.0,No
1278916,201894,5388.0,No
1167532,201894,2500.0,Yes
1278080,201894,9268.0,Yes
1279409,201904,7725.0,Yes
1279831,201904,8468.0,Yes
1279850,201894,7443.0,Yes
1278919,201904,10801.0,No
1273118,201894,873.0,Yes
1280402,201894,923.0,No
1280693,201894,9501.0,Yes
1275862,201894,8993.0,Yes
1280396,201904,10801.0,No
1280638,201894,1273.0,No
1280697,201788,3460.0,No
1280331,201894,1573.0,No
1280727,201894,7355.0,No
1280537,201894,9575.0,No
1280685,201904,923.0,No
1281757,201904,10755.0,No
1281818,202124,9576.0,No
1281448,201904,8468.0,No
1281161,201894,9376.0,Yes
1281172,201894,5248.0,No
1281294,201904,10801.0,No
1281319,201904,9551.0,No
1281605,202014,9626.0,No
1281606,201894,3548.0,No
1281251,202124,8376.0,No
1282089,202124,7343.0,No
1282415,201904,6876.0,Yes
1282165,202344,10322.0,No
1282028,201894,5628.0,No
1282093,201894,3548.0,Yes
1282208,201904,9151.0,No
1283248,201894,1423.0,Yes
1282917,201894,1250.0,Yes
1283474,201904,9551.0,Yes
1283186,201894,6648.0,Yes
1283556,201894,5953.0,Yes
1283017,201894,8418.0,No
1282739,201894,9501.0,Yes
1283281,201904,4408.0,No
1283206,201894,9101.0,No
1283360,201904,8626.0,No
1283361,201894,7975.0,Yes
1283367,201904,8676.0,Yes
1283518,202234,1193.0,No
1283535,201894,9268.0,No
1283996,201904,1573.0,Yes
1275868,201894,4779.0,No
1284350,201894,9101.0,No
1284356,201894,3548.0,Yes
1283788,201894,9101.0,No
1283870,201894,5953.0,No
1283871,201894,5953.0,Yes
1283884,201894,8126.0,No
1283897,201894,9268.0,Yes
1278975,201894,7443.0,No
1283926,201894,8876.0,Yes
1283936,201894,9268.0,No
1283958,201894,8676.0,No
1284046,201894,3548.0,No
1284049,201904,3598.0,Yes
1283654,201894,3548.0,Yes
1283655,201894,5989.0,Yes
1284158,201894,8826.0,No
1284164,201894,1823.0,No
1281868,201894,9501.0,Yes
940318,201894,9101.0,No
1284229,201894,3473.0,No
1284243,201894,973.0,Yes
1284338,201894,9501.0,No
1284841,201894,6969.0,Yes
1284903,201894,5272.0,No
1278784,201894,1973.0,No
1284914,202014,487.0,Yes
1284917,201894,8325.0,Yes
1285053,201894,5188.0,No
1285059,201894,9175.0,No
1452314,201904,3598.0,No
1284518,201894,8743.0,Yes
1285011,202124,9701.0,No
1284415,201904,973.0,No
1285579,201894,3548.0,Yes
1285771,202014,487.0,No
1285412,201904,8468.0,Yes
1285413,201904,9164.0,Yes
1285425,201894,7943.0,Yes
1285765,202014,487.0,No
1285796,201894,6207.0,Yes
1285304,201904,3598.0,Yes
1285306,201894,9501.0,Yes
1285355,201894,4263.0,Yes
1285869,202014,487.0,No
1285134,201894,9176.0,Yes
1285164,201894,1273.0,Yes
1285188,201894,9101.0,Yes
1285217,201894,9101.0,Yes
1285228,201894,7355.0,No
1285445,201894,8418.0,Yes
1281942,201894,8276.0,Yes
1283846,201894,326.0,Yes
1286034,201788,3460.0,No
1286422,201904,8468.0,No
1286267,201904,9551.0,Yes
1452325,201904,6488.0,No
1286098,201908,5953.0,Yes
1286468,201894,9502.0,Yes
1286473,201894,3548.0,Yes
1282440,201894,3548.0,Yes
1286314,201894,3548.0,Yes
1278978,201894,5002.0,Yes
1285947,201894,8625.0,No
1275185,201894,2123.0,Yes
1279865,201894,5619.0,Yes
1285933,201894,9093.0,Yes
1285938,201894,8593.0,No
1284127,201894,6119.0,Yes
