UID,TERM,NON_PLU_SCHOLARSHIP,GRADUATED
658923,201018,7433.0,No
658988,201018,6733.0,No
659158,201018,7508.0,Yes
659260,201018,1625.0,Yes
659268,201018,500.0,Yes
659355,201124,5128.0,No
659359,201018,4622.0,Yes
659398,201674,5561.0,Yes
659492,201018,4047.0,No
659593,201344,5016.0,No
659709,201018,1925.0,Yes
659725,201018,4522.0,Yes
659959,201344,4516.0,No
659986,201018,6733.0,Yes
660158,201124,6734.0,Yes
660335,201018,6708.0,Yes
660345,201124,6202.0,Yes
660397,201908,7967.0,Yes
660419,201128,90.95,No
660843,201018,1152.0,No
661920,201018,500.0,No
661945,201238,5768.0,No
662077,201124,7134.0,No
662160,201128,5956.0,No
662397,201018,2376.0,Yes
662607,201018,5613.0,Yes
662724,201018,1876.0,Yes
662796,201018,5190.0,Yes
662873,201124,6056.0,Yes
662888,201018,4946.0,Yes
662940,201344,773.0,Yes
663534,201124,1400.0,Yes
663604,201124,1650.0,Yes
663650,201124,1600.0,Yes
665098,201018,1675.0,Yes
665337,201018,4527.0,No
665596,201018,4780.0,No
666088,201018,3951.0,Yes
666128,201124,4923.0,No
666226,201018,5569.0,Yes
666261,201018,4222.0,Yes
666287,201018,4473.0,No
666343,201018,10432.0,Yes
666494,201344,500.0,No
666671,201674,6741.0,Yes
667170,201124,1550.0,No
667179,201124,6078.0,Yes
667440,201018,6034.0,Yes
668366,201018,7058.0,Yes
668453,201018,500.0,Yes
668524,201124,5149.0,Yes
668586,201124,6150.0,Yes
669119,201344,2198.0,Yes
669121,201124,3545.0,No
669288,201454,4539.0,No
669457,201124,1200.0,Yes
669463,201018,1475.0,No
669466,201018,3700.0,Yes
669563,201124,6105.0,No
669667,201018,2300.0,No
669904,201018,7108.0,Yes
669969,201124,6128.0,Yes
669980,201018,3866.0,Yes
669982,201018,11029.0,Yes
670059,201124,6145.0,Yes
670103,201018,1152.0,Yes
670159,201018,2350.0,Yes
670232,201018,4985.0,Yes
670254,201018,4956.0,Yes
670393,201018,2971.0,Yes
670460,201018,3650.0,Yes
670533,201018,5844.0,Yes
671223,201018,3858.0,No
671287,201018,500.0,Yes
671294,201124,4578.0,No
671309,201018,3115.0,Yes
671336,201128,5127.0,No
671410,201018,5004.0,Yes
671465,201018,3925.0,Yes
671492,201128,6030.0,Yes
671503,201124,1900.0,Yes
671641,201454,3190.0,Yes
671801,201018,4613.0,Yes
671833,201344,3323.0,No
671866,201128,4981.0,Yes
671984,201018,7338.0,Yes
672001,201018,4719.0,Yes
672015,201018,3671.0,Yes
672019,201018,1513.0,No
672189,201018,2471.0,Yes
672201,201018,3275.0,Yes
672243,201018,377.0,No
672256,201018,5300.0,Yes
672292,201018,7662.0,Yes
672293,201018,1088.0,Yes
672306,201128,500.0,Yes
672363,201018,2825.0,No
672402,201018,1463.0,Yes
672405,201234,3750.0,No
672479,201018,1275.0,Yes
672593,201018,4397.0,Yes
672808,201018,1450.0,Yes
96410,201018,2800.0,No
96793,201018,5534.0,Yes
163958,201018,5701.0,No
188082,201018,6733.0,Yes
201049,202124,8895.22,No
205319,201018,6576.0,Yes
342623,201898,2283.0,Yes
266892,201124,5537.0,Yes
271082,201784,2285.0,Yes
272893,201018,3567.0,Yes
274463,201128,3817.0,Yes
276393,201344,7292.0,Yes
375069,201018,5308.0,Yes
380447,201018,1525.0,Yes
383648,201128,7082.0,No
524039,201124,6759.0,Yes
537055,201124,4107.0,Yes
542002,201018,5663.0,Yes
580323,201018,500.0,Yes
672950,201124,5223.0,Yes
673298,201018,500.0,Yes
673395,201234,1950.0,No
673451,201018,2050.0,No
256382,201018,2904.0,No
673475,201018,2669.0,Yes
381855,201018,694.0,Yes
673491,201018,5092.0,Yes
369040,201018,7133.0,Yes
538812,201018,6733.0,Yes
673538,201018,1463.0,Yes
673542,201018,1152.0,Yes
673582,201238,3250.0,Yes
673643,201234,9053.0,Yes
673683,201674,8386.0,Yes
673798,201234,9228.0,Yes
673902,201674,7635.0,Yes
577219,201018,5126.0,Yes
674098,201018,2775.0,Yes
354831,201018,7133.0,Yes
674302,201018,6034.0,Yes
674325,201234,3250.0,Yes
674378,201018,3425.0,Yes
674436,201018,500.0,Yes
674447,201018,6159.0,Yes
542756,201018,2262.0,Yes
674618,201018,2471.0,No
674644,201124,3275.0,No
674654,201018,6201.0,No
674655,201018,688.0,Yes
674662,201018,3575.0,Yes
674700,201018,1050.0,Yes
674743,201018,500.0,Yes
674781,201018,6158.0,Yes
674810,201018,500.0,No
674901,201018,6201.0,Yes
283668,201018,3275.0,Yes
675207,201124,500.0,Yes
675254,201124,5869.0,Yes
675282,201454,5808.0,No
675299,201018,4126.0,Yes
675321,201018,5119.0,No
675327,201344,948.0,No
675348,201018,6833.0,No
675432,201018,7508.0,Yes
675479,201344,9526.0,No
675484,201124,5128.0,Yes
675574,201124,1600.0,Yes
675675,201128,5453.0,No
676130,201018,7133.0,Yes
676132,201124,2100.0,No
676220,201018,4647.0,Yes
676294,201018,1475.0,Yes
676441,201124,6557.0,No
676464,201348,4961.0,Yes
676584,201018,2400.0,Yes
586358,201018,4672.0,Yes
676865,201018,3275.0,Yes
676927,201018,4412.0,Yes
676867,201018,3169.0,Yes
677084,201018,5858.0,No
564167,201018,3858.0,Yes
676923,201018,6708.0,No
677201,201018,500.0,Yes
677349,201018,1275.0,Yes
677392,201018,6533.0,No
677439,201018,4604.0,No
677452,201018,7183.0,Yes
677496,201124,500.0,Yes
677497,201018,7108.0,Yes
677506,201018,3169.0,No
677543,201564,7445.0,Yes
677612,201018,5246.0,Yes
677690,201018,2553.0,No
677696,201018,500.0,Yes
677556,201344,6463.0,Yes
677541,201018,3475.0,Yes
677881,201344,3323.0,No
677930,201018,2050.0,No
677955,201124,5827.0,Yes
677407,201018,2471.0,Yes
678038,201018,6708.0,Yes
677549,201124,1000.0,Yes
678243,201124,6982.0,Yes
678248,201018,3453.0,No
678340,201124,3716.0,Yes
678443,201018,3650.0,Yes
678469,201124,4264.0,No
678563,201018,3275.0,No
678630,201018,6733.0,Yes
678633,201454,6192.0,No
678649,201018,3275.0,Yes
678693,201018,7108.0,Yes
678315,201018,1500.0,No
678840,201018,3650.0,Yes
678858,201018,6409.0,No
653381,201124,7382.0,Yes
677565,201018,1750.0,No
679033,201018,7133.0,No
679052,201018,500.0,Yes
679073,201018,1088.0,Yes
679097,201018,5988.0,Yes
679330,201018,3275.0,Yes
677841,201018,7083.0,No
679375,201018,100.68,No
679640,201018,3650.0,Yes
679418,201018,1400.0,Yes
679673,201018,2772.0,Yes
679426,201018,1500.0,No
679884,201124,1750.0,Yes
680017,201344,9101.0,Yes
679661,201018,4546.0,Yes
679944,201018,4950.0,Yes
679954,201018,7133.0,Yes
680118,201018,1600.0,No
680245,201124,1500.0,No
680294,201018,3751.0,Yes
680505,201018,5739.0,Yes
680121,201018,4822.0,No
680790,201128,2100.0,Yes
680995,201124,4825.0,No
680720,201018,4628.0,No
681037,201124,2250.0,No
681148,201234,1350.0,No
680944,201018,4992.0,No
681193,201018,3976.0,Yes
681209,201124,6377.0,No
681211,201018,7108.0,Yes
680286,201018,3401.0,No
681270,201124,500.0,Yes
680431,201018,5716.0,Yes
681379,201128,3077.0,No
681456,201018,3446.0,Yes
681468,201348,2448.0,Yes
681382,201018,7508.0,Yes
681690,201018,7108.0,Yes
681709,201018,7108.0,No
681718,201018,3650.0,Yes
681763,201344,4870.0,Yes
681827,201124,500.0,No
681970,201238,1750.0,Yes
682057,201124,500.0,Yes
682160,201124,6469.0,No
682218,201124,5435.0,Yes
681458,201348,3323.0,Yes
682333,201124,4618.0,No
681643,201018,3050.0,No
682641,201018,6733.0,No
682738,201124,6145.0,No
682533,201018,6348.0,Yes
682781,201124,7382.0,Yes
682848,201124,1000.0,No
682531,201018,7133.0,No
682640,201018,4701.0,Yes
683029,201124,7382.0,No
682766,201018,7133.0,Yes
683226,201124,500.0,No
683309,201234,1900.0,Yes
683471,201018,5701.0,No
683509,201124,5839.0,Yes
683737,201128,1450.0,No
683759,201124,1250.0,No
683775,201124,7382.0,No
683846,201124,7134.0,Yes
684074,201124,500.0,Yes
684072,201128,5757.0,Yes
684293,201568,7388.0,Yes
684372,201018,800.0,Yes
684376,201124,2569.0,No
684576,201018,500.0,Yes
684573,201018,3275.0,Yes
684591,201124,500.0,Yes
684622,201018,7133.0,Yes
684757,201234,0.0,Yes
684758,201018,6034.0,No
684770,201018,5169.0,Yes
685173,201124,3275.0,Yes
685244,201124,7382.0,No
685247,201018,6201.0,No
685420,201454,1819.0,Yes
685570,201018,3790.0,Yes
685714,201018,6037.0,Yes
685872,201018,3000.0,Yes
686080,201124,3655.0,No
686151,201124,2050.0,Yes
686227,201124,6469.0,No
686341,201018,1876.0,Yes
686452,201344,8876.0,Yes
686752,201124,1600.0,Yes
686826,201454,6506.0,Yes
686864,201018,4521.0,No
687186,201128,7066.0,Yes
687551,201124,2900.0,Yes
687554,201124,500.0,Yes
687556,201124,6982.0,Yes
687781,201124,2150.0,Yes
688007,201344,2923.0,Yes
688506,202344,7343.0,No
688779,201124,7382.0,No
688962,201018,500.0,No
689150,201124,3720.0,No
689808,201018,4269.0,Yes
690030,201124,4985.0,No
690542,201124,1150.0,No
690587,201124,2700.0,No
690742,201124,500.0,Yes
691238,201124,500.0,Yes
691250,201124,500.0,Yes
691298,201018,2875.0,No
691302,201124,1400.0,Yes
691658,201124,1050.0,No
691662,201018,3200.0,Yes
691763,201018,4419.0,Yes
691768,201124,6657.0,Yes
691806,201124,3275.0,Yes
691849,201124,5599.0,Yes
691880,201124,7382.0,No
691885,201124,6469.0,Yes
691924,201018,4537.0,Yes
691939,201344,9276.0,Yes
691967,201124,500.0,No
692072,201018,4454.0,Yes
692080,201018,7508.0,Yes
692158,201344,8876.0,No
692208,201344,8851.0,Yes
692280,201018,2875.0,No
692314,201124,500.0,Yes
692360,201788,5294.0,Yes
692363,201124,2200.0,No
692374,201128,4875.0,No
692397,201018,6037.0,Yes
692423,201018,6037.0,Yes
692491,201234,9003.0,Yes
692494,201018,6559.0,Yes
692670,201124,6133.0,Yes
692672,201018,3650.0,Yes
692840,201124,1800.0,Yes
692874,201234,7653.0,No
692910,201018,2960.0,No
692968,201018,4278.0,Yes
693074,201124,3250.0,Yes
693078,201124,6469.0,Yes
693135,201124,1350.0,Yes
692418,201124,6457.0,Yes
693153,201018,5658.0,Yes
693176,201018,5092.0,Yes
693187,201124,3275.0,No
693305,201018,2400.0,No
693308,201018,4487.0,Yes
693370,201348,3323.0,Yes
693915,201128,1650.0,No
693918,201454,2981.0,Yes
693952,201124,2875.0,Yes
693971,201128,3670.0,Yes
694019,201018,3275.0,Yes
694093,201018,3569.0,Yes
694235,201018,6038.0,Yes
694259,201124,500.0,Yes
694268,201128,1000.0,Yes
694285,201124,1250.0,No
694289,201124,6657.0,Yes
694290,201458,3216.0,No
694437,201124,500.0,Yes
694486,201234,1300.0,Yes
694585,201124,4154.0,Yes
694606,201234,5268.0,Yes
694612,201124,500.0,No
694636,201124,7382.0,No
694678,201124,4923.0,Yes
694719,201018,5092.0,Yes
694815,201124,2950.0,Yes
694835,201128,2875.0,Yes
695049,201018,2875.0,No
695125,201234,4259.0,Yes
695135,201234,1150.0,Yes
695227,201234,5305.0,Yes
695445,201018,1950.0,Yes
695458,201234,9228.0,Yes
695726,201234,9228.0,Yes
695769,201234,6012.0,Yes
695786,201784,1085.0,Yes
695799,201128,3100.0,Yes
695845,201234,8203.0,Yes
695854,201234,7509.0,Yes
695920,201128,6127.0,Yes
696060,201234,2700.0,Yes
696098,201124,500.0,Yes
696124,201124,4972.0,Yes
696191,201124,0.0,Yes
696247,201124,2825.0,No
696269,201124,778.0,Yes
696297,201124,1650.0,Yes
696307,201124,2300.0,No
696322,201344,6730.0,Yes
696338,201124,3275.0,No
696405,201128,6164.0,Yes
696458,201124,1250.0,Yes
696705,201124,3275.0,No
696712,201124,3275.0,Yes
696746,201124,6982.0,No
696752,201018,5066.0,No
696753,201124,1450.0,Yes
696754,201124,2450.0,No
697045,201234,9002.0,No
697146,201124,778.0,No
697271,201124,4987.0,Yes
697305,201124,4464.0,Yes
697411,201124,5145.0,Yes
697527,201018,2550.0,Yes
697586,201128,2550.0,Yes
697763,201124,6469.0,Yes
697790,201124,2600.0,No
697795,201124,4820.0,Yes
697812,201128,7382.0,Yes
697838,201124,1400.0,Yes
697856,201124,2750.0,No
697874,201454,8918.0,No
697897,201234,8203.0,Yes
697911,201128,7157.0,Yes
698104,201018,2550.0,Yes
698269,201124,778.0,Yes
698279,201124,6320.0,Yes
698281,201234,8889.0,Yes
698283,201128,4820.0,No
698433,201234,9228.0,No
698455,201124,7382.0,No
698571,201124,1700.0,Yes
698573,201124,3200.0,No
698579,201124,2200.0,No
698622,201124,500.0,No
698626,201124,5145.0,Yes
698663,201018,6734.0,Yes
698714,201234,5768.0,Yes
698937,201344,7557.0,Yes
699013,201124,3859.0,Yes
699101,201124,7382.0,Yes
699190,201344,8551.0,Yes
699193,201124,1650.0,No
699267,201124,6628.0,Yes
699269,201124,5507.0,Yes
699273,201124,1100.0,No
699308,201234,7534.0,No
699316,201124,5645.0,No
699409,201124,500.0,Yes
699427,201124,4725.0,Yes
699521,201124,5422.0,No
699538,201124,6982.0,No
699570,201124,6469.0,No
699625,201124,7382.0,No
699627,201128,6292.0,Yes
699630,201124,4784.0,Yes
699737,201124,6257.0,Yes
699789,201124,6145.0,No
699895,201238,6909.0,Yes
699918,201568,6663.0,Yes
699982,201124,4628.0,No
700009,201124,5837.0,No
700075,201128,500.0,Yes
700118,201124,2300.0,Yes
700134,201124,3200.0,Yes
700277,201124,6457.0,No
700438,201234,1100.0,No
700492,201128,5344.0,Yes
700496,201124,2800.0,Yes
700500,201018,3971.0,Yes
700566,201124,4876.0,No
678535,201124,500.0,Yes
700802,201124,5285.0,Yes
700809,201124,7382.0,No
700829,201124,1650.0,Yes
700937,201234,1500.0,No
700948,201124,850.0,Yes
700957,201128,500.0,Yes
700980,201454,3190.0,No
700989,201124,2200.0,Yes
701116,201564,4518.0,Yes
701157,201018,3200.0,Yes
701163,201018,500.0,Yes
701173,201234,5768.0,No
701182,201124,6607.0,No
701268,201124,500.0,Yes
701269,201124,1200.0,Yes
701274,201124,7382.0,No
701341,201128,3542.0,Yes
701423,201124,1350.0,Yes
701430,201124,7382.0,No
701477,201124,5128.0,Yes
701522,201454,4963.0,Yes
701523,201128,7082.0,Yes
701577,201124,3115.0,No
701581,201124,2350.0,No
701825,201124,3653.0,Yes
701870,201234,5454.0,Yes
701987,201124,1100.0,Yes
702004,201124,5812.0,Yes
702020,201124,6757.0,Yes
702076,201124,1350.0,No
702100,201124,6982.0,Yes
702215,201124,6759.0,Yes
702219,201124,6469.0,Yes
702229,201124,6150.0,No
702234,201128,1200.0,Yes
702348,201124,6988.0,Yes
702519,201124,1100.0,Yes
702522,201124,4923.0,No
702523,201124,1650.0,No
702559,201124,1400.0,No
702630,201124,2050.0,Yes
702637,201124,1250.0,No
702651,201124,5857.0,Yes
702653,201124,7382.0,No
702657,201124,0.0,No
702658,201124,4091.0,Yes
702666,201234,3437.0,Yes
702313,201124,2050.0,No
702669,201124,3275.0,Yes
702709,201124,500.0,Yes
702736,201128,4705.0,Yes
702853,201124,7382.0,Yes
702892,201124,7382.0,Yes
702912,201128,3380.0,No
703006,201124,7357.0,Yes
703008,201124,4250.0,No
703009,201124,500.0,No
703017,201124,500.0,Yes
703018,201124,500.0,No
703026,201344,948.0,Yes
703084,201124,7382.0,No
703086,201124,500.0,Yes
703142,201124,500.0,Yes
703148,201128,777.0,No
703166,201128,6207.0,No
703120,201124,4820.0,No
703178,201124,778.0,Yes
703193,201124,2876.0,No
703196,201124,5128.0,Yes
703272,201124,500.0,Yes
703274,201124,6145.0,Yes
703292,201124,2876.0,Yes
703358,201124,3275.0,No
703391,201344,4516.0,Yes
703451,201124,5451.0,Yes
703536,201124,6307.0,Yes
703548,201124,2650.0,No
703561,201124,7382.0,No
703631,201234,8828.0,Yes
703649,201124,4820.0,No
703675,201124,3275.0,Yes
703679,201124,7382.0,No
703681,201124,3000.0,Yes
703683,201124,6628.0,No
703687,201124,6320.0,Yes
703690,201124,4900.0,Yes
703767,201124,6128.0,Yes
703812,201124,6320.0,Yes
703967,201128,4875.0,Yes
703997,201124,6982.0,No
704007,201124,500.0,Yes
704057,201234,8828.0,Yes
704058,201124,2850.0,Yes
704140,201124,1350.0,Yes
704192,201124,6469.0,No
704204,201128,6645.0,Yes
704272,201124,800.0,No
704344,201234,2700.0,No
704404,201454,5999.0,Yes
704479,201234,2550.0,Yes
704525,201454,1490.0,Yes
704653,201344,8876.0,No
704657,201674,9361.0,Yes
705105,201234,7109.0,Yes
705261,201234,7534.0,Yes
705293,201344,1948.0,No
706112,201234,1450.0,Yes
706121,201238,9226.0,No
706182,201234,8253.0,No
706326,201234,1500.0,Yes
706562,201344,9526.0,No
706741,201564,4259.0,Yes
706777,201124,5423.0,No
706886,201454,4821.0,Yes
706970,201124,7357.0,Yes
707050,201348,7105.0,Yes
707079,201124,7382.0,No
707084,201128,3000.0,No
707095,201128,5127.0,Yes
707414,201234,9228.0,No
707620,201234,2948.0,Yes
707622,201124,3275.0,No
707711,201124,5762.0,Yes
707764,201234,9228.0,No
707898,201344,7500.0,No
707943,201124,7382.0,No
708123,201124,3275.0,Yes
708242,201454,8843.0,Yes
708363,201124,6982.0,No
708414,201124,3770.0,Yes
708441,201124,3685.0,No
708451,201234,6909.0,No
708533,201344,3573.0,Yes
708559,201124,6469.0,No
708565,201238,7619.0,No
708591,201674,6022.0,Yes
708618,201124,4705.0,No
708625,201124,3470.0,Yes
709542,201234,8828.0,No
709553,201234,6704.0,No
709911,201344,2448.0,Yes
710033,201234,1050.0,No
710073,201234,2450.0,Yes
710730,201234,6770.0,Yes
710927,201234,1100.0,Yes
711126,201124,7382.0,No
711187,201124,1850.0,Yes
711195,201344,8876.0,Yes
711214,201234,2950.0,Yes
711362,201234,1250.0,Yes
711413,201234,2600.0,No
711486,201124,2300.0,Yes
711516,201238,3275.0,Yes
711871,201674,8186.0,No
711877,201124,4624.0,Yes
712063,201234,9228.0,No
712113,201234,1650.0,Yes
712120,201234,1350.0,Yes
712197,201344,3323.0,Yes
712339,201454,3365.0,No
712381,201124,6982.0,No
712448,201124,3250.0,No
712557,201124,6982.0,No
712937,201568,8939.0,Yes
712948,201344,8876.0,No
713230,201124,5497.0,No
713749,201124,3275.0,Yes
707635,201564,7247.0,No
713859,201564,7647.0,Yes
714126,201124,6627.0,Yes
714173,201238,1888.0,Yes
714189,201454,4245.0,Yes
714194,201564,7515.0,No
714211,201124,1950.0,Yes
714223,201238,6508.0,Yes
714293,201564,8941.0,No
714377,201238,2250.0,Yes
714405,201234,9228.0,Yes
714437,201234,8652.0,Yes
714450,201348,2993.0,Yes
714456,201234,2850.0,Yes
714465,201128,4969.0,No
714836,201674,3133.0,Yes
714850,201234,2050.0,Yes
715163,201128,5128.0,No
715212,201124,4969.0,Yes
715224,201344,648.0,Yes
715300,201344,4833.0,Yes
715327,201564,1287.0,Yes
715361,201124,4923.0,Yes
715371,201234,4565.0,Yes
715379,201238,4768.0,Yes
715436,201454,940.0,Yes
715517,201674,4277.0,Yes
715749,201454,1540.0,Yes
715796,201674,8886.0,Yes
715984,201344,9526.0,No
715986,201348,9276.0,Yes
715992,201454,7624.0,No
716092,201894,9101.0,Yes
716101,201344,7582.0,No
716152,202124,0.0,No
716191,201124,3275.0,No
716220,201238,3250.0,Yes
716229,201234,1450.0,Yes
716290,201234,5423.0,No
716425,201568,500.0,Yes
716539,201234,8829.0,Yes
716573,201234,6952.0,No
716621,201904,2922.0,Yes
716630,201234,2300.0,No
716658,201894,3148.0,Yes
716665,201124,500.0,Yes
716686,201124,1950.0,Yes
716729,201124,6145.0,Yes
716914,201128,5128.0,No
717041,201128,2667.0,Yes
717054,201234,7153.0,Yes
717070,201238,6956.0,Yes
717231,201344,1748.0,No
717503,201344,7407.0,Yes
719124,201234,4309.0,Yes
717840,201234,950.0,No
717960,201234,3200.0,No
717998,201234,4259.0,Yes
718054,201128,950.0,Yes
718118,201238,2821.0,Yes
718204,201128,3275.0,No
718353,201234,5576.0,Yes
718359,201234,3250.0,Yes
718400,201128,3275.0,No
718485,201234,6256.0,Yes
718503,201238,3474.0,Yes
718678,201128,5725.0,Yes
718786,201128,6469.0,No
718854,201344,5016.0,Yes
723220,201234,7509.0,Yes
719032,201568,3313.0,No
719044,201234,4850.0,Yes
719065,201128,1850.0,Yes
719106,201234,6900.0,Yes
719136,201344,4963.0,No
719339,201344,6285.0,Yes
719347,201344,1648.0,Yes
719425,201234,4100.0,No
719793,201234,2875.0,Yes
719820,201234,7534.0,Yes
719840,201234,9228.0,No
719841,201234,3275.0,No
719854,201238,2400.0,Yes
719865,201128,1638.0,Yes
720209,201128,4857.0,Yes
720211,201128,3275.0,Yes
720212,201234,8828.0,No
720227,201234,5383.0,Yes
720234,201234,4600.0,Yes
720305,201234,8802.0,No
720396,201128,5976.0,Yes
720397,201234,3941.0,No
720435,201344,7407.0,Yes
720568,201344,7700.0,Yes
720591,201128,7382.0,Yes
720592,201234,2700.0,No
720652,201234,3450.0,No
720658,201234,7100.0,Yes
720738,201234,9227.0,No
720782,201234,1350.0,Yes
720884,201234,2750.0,No
720920,201234,4409.0,Yes
720991,201234,8828.0,Yes
721062,201234,3275.0,Yes
721104,201128,3250.0,Yes
721124,201234,3120.0,Yes
721227,201344,4963.0,Yes
721360,201344,8851.0,Yes
721391,201234,4018.0,Yes
721414,201234,2924.0,No
721475,201678,2768.0,Yes
721525,201344,4214.0,Yes
721526,201238,5768.0,Yes
721626,201234,1250.0,Yes
721821,201344,8876.0,No
721823,201344,2194.0,Yes
721927,201344,2798.0,Yes
722015,201348,8873.0,Yes
722075,201238,5268.0,Yes
722086,202014,8543.0,No
722156,201234,4259.0,No
722184,201234,9228.0,Yes
722262,201128,2875.0,No
722265,201234,2100.0,No
722293,201348,847.0,Yes
722322,201238,1750.0,No
722361,201234,950.0,Yes
722366,201344,5209.0,Yes
722502,201344,8876.0,Yes
722569,201234,4581.0,Yes
722624,201234,7534.0,Yes
722636,201234,1700.0,Yes
722637,201128,6057.0,Yes
722638,201234,4471.0,No
722680,201234,3275.0,Yes
722684,201454,8918.0,Yes
722796,201674,9361.0,No
722832,201344,2398.0,Yes
722834,201344,2398.0,Yes
722894,201234,3822.0,Yes
722899,201234,4860.0,Yes
722904,201234,3250.0,Yes
722957,201234,8703.0,Yes
722979,201234,7152.0,Yes
722982,201238,5838.0,No
722998,201234,2775.0,No
723101,201234,3275.0,Yes
723141,201344,8751.0,Yes
723194,201234,6191.0,No
723227,201234,4600.0,No
723241,201234,9255.0,Yes
723300,201348,802.0,Yes
723375,201234,4081.0,Yes
723445,201234,8853.0,No
723460,201234,2600.0,No
723508,201234,3275.0,Yes
723522,201344,7550.0,Yes
723729,201238,3275.0,No
723739,201674,5942.0,Yes
723813,201234,6359.0,No
724005,201234,1850.0,Yes
724139,201234,3874.0,Yes
724242,201344,1548.0,Yes
724249,201234,3025.0,No
724259,201234,5560.0,Yes
724270,201344,8751.0,No
724279,201344,4475.0,No
724323,201234,2937.0,No
724413,201234,8828.0,Yes
724628,201234,7535.0,Yes
724677,201234,8023.59,No
724700,201234,6163.0,No
724727,201234,9227.0,No
724764,202124,8617.0,Yes
724808,201234,4934.0,No
724873,201344,8876.0,No
724888,201234,3275.0,No
724891,201238,7602.0,No
725175,201568,7247.0,Yes
725178,201234,3275.0,Yes
725202,201234,2300.0,Yes
725382,201234,6256.0,Yes
725405,201234,7383.0,Yes
725511,201344,5379.0,No
725554,201344,8651.0,No
725723,201344,9526.0,Yes
725833,201674,7942.0,Yes
724175,201234,4076.0,Yes
725829,201234,3275.0,No
725959,201344,3189.0,Yes
726026,201128,2476.0,Yes
726037,201234,5097.0,No
725831,201234,6016.0,Yes
726251,201128,3275.0,No
726287,201234,4447.0,Yes
726335,201238,8302.0,Yes
726347,201234,9228.0,No
726353,201234,850.0,No
726475,201234,7109.0,Yes
726488,201238,1550.0,No
726504,201234,7309.0,Yes
726756,201234,7409.0,Yes
726817,201128,6857.0,No
726819,201234,4268.0,Yes
726923,201238,1250.0,No
726930,201238,1850.0,Yes
726932,201454,7624.0,Yes
727027,201674,3750.0,Yes
727196,201234,8052.0,No
727208,201234,4026.0,Yes
727396,201348,2698.0,Yes
727412,201234,8153.0,Yes
727424,201238,3767.0,Yes
727440,201234,3750.0,Yes
727451,201234,8828.0,Yes
727470,201344,2004.0,Yes
727543,201454,9318.0,No
727569,201234,2937.0,No
727654,201674,9349.0,Yes
729144,201238,8887.0,Yes
728069,201234,6081.0,Yes
728157,201234,6909.0,Yes
728165,201234,500.0,No
728347,201234,4793.0,Yes
728019,201238,2885.0,Yes
728020,201238,3275.0,No
728023,201234,2400.0,Yes
727707,201234,6909.0,No
728245,201234,3250.0,No
727767,201238,5268.0,Yes
727824,201348,1535.0,No
728708,201234,1650.0,No
728709,201234,8828.0,No
728559,201234,2550.0,Yes
728939,201234,2550.0,Yes
728941,201234,8702.0,Yes
728435,201454,990.0,Yes
728562,201234,850.0,Yes
728971,201238,8826.0,Yes
728972,201234,2450.0,Yes
728973,201234,1100.0,No
728983,201234,6600.0,No
728994,201234,1950.0,Yes
729027,201234,1350.0,Yes
729054,201234,1450.0,Yes
729114,201454,3290.0,No
729130,201234,1350.0,Yes
729131,201454,2555.0,No
729199,201234,4268.0,Yes
728397,201234,3150.0,No
728400,201128,2775.0,No
728404,201234,5196.0,Yes
728439,201234,6237.0,No
728480,201344,2248.0,Yes
728509,201454,6321.0,Yes
728419,201234,3275.0,No
728430,201234,2550.0,Yes
728594,201238,3275.0,Yes
728601,201234,1050.0,Yes
729352,201234,1950.0,No
729367,201234,7534.0,No
729377,201238,4046.0,Yes
729378,201238,2875.0,Yes
729317,201234,6809.0,No
729808,201238,3275.0,No
729864,201454,940.0,No
729892,201234,7534.0,Yes
729711,201238,430.8,No
729730,201234,4447.0,No
729941,201234,5468.0,No
729962,201234,3730.0,No
729963,201234,1200.0,No
729438,201238,7533.0,Yes
729973,201234,7534.0,No
729774,201234,3275.0,No
729841,201344,2398.0,Yes
729907,201344,7182.0,No
729921,201564,8941.0,Yes
730569,201234,2900.0,No
730964,201454,7624.0,Yes
730407,201344,8876.0,Yes
730485,201238,4936.0,Yes
730761,201234,5768.0,Yes
730796,201234,1500.0,Yes
730801,201784,2885.0,Yes
731716,201344,6868.0,No
731737,201344,2248.0,Yes
731413,201234,3947.0,No
731649,201238,2211.0,Yes
731003,201894,7925.0,Yes
731066,201454,2640.0,Yes
731201,201344,8876.0,Yes
731237,201344,4097.0,Yes
731274,201564,4383.0,Yes
731418,201234,3250.0,Yes
731420,201234,5437.0,No
731421,201234,5709.0,No
731556,201234,3275.0,Yes
731604,201344,3903.0,Yes
731652,201234,1125.0,Yes
731944,201344,8876.0,Yes
731829,201234,5768.0,Yes
732108,201234,3150.0,Yes
732164,201348,3147.0,Yes
732165,201234,5368.0,Yes
732259,201234,7134.0,Yes
732018,201344,2923.0,Yes
732261,201238,2550.0,Yes
732374,201564,5961.0,Yes
732268,201234,9153.0,Yes
732438,201234,3275.0,No
732036,201234,3947.0,Yes
732041,201234,5268.0,Yes
732509,201234,3275.0,Yes
732684,201344,2148.0,Yes
732875,201568,7255.0,Yes
733010,201344,1248.0,Yes
733019,201454,6233.0,Yes
733020,201234,8828.0,Yes
732907,201234,2700.0,No
732758,201234,7534.0,No
732998,201674,9156.0,No
733917,201234,5768.0,Yes
733922,201568,9339.0,Yes
733946,201344,8876.0,Yes
734025,201454,6999.0,Yes
