UID,TERM,WORK_STUDY,GRADUATED
644503,201018,1750.0,Yes
644598,201018,3750.0,Yes
644603,201018,1750.0,Yes
644638,201124,1750.0,Yes
644752,201128,1750.0,Yes
644758,201018,1750.0,Yes
644775,201124,1750.0,Yes
644776,201124,1750.0,Yes
644847,201124,1699.0,Yes
644886,201018,1750.0,No
644926,201018,1750.0,Yes
644956,201018,1750.0,Yes
645029,201018,1750.0,Yes
645109,201018,1250.0,Yes
645153,201018,1337.0,Yes
645215,201018,1000.0,Yes
645273,201018,1462.0,Yes
645286,201018,2000.0,No
645381,201124,2900.0,Yes
645502,201018,3280.0,Yes
645518,201018,1500.0,Yes
645530,201018,1057.0,Yes
645609,201234,1800.0,No
645618,201018,1750.0,Yes
645621,201454,1900.0,Yes
645629,201018,1795.0,No
645733,201124,424.0,Yes
645755,201018,550.0,Yes
645984,201018,1750.0,Yes
645993,201018,708.0,Yes
645999,201018,1750.0,Yes
646153,201018,3750.0,Yes
646227,201124,1070.0,No
646313,201124,1750.0,Yes
646317,201124,1750.0,Yes
646365,201018,1750.0,Yes
646534,201018,569.0,Yes
646633,201018,1006.0,Yes
646709,201018,1000.0,Yes
646735,201018,1750.0,Yes
646820,201018,1750.0,No
646921,201018,1750.0,Yes
646974,201018,705.0,No
647031,201018,1900.0,Yes
647198,201124,200.0,Yes
647247,201018,2038.0,No
647578,201018,1497.0,No
647646,201018,1750.0,Yes
647648,201018,920.0,No
647684,201124,1750.0,Yes
647733,201018,1750.0,Yes
387563,201018,1100.0,Yes
647796,201124,1750.0,No
647909,201018,1899.0,Yes
647927,201018,1750.0,Yes
648376,201018,692.0,Yes
648490,201018,1750.0,Yes
648505,201018,1709.0,Yes
648521,201018,1750.0,Yes
648559,201018,1750.0,Yes
648613,201018,957.0,Yes
648732,201018,1750.0,Yes
648770,201018,0.0,Yes
648779,201018,3000.0,Yes
648781,201018,896.0,Yes
648793,201018,1402.0,Yes
648820,201238,1000.0,Yes
648856,201018,1750.0,Yes
649023,201018,1489.0,Yes
649030,201124,1183.0,Yes
649053,201018,1419.0,Yes
649151,201018,1750.0,Yes
649199,201124,1750.0,No
649229,201018,2450.0,Yes
649278,201124,1750.0,Yes
649299,201124,1750.0,Yes
649365,201018,1750.0,Yes
649366,201018,1905.0,No
649379,201234,1900.0,No
649412,201018,1750.0,Yes
649437,201018,936.0,Yes
649530,201018,3848.0,Yes
649580,201018,1750.0,Yes
649598,201018,1750.0,No
649617,201018,1327.0,Yes
649621,201018,0.0,Yes
649679,201018,1500.0,Yes
649805,201018,0.0,Yes
649862,201234,1800.0,Yes
649980,201124,4000.0,Yes
650010,201018,1750.0,Yes
650150,201018,1750.0,Yes
650260,201018,2000.0,Yes
650277,201018,5695.0,Yes
650440,201018,1650.0,Yes
650459,201018,1750.0,Yes
650583,201124,1750.0,Yes
650612,201018,2182.0,Yes
650679,201018,1815.0,Yes
650685,201344,1793.0,Yes
650733,201018,1000.0,Yes
650761,201018,1750.0,Yes
650857,201124,1000.0,No
650930,201124,2000.0,No
650976,201234,1800.0,Yes
651018,201018,1750.0,No
651039,201018,1750.0,Yes
651061,201018,1500.0,Yes
651087,201018,1750.0,Yes
651174,201018,1000.0,Yes
651258,201124,1750.0,Yes
651291,201018,1750.0,No
651380,201018,3360.0,Yes
651570,201454,0.0,Yes
651644,201234,3150.0,No
651656,201018,1750.0,Yes
651719,201454,762.0,Yes
651738,201234,1800.0,Yes
651750,201234,439.0,No
651752,201124,1184.0,Yes
651824,201018,3000.0,Yes
651860,201018,1750.0,Yes
651867,201128,1750.0,Yes
651875,201124,3465.0,Yes
651897,201018,1131.0,Yes
651938,201234,1800.0,Yes
651944,201018,3237.0,Yes
651949,201344,1800.0,No
650326,201238,1800.0,Yes
651991,201234,1800.0,Yes
652035,201128,1750.0,Yes
652058,201234,1800.0,Yes
652079,201234,1758.0,No
652087,201018,1750.0,Yes
652154,201124,1750.0,Yes
652156,201018,1000.0,Yes
652187,201018,1750.0,Yes
652200,201018,232.0,No
652220,201018,3500.0,Yes
652233,201018,1750.0,Yes
652236,201018,1750.0,Yes
652273,201018,1750.0,Yes
652288,201018,1750.0,No
652297,201018,1750.0,Yes
652386,201018,1750.0,Yes
652388,201018,3000.0,Yes
652436,201018,1750.0,Yes
652444,201018,1750.0,Yes
652446,201018,1320.0,No
652551,201018,1750.0,Yes
652596,201234,1800.0,No
652609,201124,1750.0,Yes
652627,201018,1750.0,No
652628,201454,1900.0,Yes
652740,201234,618.0,Yes
652757,201124,1199.0,Yes
652848,201454,1800.0,Yes
652437,201018,2000.0,Yes
652932,201128,1750.0,Yes
652947,201018,1750.0,Yes
653077,201018,1550.0,Yes
655332,201234,923.0,No
653232,201238,2142.0,Yes
653241,201018,1750.0,Yes
653317,201124,1186.0,Yes
653324,201018,1646.0,Yes
653327,201018,1750.0,Yes
653443,201018,1750.0,Yes
653629,201018,1750.0,Yes
653635,201234,900.0,Yes
653639,201344,1800.0,Yes
653770,201018,2000.0,Yes
653904,201018,1750.0,Yes
653945,201018,1399.0,Yes
654014,201018,2800.0,Yes
654024,201018,1750.0,Yes
654167,201124,1750.0,Yes
654224,201124,1750.0,Yes
654271,201454,1900.0,Yes
654286,201018,1750.0,Yes
654290,201124,1750.0,Yes
654299,201124,1024.0,Yes
654387,201018,1750.0,Yes
654396,201344,1604.0,Yes
654457,201124,1750.0,No
654718,201018,1750.0,No
654881,201234,1900.0,Yes
655022,201238,426.0,No
655029,201344,1800.0,Yes
655062,201018,1750.0,Yes
655105,201344,1800.0,Yes
655238,201018,0.0,Yes
655394,201234,1800.0,No
655396,201124,200.0,Yes
655401,201124,1750.0,No
655424,201124,1000.0,Yes
655437,201124,1364.0,Yes
655961,201234,1800.0,No
655964,201234,1500.0,No
655989,201018,1750.0,Yes
656137,201018,1750.0,No
656230,201018,1000.0,Yes
656282,201018,2381.0,Yes
656337,201234,1501.0,Yes
656342,201018,2000.0,Yes
656451,201124,1062.0,No
656509,201234,0.0,Yes
656517,201018,3500.0,Yes
656636,201018,1750.0,Yes
656694,201018,1750.0,Yes
656779,201018,0.0,No
656813,201018,1750.0,Yes
656909,201124,699.0,Yes
657017,201128,1404.0,No
657486,201124,1750.0,Yes
657495,201124,1750.0,Yes
657628,201234,1900.0,Yes
657746,201018,5311.0,Yes
657840,201234,1800.0,Yes
657883,201018,1415.0,Yes
658084,201238,1799.0,No
658173,201018,669.0,Yes
658200,201018,1552.0,No
658203,201124,1750.0,Yes
658233,201124,1000.0,Yes
658354,201018,1750.0,Yes
658411,201018,1080.0,Yes
658445,201018,3142.0,Yes
658540,201238,2849.0,Yes
658551,201344,1900.0,Yes
658555,201124,782.0,Yes
658561,201128,1750.0,Yes
658646,201018,1750.0,Yes
658923,201018,1080.0,No
658988,201018,2134.0,No
659072,201018,1000.0,Yes
659260,201018,1750.0,Yes
659268,201018,1750.0,Yes
659339,201124,1750.0,Yes
659359,201018,959.0,Yes
659492,201018,2000.0,No
659593,201344,1900.0,No
659685,201018,1750.0,Yes
659709,201018,1750.0,Yes
659746,201018,1425.0,Yes
659986,201018,1750.0,Yes
660158,201124,3001.0,Yes
660166,201018,1000.0,Yes
660186,201018,3250.0,Yes
660207,201124,1465.0,Yes
660217,201234,1800.0,Yes
660335,201018,884.0,Yes
660397,201908,1900.0,Yes
660419,201128,0.0,No
660472,201344,1900.0,Yes
660843,201018,1750.0,No
661920,201018,1750.0,No
661921,201124,1134.0,No
661965,201128,2150.0,Yes
662062,201124,647.0,Yes
662071,201454,1218.0,Yes
662077,201124,1500.0,No
662160,201128,1750.0,No
662342,201124,1750.0,Yes
662397,201018,2636.0,Yes
662449,201018,1750.0,No
662607,201018,0.0,Yes
662724,201018,1850.0,Yes
662796,201018,1750.0,Yes
662873,201124,1750.0,Yes
662940,201344,1800.0,Yes
662972,201124,1246.0,Yes
663534,201124,1750.0,Yes
663583,201128,1750.0,No
663650,201124,1035.0,Yes
663739,201128,1750.0,No
664621,201124,2100.0,Yes
664789,201018,1750.0,Yes
664988,201018,1000.0,Yes
665098,201018,1750.0,Yes
665122,201018,1750.0,Yes
665277,201124,1751.0,Yes
665337,201018,1750.0,No
665510,201124,2250.0,Yes
666088,201018,625.0,Yes
666128,201124,1750.0,No
666170,201018,1750.0,Yes
666265,201018,1750.0,Yes
666287,201018,636.0,No
666297,201018,1750.0,No
666315,201124,1750.0,Yes
666348,201018,683.0,Yes
666494,201344,702.0,No
666786,201894,0.0,Yes
667144,201124,1188.0,No
667170,201124,875.0,No
667179,201124,1750.0,Yes
667258,201018,1039.0,Yes
667287,201234,389.0,Yes
667440,201018,1750.0,Yes
568609,201018,1639.0,Yes
668366,201018,685.0,Yes
668586,201124,2500.0,Yes
668592,201018,1422.0,No
668952,201124,328.0,Yes
669119,201344,1800.0,Yes
669121,201124,1630.0,No
669457,201124,1750.0,Yes
669463,201018,329.0,No
669466,201018,1750.0,Yes
669563,201124,1750.0,No
669698,201018,1027.0,Yes
669757,201124,1750.0,No
669810,201018,1750.0,Yes
656480,201018,1750.0,Yes
669904,201018,1750.0,Yes
670103,201018,3500.0,Yes
670159,201018,1750.0,Yes
670173,201018,1750.0,Yes
670232,201018,1750.0,Yes
670393,201018,3500.0,Yes
670460,201018,1750.0,Yes
670562,201018,1750.0,Yes
670580,201124,1750.0,Yes
670581,201128,1750.0,Yes
670618,201018,1013.0,Yes
670935,201018,1750.0,Yes
671223,201018,1750.0,No
671287,201018,1750.0,Yes
671410,201018,1030.0,Yes
671503,201124,1750.0,Yes
671608,201234,1645.0,No
671619,201124,1750.0,No
671641,201454,1800.0,Yes
671801,201018,1750.0,Yes
671866,201128,1750.0,Yes
672001,201018,3500.0,Yes
672179,201124,1750.0,Yes
672189,201018,1750.0,Yes
672243,201018,1750.0,No
672293,201018,1750.0,Yes
672306,201128,1750.0,Yes
672363,201018,1750.0,No
672371,201124,1000.0,Yes
672402,201018,1750.0,Yes
672405,201234,1109.0,No
672479,201018,1750.0,Yes
672512,201238,2400.0,Yes
672593,201018,2025.0,Yes
672808,201018,750.0,Yes
96793,201018,2000.0,Yes
163958,201018,1750.0,No
188082,201018,1750.0,Yes
205319,201018,2244.0,Yes
236851,201564,1900.0,Yes
256998,201234,1481.0,Yes
266892,201124,1750.0,Yes
271082,201784,1900.0,Yes
272893,201018,1750.0,Yes
274463,201128,1750.0,Yes
276393,201344,4173.0,Yes
374050,201124,610.0,Yes
537055,201124,1750.0,Yes
542002,201018,1750.0,Yes
542914,201018,3080.0,Yes
672950,201124,935.0,Yes
673118,201234,421.0,Yes
673298,201018,1900.0,Yes
673368,201018,1750.0,Yes
673460,201018,1000.0,No
673464,201018,481.0,Yes
256382,201018,1750.0,No
673475,201018,1750.0,Yes
369040,201018,1750.0,Yes
645260,201018,1500.0,Yes
673529,201238,1800.0,Yes
673530,201234,1800.0,Yes
673538,201018,1750.0,Yes
673542,201018,1750.0,Yes
673582,201238,1800.0,Yes
673583,201674,2000.0,Yes
673643,201234,0.0,Yes
673652,201344,1800.0,No
673691,201894,1051.0,Yes
673719,201124,1750.0,Yes
621453,201018,1750.0,Yes
673748,201018,1750.0,No
378643,201018,1622.0,Yes
673798,201234,923.0,Yes
673924,201564,1900.0,Yes
673925,201564,1900.0,Yes
311092,201018,744.0,Yes
674098,201018,205.0,Yes
674068,201018,1750.0,Yes
674288,201018,5000.0,No
674325,201234,1300.0,Yes
304044,201018,1000.0,Yes
674436,201018,1750.0,Yes
674447,201018,100.0,Yes
674451,201018,1750.0,Yes
674464,201018,1750.0,Yes
542756,201018,2824.0,Yes
674644,201124,1182.0,No
674648,201018,1291.0,No
674654,201018,6079.0,No
674655,201018,2062.0,Yes
674662,201018,625.0,Yes
674743,201018,1750.0,Yes
674875,201124,1750.0,Yes
674831,201018,1750.0,Yes
675207,201124,1750.0,Yes
675254,201124,1750.0,Yes
675282,201454,1800.0,No
675299,201018,987.0,Yes
675321,201018,4445.0,No
675327,201344,1250.0,No
675348,201018,1750.0,No
675432,201018,446.0,Yes
675479,201344,1800.0,No
675484,201124,1750.0,Yes
675574,201124,1750.0,Yes
675774,201128,1750.0,Yes
676043,201124,1750.0,Yes
676130,201018,3250.0,Yes
676132,201124,1750.0,No
676220,201018,1448.0,Yes
676294,201018,2005.0,Yes
19228,201018,650.0,Yes
676441,201124,1750.0,No
676556,201124,1750.0,No
676559,201124,1750.0,Yes
676561,201124,1750.0,Yes
586358,201018,1403.0,Yes
676657,201234,588.0,No
676854,201124,0.0,Yes
676822,201018,1750.0,Yes
676865,201018,1750.0,Yes
676927,201018,1750.0,Yes
677100,201124,1750.0,Yes
677079,201018,1750.0,Yes
677201,201018,1750.0,Yes
677282,201234,1800.0,Yes
576403,201018,1750.0,Yes
677346,201018,1750.0,Yes
677348,201018,1750.0,Yes
677349,201018,1750.0,Yes
677439,201018,1750.0,No
677506,201018,1750.0,No
677612,201018,1125.0,Yes
677671,201018,1750.0,Yes
677678,201018,1750.0,Yes
677682,201018,1750.0,Yes
677690,201018,1500.0,No
677541,201018,1600.0,Yes
677874,201018,1750.0,No
677881,201344,1900.0,No
677891,201124,1750.0,Yes
677930,201018,2500.0,No
677937,201124,0.0,Yes
677407,201018,1750.0,Yes
678002,201018,1750.0,Yes
678147,201018,1250.0,Yes
678190,201018,1000.0,Yes
678213,201018,1750.0,Yes
677549,201124,1781.0,Yes
678243,201124,1750.0,Yes
678248,201018,1543.0,No
678340,201124,1750.0,Yes
678443,201018,1000.0,Yes
678469,201124,1750.0,No
678480,201344,1642.0,Yes
678551,201124,1750.0,No
678563,201018,1750.0,No
678629,201234,1800.0,No
678630,201018,0.0,Yes
678633,201454,1900.0,No
678649,201018,1039.0,Yes
678693,201018,1750.0,Yes
678315,201018,1750.0,No
678385,201124,1619.0,Yes
678769,201018,1000.0,Yes
678840,201018,2100.0,Yes
678858,201018,525.0,No
678881,201018,1000.0,No
653381,201124,1750.0,Yes
678906,201018,449.0,No
677565,201018,1750.0,No
678967,201018,1750.0,No
679033,201018,1000.0,No
679073,201018,1750.0,Yes
679097,201018,1650.0,Yes
679342,201124,1750.0,Yes
679375,201018,1000.0,No
679640,201018,1750.0,Yes
679649,201018,1000.0,Yes
679418,201018,1750.0,Yes
679673,201018,1750.0,Yes
679426,201018,1750.0,No
679285,201018,1750.0,No
679304,201018,1661.0,Yes
679827,201234,1683.0,Yes
679868,201128,1750.0,Yes
679307,201018,1750.0,Yes
680017,201344,1624.0,Yes
679659,201018,1750.0,No
679661,201018,1750.0,Yes
680077,201018,1385.0,No
679944,201018,1750.0,Yes
679954,201018,1000.0,Yes
679955,201018,1750.0,Yes
680111,201454,1900.0,Yes
680118,201018,1600.0,No
680234,201124,1751.0,No
680245,201124,1750.0,No
680294,201018,1750.0,Yes
680337,201124,1266.0,No
680359,201018,1750.0,No
680395,201018,137.0,No
680418,201018,1000.0,Yes
680477,201344,1800.0,Yes
680549,201018,1000.0,Yes
680635,201018,1400.0,Yes
680121,201018,1750.0,No
680661,201018,1750.0,Yes
680541,201018,1750.0,Yes
680790,201128,1750.0,Yes
680793,201124,1750.0,Yes
680848,201344,1900.0,No
680891,201018,1509.0,No
680913,201018,1230.0,No
680995,201124,1750.0,No
681001,201344,1800.0,Yes
681037,201124,1000.0,No
681050,201348,1800.0,Yes
681148,201234,2100.0,No
681159,201018,1750.0,Yes
681193,201018,1750.0,Yes
681209,201124,1750.0,No
681211,201018,1500.0,Yes
680286,201018,1750.0,No
681270,201124,1750.0,Yes
681330,201018,0.0,No
680862,201018,683.0,Yes
681379,201128,1750.0,No
681404,201344,1800.0,Yes
681386,201018,839.0,Yes
681468,201348,1600.0,Yes
681592,201018,1750.0,Yes
681382,201018,1750.0,Yes
681690,201018,1750.0,Yes
681692,201018,1000.0,Yes
681709,201018,6130.0,No
681718,201018,1750.0,Yes
681763,201344,1800.0,Yes
681827,201124,1750.0,No
681880,201234,1800.0,No
681970,201238,1800.0,Yes
681991,201124,1485.0,Yes
682057,201124,1750.0,Yes
682160,201124,1750.0,No
681458,201348,1600.0,Yes
682312,201234,894.0,No
682371,201124,1750.0,Yes
681643,201018,373.0,No
682738,201124,1163.0,No
682781,201124,1500.0,Yes
682848,201124,1750.0,No
682524,201018,1750.0,No
682528,201018,1750.0,Yes
682531,201018,1868.0,No
682640,201018,1750.0,Yes
683029,201124,1750.0,No
683094,201128,1750.0,No
682766,201018,1750.0,Yes
683200,201344,1800.0,Yes
683208,201124,1750.0,No
683226,201124,1850.0,No
683289,201018,416.0,Yes
683305,201018,542.0,Yes
683309,201234,1800.0,Yes
683496,201018,1750.0,Yes
683710,201124,1750.0,Yes
683737,201128,1750.0,No
683759,201124,1750.0,No
683775,201124,197.0,No
683795,201018,2000.0,No
683846,201124,1500.0,Yes
683848,201124,1750.0,Yes
684074,201124,1750.0,Yes
684212,201234,1800.0,Yes
684376,201124,485.0,No
684414,201124,1750.0,No
684576,201018,1000.0,Yes
684591,201124,1000.0,Yes
684612,201124,1750.0,No
684622,201018,995.0,Yes
684676,201234,1801.0,No
684684,201018,1000.0,No
684758,201018,1750.0,No
684770,201018,1496.0,Yes
685165,201124,1750.0,Yes
685170,201128,1750.0,No
685173,201124,1621.0,Yes
685245,201018,1570.0,Yes
685244,201124,1750.0,No
685247,201018,1750.0,No
685343,201234,1800.0,Yes
685420,201454,2450.0,Yes
671885,201128,1750.0,Yes
685570,201018,1750.0,Yes
685609,201018,1000.0,Yes
685650,201018,1750.0,Yes
685681,201234,1800.0,Yes
685714,201018,1750.0,Yes
685878,201128,1750.0,Yes
685882,201124,1750.0,Yes
685933,201124,715.0,Yes
686080,201124,394.0,No
686151,201124,1000.0,Yes
686222,201234,1800.0,No
686227,201124,1750.0,No
686452,201344,1354.0,Yes
686752,201124,1750.0,Yes
686812,201124,1750.0,No
686889,201234,1796.0,Yes
686864,201018,1750.0,No
687001,201124,1750.0,Yes
687532,201124,1750.0,No
687534,201124,1750.0,Yes
687551,201124,750.0,Yes
687554,201124,896.0,Yes
687556,201124,403.0,Yes
687618,201124,1750.0,Yes
688007,201344,1800.0,Yes
688011,201124,1168.0,No
688423,201124,1237.0,Yes
688516,201124,1750.0,No
688630,201018,1649.0,No
688687,201234,1778.0,Yes
688779,201124,0.0,No
688962,201018,1750.0,No
689150,201124,750.0,No
689418,201234,1800.0,Yes
689485,201124,562.0,Yes
689539,201128,1750.0,No
689808,201018,1319.0,Yes
690394,201124,1750.0,No
690542,201124,1750.0,No
690587,201124,1750.0,No
690686,201018,1750.0,No
690742,201124,1000.0,Yes
691165,201124,1750.0,Yes
691171,201234,1800.0,Yes
691238,201124,1750.0,Yes
691250,201124,1750.0,Yes
691298,201018,1105.0,No
691302,201124,1750.0,Yes
691658,201124,1750.0,No
691763,201018,1750.0,Yes
691767,201344,1900.0,No
691768,201124,2250.0,Yes
691806,201124,1168.0,Yes
691880,201124,964.0,No
691885,201124,1750.0,Yes
691924,201018,1750.0,Yes
691939,201344,1756.0,Yes
691967,201124,1750.0,No
691980,201454,1800.0,Yes
691981,201018,1750.0,No
691997,201124,820.0,Yes
692033,201128,1750.0,Yes
692072,201018,1750.0,Yes
692080,201018,1750.0,Yes
692140,201124,1750.0,Yes
692158,201344,1800.0,No
692280,201018,1750.0,No
692314,201124,1750.0,Yes
692360,201788,1900.0,Yes
692363,201124,1750.0,No
692374,201128,1750.0,No
692423,201018,1750.0,Yes
692491,201234,1348.0,Yes
692563,201124,1750.0,No
692565,201234,1800.0,Yes
692599,201124,1750.0,Yes
692612,201124,1750.0,Yes
692628,201124,1288.0,Yes
692670,201124,1750.0,Yes
692672,201018,1250.0,Yes
692825,201234,756.0,Yes
692840,201124,1750.0,Yes
692846,201128,1750.0,Yes
692874,201234,2051.0,No
692975,201124,1000.0,Yes
693078,201124,1533.0,Yes
693135,201124,1750.0,Yes
692418,201124,1146.0,Yes
693153,201018,1750.0,Yes
693176,201018,900.0,Yes
693187,201124,1750.0,No
693327,201124,1750.0,No
693305,201018,6167.0,No
693308,201018,1750.0,Yes
693370,201348,1800.0,Yes
693589,201124,1750.0,No
693610,201124,1750.0,No
693703,201128,1640.0,No
693773,201124,1750.0,Yes
693915,201128,1138.0,No
693971,201128,3000.0,Yes
694093,201018,1750.0,Yes
694112,201124,1750.0,Yes
694235,201018,1650.0,Yes
694259,201124,1750.0,Yes
694268,201128,844.0,Yes
694278,201018,1750.0,No
694285,201124,956.0,No
694290,201458,1600.0,No
694437,201124,1000.0,Yes
694453,201128,1750.0,Yes
694486,201234,1800.0,Yes
694572,201124,2816.0,Yes
694606,201234,1800.0,Yes
694636,201124,1750.0,No
694704,201128,1750.0,Yes
694757,201124,1750.0,No
694760,201124,1211.0,No
694835,201128,1750.0,Yes
694908,201124,1439.0,No
694921,201124,1750.0,Yes
695010,201124,1750.0,No
695116,201124,1750.0,No
695125,201234,1800.0,Yes
695227,201234,1900.0,Yes
695363,201124,2467.0,Yes
695458,201234,1003.0,Yes
695459,201128,1750.0,Yes
695503,201234,1750.0,No
695631,201124,825.0,Yes
695653,201128,1750.0,Yes
695719,201234,1697.0,Yes
695761,201124,1750.0,Yes
695769,201234,1308.0,Yes
695786,201784,1250.0,Yes
695799,201128,1750.0,Yes
695845,201234,1801.0,Yes
695854,201234,1800.0,Yes
695857,201344,1800.0,No
695865,201124,1750.0,No
695920,201128,1750.0,Yes
696034,201124,1750.0,Yes
696042,201128,1750.0,Yes
696060,201234,1750.0,Yes
696066,201124,1190.0,Yes
696098,201124,1394.0,Yes
696206,201234,1669.0,Yes
696247,201124,1750.0,No
695723,201018,1000.0,Yes
696297,201124,1750.0,Yes
696307,201124,1519.0,No
696322,201344,1800.0,Yes
696416,201124,1738.0,Yes
696507,201124,1750.0,Yes
696564,201234,1250.0,Yes
696705,201124,1750.0,No
696712,201124,1750.0,Yes
696746,201124,0.0,No
696752,201018,1399.0,No
696753,201124,1166.0,Yes
696754,201124,1750.0,No
696790,201454,1800.0,Yes
696805,201124,2050.0,Yes
696983,201124,1750.0,No
697087,201124,1750.0,Yes
697271,201124,1750.0,Yes
697353,201234,1800.0,Yes
697402,201234,1800.0,Yes
697407,201234,1800.0,Yes
697483,201564,1900.0,Yes
697488,201124,1750.0,Yes
697586,201128,1000.0,Yes
697607,201124,1750.0,Yes
697714,201234,1375.0,Yes
697762,201234,1767.0,Yes
697790,201124,1750.0,No
697795,201124,1750.0,Yes
697812,201128,1000.0,Yes
697838,201124,1750.0,Yes
697856,201124,1750.0,No
697874,201454,0.0,No
697877,201124,1536.0,Yes
697879,201234,275.0,Yes
697883,201454,363.0,Yes
697897,201234,1800.0,Yes
697911,201128,1000.0,Yes
698269,201124,1750.0,Yes
698281,201234,199.0,Yes
698283,201128,1750.0,No
698318,201124,1750.0,Yes
698375,201124,1750.0,No
698384,201234,1800.0,Yes
698404,201234,1800.0,Yes
698433,201234,1376.0,No
698437,201124,1750.0,Yes
698455,201124,1179.0,No
698568,201454,1250.0,Yes
698571,201124,1750.0,Yes
698573,201124,1750.0,No
698574,201128,1031.0,Yes
698579,201124,1750.0,No
698622,201124,1750.0,No
698626,201124,1467.0,Yes
698587,201124,2000.0,Yes
698698,201128,1750.0,Yes
698846,201454,802.0,No
698856,201234,3018.0,No
698937,201344,1800.0,Yes
699013,201124,2500.0,Yes
699101,201124,1500.0,Yes
699193,201124,1750.0,No
699239,201124,1750.0,Yes
699269,201124,1149.0,Yes
699273,201124,1750.0,No
699286,201124,983.0,Yes
699290,201124,1428.0,Yes
699305,201124,1000.0,Yes
699308,201234,1000.0,No
699316,201124,1250.0,No
699427,201124,1750.0,Yes
699538,201124,1413.0,No
699570,201124,1155.0,No
699580,201234,1500.0,Yes
699625,201124,1750.0,No
699627,201128,1009.0,Yes
699630,201124,1750.0,Yes
699684,201124,1750.0,No
699712,201124,1750.0,Yes
699737,201124,1750.0,Yes
699751,201124,1750.0,No
699918,201568,1900.0,Yes
699951,201234,1800.0,Yes
699982,201124,1750.0,No
700009,201124,1750.0,No
700075,201128,329.0,Yes
700118,201124,1750.0,Yes
700134,201124,1750.0,Yes
700167,201124,721.0,Yes
700269,201124,1750.0,No
700277,201124,840.0,No
700390,201234,1000.0,Yes
700438,201234,2500.0,No
700492,201128,1750.0,Yes
700496,201124,1750.0,Yes
700500,201018,1750.0,Yes
700563,201234,1800.0,Yes
700566,201124,1250.0,No
700683,201894,1325.0,Yes
700766,201234,1350.0,Yes
700774,201124,1187.0,Yes
700802,201124,1750.0,Yes
700829,201124,482.0,Yes
700834,201234,1800.0,Yes
700903,201128,1750.0,Yes
700937,201234,1900.0,No
700948,201124,1750.0,Yes
700957,201128,1750.0,Yes
700980,201454,1900.0,No
700989,201124,1750.0,Yes
701086,201564,500.0,Yes
701116,201564,1900.0,Yes
701166,201124,1250.0,Yes
701173,201234,1900.0,No
701175,201124,1750.0,Yes
701178,201124,1750.0,No
701182,201124,1750.0,No
701203,201124,500.0,Yes
701269,201124,1750.0,Yes
701274,201124,3600.0,No
701310,201124,929.0,Yes
701341,201128,1750.0,Yes
701423,201124,460.0,Yes
701427,201124,1398.0,Yes
701430,201124,1750.0,No
701483,201128,1499.0,Yes
701492,201124,1000.0,No
701522,201454,1370.0,Yes
701523,201128,1750.0,Yes
701577,201124,1750.0,No
701581,201124,985.0,No
701825,201124,1750.0,Yes
701868,201128,1349.0,Yes
701904,201238,641.0,No
701923,201124,1750.0,Yes
701970,201124,1750.0,No
701987,201124,1750.0,Yes
701991,201124,1750.0,Yes
701996,201128,3500.0,Yes
701999,201124,1000.0,Yes
702004,201124,898.0,Yes
702008,201124,1750.0,Yes
702010,201128,1750.0,No
702020,201124,1750.0,Yes
702021,201124,1750.0,Yes
702100,201124,2898.0,Yes
702129,201344,1500.0,Yes
702216,201124,1750.0,No
702219,201124,1141.0,Yes
702234,201128,1000.0,Yes
702261,201344,1168.0,Yes
702341,201124,283.0,No
702422,201564,1800.0,Yes
702466,201234,312.0,No
702519,201124,0.0,Yes
702522,201124,1750.0,No
702523,201124,1750.0,No
702559,201124,1750.0,No
702630,201124,1750.0,Yes
702637,201124,1750.0,No
702645,201124,1151.0,Yes
702653,201124,1750.0,No
702658,201124,1750.0,Yes
702662,201124,1750.0,No
702666,201234,1800.0,Yes
702667,201124,1750.0,No
702313,201124,752.0,No
702709,201124,1750.0,Yes
702741,201124,1000.0,Yes
702850,201124,1005.0,Yes
702853,201124,1750.0,Yes
702892,201124,750.0,Yes
702902,201124,1750.0,No
703006,201124,1532.0,Yes
703008,201124,1000.0,No
703017,201124,629.0,Yes
703018,201124,1750.0,No
703026,201344,1800.0,Yes
703060,201124,1750.0,Yes
703063,201124,1750.0,Yes
703084,201124,1750.0,No
703086,201124,1750.0,Yes
703115,201124,1750.0,Yes
703148,201128,1750.0,No
703165,201124,1750.0,Yes
703166,201128,1750.0,No
703168,201124,454.0,Yes
703178,201124,1750.0,Yes
703196,201124,1750.0,Yes
703267,201124,1750.0,No
703272,201124,396.0,Yes
703274,201124,1750.0,Yes
703292,201124,1750.0,Yes
703314,201234,1800.0,No
703358,201124,1750.0,No
703365,201124,1252.0,No
703391,201344,0.0,Yes
703531,201124,1750.0,Yes
703536,201124,1750.0,Yes
703548,201124,1750.0,No
703575,201124,1398.0,No
703631,201234,1348.0,Yes
703649,201124,1750.0,No
703675,201124,1750.0,Yes
703681,201124,1750.0,Yes
703683,201124,1750.0,No
703687,201124,1750.0,Yes
703690,201124,1750.0,Yes
703767,201124,1750.0,Yes
703828,201124,1000.0,Yes
703967,201128,1000.0,Yes
703997,201124,1750.0,No
704007,201124,766.0,Yes
704012,201124,2250.0,Yes
704023,201564,1901.0,Yes
704057,201234,1238.0,Yes
704058,201124,1279.0,Yes
704140,201124,1750.0,Yes
704192,201124,1750.0,No
